k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[5.75980727307e-05, -0.0001114878773558, 6.1436453815e-06, 0.0075669909749975, 0.0004432926991216, 8.18484657749e-05, 0.0012714132542633, 0.0002080244267234, 0.0012197857702757, 0.9993603373810305]|2736.8991654686346919|      0.01562500|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[5.75980727307e-05, -0.0001114878773558, 6.1436453815e-06, 0.0075669909749975, 0.0004432926991216, 8.18484657749e-05, 0.0012714132542633, 0.0002080244267234, 0.0012197857702757, 0.9993603373810305]|2736.8991654686346919|      0.00781250|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[5.75980727307e-05, -0.0001114878773558, 6.1436453815e-06, 0.0075669909749975, 0.0004432926991216, 8.18484657749e-05, 0.0012714132542633, 0.0002080244267234, 0.0012197857702757, 0.9993603373810305]|2736.8991654686346919|      0.00390625|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0002162570939345, -0.0002527637191056, -0.0003325943723129, 0.0037710659913465, 0.0003196143354707, -0.0001102489421763, 0.0012689508306844, -0.0003847785554909, 0.0007763381408384, 0.9996596743096053]|2706.3983091118288939|      0.00781250|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
