k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1709228023385985, 1.7283532856819246, 0.9127671104001192, 0.6796068351350997, 1.074733072655893, 0.7764944634251933, 0.7655358972179033, 0.5314785413288136]|288031.1875000000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.1709228023385985, 1.7283532856819246, 0.9127671104001192, 0.6796068351350997, 1.074733072655893, 0.7764944634251933, 0.7655358972179033, 0.5314785413288136]|288031.1875000000000000|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.8294877831312206, 1.291468152685801, 0.4314563344992107, 0.5668110241190694, 1.32963952253613, 1.1216917544010685, 0.5106986613621047, 0.0852834432176112]|68035.9062500000000000|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[0.8294877831312206, 1.291468152685801, 0.4314563344992107, 0.5668110241190694, 1.32963952253613, 1.1216917544010685, 0.5106986613621047, 0.0852834432176112]|68035.9062500000000000|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.7333893151953855, 0.8481100338372131, 0.0016598727813353, 0.502309455419467, 0.9221697973994676, 1.4154077895291535, 0.1987098906093285, -0.4203602384114328]|8715.5849609375000000|      2.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.7333893151953855, 0.8481100338372131, 0.0016598727813353, 0.502309455419467, 0.9221697973994676, 1.4154077895291535, 0.1987098906093285, -0.4203602384114328]|8715.5849609375000000|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.7333893151953855, 0.8481100338372131, 0.0016598727813353, 0.502309455419467, 0.9221697973994676, 1.4154077895291535, 0.1987098906093285, -0.4203602384114328]|8715.5849609375000000|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.7333893151953855, 0.8481100338372131, 0.0016598727813353, 0.502309455419467, 0.9221697973994676, 1.4154077895291535, 0.1987098906093285, -0.4203602384114328]|8715.5849609375000000|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.6580275227172133, 0.878532746502791, 0.0456677320638176, 0.6540934039232058, 0.9066747813666588, 1.3902566673077128, 0.2310843936005181, -0.2500686732305619]|351.3378906250000000|      0.50000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.6580275227172133, 0.878532746502791, 0.0456677320638176, 0.6540934039232058, 0.9066747813666588, 1.3902566673077128, 0.2310843936005181, -0.2500686732305619]|351.3378906250000000|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.6580275227172133, 0.878532746502791, 0.0456677320638176, 0.6540934039232058, 0.9066747813666588, 1.3902566673077128, 0.2310843936005181, -0.2500686732305619]|351.3378906250000000|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.6580275227172133, 0.878532746502791, 0.0456677320638176, 0.6540934039232058, 0.9066747813666588, 1.3902566673077128, 0.2310843936005181, -0.2500686732305619]|351.3378906250000000|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.6503223580842232, 0.8861447878596315, 0.0574678039177747, 0.6386210071832557, 0.8803429373457117, 1.412048354583472, 0.2506273286456891, -0.2931979040801325]|270.8923339843750000|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.6503223580842232, 0.8861447878596315, 0.0574678039177747, 0.6386210071832557, 0.8803429373457117, 1.412048354583472, 0.2506273286456891, -0.2931979040801325]|270.8923339843750000|      0.06250000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.6503223580842232, 0.8861447878596315, 0.0574678039177747, 0.6386210071832557, 0.8803429373457117, 1.412048354583472, 0.2506273286456891, -0.2931979040801325]|270.8923339843750000|      0.03125000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[0.6287938812729492, 0.8732187704440608, 0.0663711974546595, 0.6417947814877243, 0.8939251384256073, 1.4155142657170692, 0.2476739472622027, -0.2860249819145561]|226.8968811035156250|      0.06250000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
