k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-0.0026784642263199, 0.057782234449869, 0.0989914456206344, 0.162539420028888, 0.4566538309344814, -0.0259104002519837, 0.0006566677829462, 0.0216452794882012, -0.0276161249440071]|145249.4218750000000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[-0.0026784642263199, 0.057782234449869, 0.0989914456206344, 0.162539420028888, 0.4566538309344814, -0.0259104002519837, 0.0006566677829462, 0.0216452794882012, -0.0276161249440071]|145249.4218750000000000|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.0026784642263199, 0.057782234449869, 0.0989914456206344, 0.162539420028888, 0.4566538309344814, -0.0259104002519837, 0.0006566677829462, 0.0216452794882012, -0.0276161249440071]|145249.4218750000000000|      0.25000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0117004344351107, 0.0439120748699712, -0.0487976397286038, 0.0292850634215592, 0.5632823887793575, -0.0090732415698012, 0.0158977037372923, 0.1207215071556094, 0.0006858417187898]|36920.0117187500000000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.0117004344351107, 0.0439120748699712, -0.0487976397286038, 0.0292850634215592, 0.5632823887793575, -0.0090732415698012, 0.0158977037372923, 0.1207215071556094, 0.0006858417187898]|36920.0117187500000000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0117004344351107, 0.0439120748699712, -0.0487976397286038, 0.0292850634215592, 0.5632823887793575, -0.0090732415698012, 0.0158977037372923, 0.1207215071556094, 0.0006858417187898]|36920.0117187500000000|      0.12500000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0379439131730326, 0.0352134845132869, -0.0653626720492735, -0.0223326868251252, 0.6611900302727564, -0.0511035473964487, 0.0041455916372921, 0.1083505025300012, 0.0173656243398466]|16999.3164062500000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[0.0379439131730326, 0.0352134845132869, -0.0653626720492735, -0.0223326868251252, 0.6611900302727564, -0.0511035473964487, 0.0041455916372921, 0.1083505025300012, 0.0173656243398466]|16999.3164062500000000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0396116358920715, 0.0484055039589417, -0.0339148103291186, -0.0166262911963239, 0.747868318597442, 0.0248399205273874, 0.0217358430843743, 0.1370116622359179, 0.0212698985591853]|5801.6059570312500000|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
