k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.05640488311684, 149.9784802086746, -100.20747190636348, 1.2330306021668336, 2.1087074077477594]|84663.7656250000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[49.05640488311684, 149.9784802086746, -100.20747190636348, 1.2330306021668336, 2.1087074077477594]|84663.7656250000000000|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[48.229446088251755, 150.31118907233167, -100.00588422557821, 1.3480964835342766, 1.7193923508336397]|82065.0468750000000000|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[46.721783389885694, 149.46248442171014, -100.03783861790806, 1.231714100432283, 2.7154283249245665]|77083.4375000000000000|      4.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[46.721783389885694, 149.46248442171014, -100.03783861790806, 1.231714100432283, 2.7154283249245665]|77083.4375000000000000|      2.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[46.29368157072935, 149.3396500137811, -101.08080889675895, 2.4595375313596857, 1.6171099919431293]|75524.9687500000000000|      4.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[46.29368157072935, 149.3396500137811, -101.08080889675895, 2.4595375313596857, 1.6171099919431293]|75524.9687500000000000|      2.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[46.29368157072935, 149.3396500137811, -101.08080889675895, 2.4595375313596857, 1.6171099919431293]|75524.9687500000000000|      1.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[45.760201288148735, 148.88699157019806, -101.07404373414377, 2.1843347770858283, 0.9577794237411253]|73791.5781250000000000|      2.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[45.760201288148735, 148.88699157019806, -101.07404373414377, 2.1843347770858283, 0.9577794237411253]|73791.5781250000000000|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
