k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000191|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[2.40168073e-07, -1.7114591208e-06, 0.9999996654661187, 0.0500006239974743, 3527.309999777081, 29.421900106831988, 26185.899999701986]|448.9320408033163972|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[2.40168073e-07, -1.7114591208e-06, 0.9999996654661187, 0.0500006239974743, 3527.309999777081, 29.421900106831988, 26185.899999701986]|448.9320408033163972|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-8.68788855e-08, -1.1907604584e-06, 0.9999995868647698, 0.0500022935072156, 3527.310000436575, 29.421900016805324, 26185.89999954897]|448.9116680871870813|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[-8.68788855e-08, -1.1907604584e-06, 0.9999995868647698, 0.0500022935072156, 3527.310000436575, 29.421900016805324, 26185.89999954897]|448.9116680871870813|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[2.255680508e-07, -2.2243918746e-06, 0.9999998474104881, 0.0500034333604376, 3527.3100003035593, 29.42189963506427, 26185.90000051922]|448.9029324635622515|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[1.3066420288e-06, -1.4248938405e-06, 0.9999995305652115, 0.0500053777370794, 3527.3099997807335, 29.421897711440682, 26185.89999830804]|448.8697631515659623|      0.00000763|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[1.3066420288e-06, -1.4248938405e-06, 0.9999995305652115, 0.0500053777370794, 3527.3099997807335, 29.421897711440682, 26185.89999830804]|448.8697631515659623|      0.00000381|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[2.8013292828e-06, -1.9287218468e-06, 1.0000009956263094, 0.0500075909453313, 3527.3100013205203, 29.42189610941267, 26185.899998021945]|448.8435563839167912|      0.00000763|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[2.8013292828e-06, -1.9287218468e-06, 1.0000009956263094, 0.0500075909453313, 3527.3100013205203, 29.42189610941267, 26185.899998021945]|448.8435563839167912|      0.00000381|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[2.6041249872e-06, -5.118521057e-07, 1.000002339069736, 0.050010186176067, 3527.310001949457, 29.42189422886896, 26185.899998204804]|448.8237644406930258|      0.00000763|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[2.6041249872e-06, -5.118521057e-07, 1.000002339069736, 0.050010186176067, 3527.310001949457, 29.42189422886896, 26185.899998204804]|448.8237644406930258|      0.00000381|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[2.218976271e-06, -2.9094394709e-06, 1.000002532069125, 0.0500129620175549, 3527.3100013934018, 29.421893812565095, 26185.899998860623]|448.8032039612575659|      0.00000763|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[2.218976271e-06, -2.9094394709e-06, 1.000002532069125, 0.0500129620175549, 3527.3100013934018, 29.421893812565095, 26185.899998860623]|448.8032039612575659|      0.00000381|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[2.218976271e-06, -2.9094394709e-06, 1.000002532069125, 0.0500129620175549, 3527.3100013934018, 29.421893812565095, 26185.899998860623]|448.8032039612575659|      0.00000191|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[2.0639852179e-06, -1.1888166828e-06, 1.0000025569872912, 0.0500135306763199, 3527.310000947837, 29.42189362378211, 26185.89999855199]|448.7651820611099538|      0.00000381|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[2.0639852179e-06, -1.1888166828e-06, 1.0000025569872912, 0.0500135306763199, 3527.310000947837, 29.42189362378211, 26185.89999855199]|448.7651820611099538|      0.00000191|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
