k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 0.0]                                                                 |629.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1323656481704156, 2.903158284245954, 0.4083925180293223]                     |270.0462341308593750|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.1323656481704156, 2.903158284245954, 0.4083925180293223]                     |270.0462341308593750|      1.00000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.8492700554709207, 2.4282684510514003, 0.9188116762919807]                    |214.6422424316406250|      2.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[1.8492700554709207, 2.4282684510514003, 0.9188116762919807]                    |214.6422424316406250|      1.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.8492700554709207, 2.4282684510514003, 0.9188116762919807]                    |214.6422424316406250|      0.50000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.5897966690086003, 2.0226383373800303, 1.0534882243644894]                    |118.5295867919921875|      1.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.5897966690086003, 2.0226383373800303, 1.0534882243644894]                    |118.5295867919921875|      0.50000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.5897966690086003, 2.0226383373800303, 1.0534882243644894]                    |118.5295867919921875|      0.25000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.5897966690086003, 2.0226383373800303, 1.0534882243644894]                    |118.5295867919921875|      0.12500000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.5897966690086003, 2.0226383373800303, 1.0534882243644894]                    |118.5295867919921875|      0.06250000|[61, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.5696315723990382, 1.984018781254064, 1.0086758514819878]                     |107.2771682739257812|      0.12500000|[67, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.5696315723990382, 1.984018781254064, 1.0086758514819878]                     |107.2771682739257812|      0.06250000|[73, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.5295598090803801, 1.9411398967853117, 1.0301678279208555]                    | 98.7848663330078125|      0.12500000|[79, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.4085586787890734, 1.9632717885402866, 1.052391820261843]                     | 94.6668395996093750|      0.25000000|[85, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.4085586787890734, 1.9632717885402866, 1.052391820261843]                     | 94.6668395996093750|      0.12500000|[91, 30, 1, 31]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
