k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.021916814247647, 0.0214653770890427, 1.8888692303418804, 0.0171014092788839, 0.0233470858366634, 2.0008066482921256, 0.429886945843943, 0.0180946700577886, 2.1170315671907423, 0.8024253706637047, 0.0200064491548361, 2.1668723224520443, 0.2216670690262736, 0.0204290913427011, 2.2160157131673532, 2.6917175792652905, 0.0187470060232313, 2.2807185968590202, 0.8037722509139641, 0.0178357372776638, 2.387575166362806, 2.2713109613504754, 0.020439975624221, 2.4880669430834175, 14.355296166303734, 0.0411102650908069, 2.5545300200032, 12.162359436405056, 0.033507529559471, 2.707654211471221, 0.2770136951676456, 0.0205598461155828, 2.9396325087001514, 0.2438173641417954, 0.0190760102591633, 2.966654546621913, 1.1664582306162434, 0.0231739104978344, 3.126239944114561, 0.1780379768852254, 0.0218836146636593, 3.2257643486308396, 0.1129222154026284, 0.0210472351961951, 3.2554715109411747, 3.746700350877951, 0.0246930046745305, 3.380155249094134, 0.8314453840079092, 0.0228582411536415, 3.668619462353241, 0.1568321233209531, 0.0207791721294192, 3.7250480572375517, 0.3831173386155428, 0.01781206793346, 3.8313402755324972, 0.9215333528086725, 0.0206640060152921, 3.9596164187276996, 0.2578878321882267, 0.0215571481222041, 4.05284236204386, 2.0702891049517524, 0.0198075239299688, 4.175292108715944, 1.9450142551469332, 0.0186899487231171, 4.429945057731305, 1.4844083393852643, 0.0210884132288131, 4.558627204426382, 0.4826671571452242, 0.0195898639578172, 4.60335915311892, 0.4922498824237457, 0.0178753881028272, 4.702354901190655, 0.3297346822572738, 0.0186720407476501, 4.803141710414255, 0.8409307280864632, 0.0191171253262758, 4.969729330841545, 0.4574929738998865, 0.0240305662753051, 5.395848830332263, 0.4908594159726703, 0.01885993621342, 5.416975340051017, 0.9853599709437474, 0.0203769472500257, 2.589850901256718, -0.0143171165520721, 0.0194813270000283, 3.862395012087228, 0.2674940186136315, 0.0213169747875164, 5.195235083253738]|2663037.5317103699781001|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.023728912449817, 0.0170840258966465, 1.8878413588057006, 0.0149103412437968, 0.0227701681459003, 2.001705119233947, 0.4313840892326592, 0.0174433633125504, 2.1188847251617404, 0.8098369058926359, 0.0195382585318149, 2.16183894046594, 0.2199196446758709, 0.0170390297687405, 2.2196106266383104, 2.6914358842642043, 0.0328800988648265, 2.2784784279534986, 0.8078258050665261, 0.0224422750031378, 2.390193351053047, 2.2709329991170786, 0.0297995622568906, 2.4795078520083518, 14.35275597562482, 0.0705287370353353, 2.5523897824481905, 12.164412335551594, 0.0653144522913216, 2.7095042308162878, 0.2780706252741413, 0.0227972872481993, 2.9333757715758204, 0.2497472404098725, 0.0228832375156766, 2.9533676101497606, 1.1684005662748607, 0.0172745276124682, 3.1288652527617256, 0.1786114887206897, 0.0259075086660119, 3.220714054650173, 0.1078759988951476, 0.0203126914345811, 3.249793786577835, 3.7471869807664056, 0.0375487730514472, 3.3754540342300254, 0.8356626882305888, 0.0242230177157005, 3.6679959350713514, 0.155663452787233, 0.0204557836797088, 3.7201257881966217, 0.3796311006333374, 0.0164702007042933, 3.828295624561437, 0.9176600114976912, 0.0219856323437926, 3.9625162714790965, 0.2565019040185635, 0.0208348351848257, 4.049837819442902, 2.063577323793676, 0.0232037179587517, 4.17369957805378, 1.9464428878486792, 0.0302478262762722, 4.424634422638251, 1.4782079646518747, 0.0238261085378909, 4.554730435036068, 0.4793551035045929, 0.0225501897389406, 4.603656332291992, 0.4886459903989567, 0.0213942175834033, 4.702417470483967, 0.3315035199501176, 0.0199348096720447, 4.8044470373891714, 0.8405558794323837, 0.0317381127394048, 4.973093249058008, 0.4607426496918684, 0.0262211152274273, 5.401475194221787, 0.4892651018505388, 0.02468175529414, 5.411850177364788, 0.9853797853507388, 0.0167422504931486, 2.5931299215671766, -0.0098976700510396, 0.0249857665163951, 3.8656041172075906, 0.2708985076813517, 0.0205671919940347, 5.189424324769979]|1945615.8989232219755650|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[1.0183158639295484, 0.038908919847879, 1.8783135316175479, 0.029798683872968, 0.0267401482479032, 2.0128439024398657, 0.4199681226846292, 0.0242651337045495, 2.116155772866173, 0.7987254398113727, 0.0252355623198357, 2.1773807650361814, 0.19486969455106, 0.0238627859525429, 2.226478592179421, 2.696515891101657, 0.0482945094575742, 2.283066442834847, 0.8195823530947564, 0.0336035466704633, 2.37618841366448, 2.26966897538765, 0.0133837192131777, 2.468605902409129, 14.359691475574852, 0.0923883424591189, 2.549049582605796, 12.152647349176869, 0.088297254672548, 2.7303871513919415, 0.2775544943026003, 0.0147674688158747, 2.9268235112464107, 0.2501367903795008, 0.0208016078065865, 2.953403210935595, 1.1924582906406376, 0.0222731670348667, 3.12672049611149, 0.2013866970103259, 0.0188516318908788, 3.2323650497700287, 0.0958379368632142, 0.0227187392868612, 3.2640985273967678, 3.7566642702881907, 0.056756709424752, 3.372629892293807, 0.8461320892305618, 0.0025047715211593, 3.66767768630897, 0.1580714183105322, 0.0141994713777134, 3.716856260993277, 0.391440976071076, 0.0314484117845528, 3.8528824846072256, 0.91655405028893, 0.0318876477266057, 3.9657129742229427, 0.2654574863448282, 0.0290286911824754, 4.021349762462091, 2.063044995490764, 0.0382492101362661, 4.179224937248178, 1.9295371187291632, 0.0460138665495279, 4.428032354437239, 1.4732551491963402, 0.0188410852782928, 4.563035557510048, 0.4650883477875427, 0.0293115908474202, 4.614576559916778, 0.4852106375245749, 0.0284029155531382, 4.700083120148428, 0.3187316503870941, 0.0041253196019073, 4.783145767959876, 0.8725593543860436, 0.0437951285367226, 4.9634573492406835, 0.4552926136904661, 0.0279606037631464, 5.397187773795519, 0.4866842363607163, 0.0092799344065291, 5.423013678874471, 0.9855932101000822, -0.0125304652595403, 2.610108553967572, -0.0239248891054316, 0.0218448575623329, 3.8525020883664154, 0.2838107912421542, 0.012486004553233, 5.192526083937612]|1491843.7850143578834832|      0.25000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[0.9899389119851982, 0.0657690519650822, 1.9153206767508715, 0.050006463377199, 0.0281053102782423, 2.02421414500517, 0.4288713985440277, -0.0023766034592355, 2.1374736692661345, 0.7745841543446427, 0.0432846783088522, 2.1863128395129006, 0.1977215354740549, 0.0349020984818657, 2.218469342149278, 2.683141953348589, 0.0857528248742582, 2.3040318048129134, 0.8633306387936939, 0.0439089448846809, 2.3738681612941224, 2.3175026856067267, -0.0112576081941468, 2.4303573328109884, 14.379241286554862, 0.2189574834490435, 2.5338765262539, 12.179056232699823, 0.1433160353534369, 2.762988556754331, 0.2897337158136667, 0.0096193290459855, 2.9314156116284624, 0.2370694135288163, 0.0448839757855951, 2.912936520891408, 1.1522549819327557, 0.0188588895116373, 3.1197819182222606, 0.2025167343183776, 0.0088500848842996, 3.225751297953599, 0.0973892371836499, 0.0206854796844985, 3.215402358507435, 3.7335601434130083, 0.0603655246868837, 3.3517789633623454, 0.8609028840258053, -0.01587637044869, 3.6778859717363233, 0.2017038776626302, 0.0128028597981337, 3.7234603454454, 0.4080974396832266, 0.0585891171138517, 3.8589244819832063, 0.9187371101078841, 0.073313781803593, 3.9555652420283707, 0.2644241047740429, 0.0016327248441564, 4.021396524965344, 2.030198680938944, 0.0211721373690324, 4.142789005792475, 1.9156476958217197, 0.0583390489992928, 4.432929588408388, 1.504582060053999, 0.0528605225959528, 4.563442359563128, 0.4763719736643867, 0.0521315371618012, 4.609712006492843, 0.4746069317697843, 0.0121018146020416, 4.70401480414587, 0.3188787940500128, -0.007508439942651, 4.8245941128046645, 0.8889578872583728, 0.0267390967588773, 4.996525063444403, 0.4509453285173173, 0.0296726162973248, 5.417705730695015, 0.4999613080436759, -0.0131622626033145, 5.413245634857774, 1.0015721576720813, -0.0487242793251613, 2.609269919217943, -0.0261208704413588, 0.0275101758540345, 3.8531158779234747, 0.2772299257860891, 0.0031074364344134, 5.201612907775143]|846751.9208890394074842|      0.50000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[0.9899389119851982, 0.0657690519650822, 1.9153206767508715, 0.050006463377199, 0.0281053102782423, 2.02421414500517, 0.4288713985440277, -0.0023766034592355, 2.1374736692661345, 0.7745841543446427, 0.0432846783088522, 2.1863128395129006, 0.1977215354740549, 0.0349020984818657, 2.218469342149278, 2.683141953348589, 0.0857528248742582, 2.3040318048129134, 0.8633306387936939, 0.0439089448846809, 2.3738681612941224, 2.3175026856067267, -0.0112576081941468, 2.4303573328109884, 14.379241286554862, 0.2189574834490435, 2.5338765262539, 12.179056232699823, 0.1433160353534369, 2.762988556754331, 0.2897337158136667, 0.0096193290459855, 2.9314156116284624, 0.2370694135288163, 0.0448839757855951, 2.912936520891408, 1.1522549819327557, 0.0188588895116373, 3.1197819182222606, 0.2025167343183776, 0.0088500848842996, 3.225751297953599, 0.0973892371836499, 0.0206854796844985, 3.215402358507435, 3.7335601434130083, 0.0603655246868837, 3.3517789633623454, 0.8609028840258053, -0.01587637044869, 3.6778859717363233, 0.2017038776626302, 0.0128028597981337, 3.7234603454454, 0.4080974396832266, 0.0585891171138517, 3.8589244819832063, 0.9187371101078841, 0.073313781803593, 3.9555652420283707, 0.2644241047740429, 0.0016327248441564, 4.021396524965344, 2.030198680938944, 0.0211721373690324, 4.142789005792475, 1.9156476958217197, 0.0583390489992928, 4.432929588408388, 1.504582060053999, 0.0528605225959528, 4.563442359563128, 0.4763719736643867, 0.0521315371618012, 4.609712006492843, 0.4746069317697843, 0.0121018146020416, 4.70401480414587, 0.3188787940500128, -0.007508439942651, 4.8245941128046645, 0.8889578872583728, 0.0267390967588773, 4.996525063444403, 0.4509453285173173, 0.0296726162973248, 5.417705730695015, 0.4999613080436759, -0.0131622626033145, 5.413245634857774, 1.0015721576720813, -0.0487242793251613, 2.609269919217943, -0.0261208704413588, 0.0275101758540345, 3.8531158779234747, 0.2772299257860891, 0.0031074364344134, 5.201612907775143]|846751.9208890394074842|      0.25000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[0.9899389119851982, 0.0657690519650822, 1.9153206767508715, 0.050006463377199, 0.0281053102782423, 2.02421414500517, 0.4288713985440277, -0.0023766034592355, 2.1374736692661345, 0.7745841543446427, 0.0432846783088522, 2.1863128395129006, 0.1977215354740549, 0.0349020984818657, 2.218469342149278, 2.683141953348589, 0.0857528248742582, 2.3040318048129134, 0.8633306387936939, 0.0439089448846809, 2.3738681612941224, 2.3175026856067267, -0.0112576081941468, 2.4303573328109884, 14.379241286554862, 0.2189574834490435, 2.5338765262539, 12.179056232699823, 0.1433160353534369, 2.762988556754331, 0.2897337158136667, 0.0096193290459855, 2.9314156116284624, 0.2370694135288163, 0.0448839757855951, 2.912936520891408, 1.1522549819327557, 0.0188588895116373, 3.1197819182222606, 0.2025167343183776, 0.0088500848842996, 3.225751297953599, 0.0973892371836499, 0.0206854796844985, 3.215402358507435, 3.7335601434130083, 0.0603655246868837, 3.3517789633623454, 0.8609028840258053, -0.01587637044869, 3.6778859717363233, 0.2017038776626302, 0.0128028597981337, 3.7234603454454, 0.4080974396832266, 0.0585891171138517, 3.8589244819832063, 0.9187371101078841, 0.073313781803593, 3.9555652420283707, 0.2644241047740429, 0.0016327248441564, 4.021396524965344, 2.030198680938944, 0.0211721373690324, 4.142789005792475, 1.9156476958217197, 0.0583390489992928, 4.432929588408388, 1.504582060053999, 0.0528605225959528, 4.563442359563128, 0.4763719736643867, 0.0521315371618012, 4.609712006492843, 0.4746069317697843, 0.0121018146020416, 4.70401480414587, 0.3188787940500128, -0.007508439942651, 4.8245941128046645, 0.8889578872583728, 0.0267390967588773, 4.996525063444403, 0.4509453285173173, 0.0296726162973248, 5.417705730695015, 0.4999613080436759, -0.0131622626033145, 5.413245634857774, 1.0015721576720813, -0.0487242793251613, 2.609269919217943, -0.0261208704413588, 0.0275101758540345, 3.8531158779234747, 0.2772299257860891, 0.0031074364344134, 5.201612907775143]|846751.9208890394074842|      0.12500000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
