k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.384979701334735, 9.996240648836855, 1.3190242887917007]                      |  0.1359327079720309|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[0.384979701334735, 9.996240648836855, 1.3190242887917007]                      |  0.1359327079720309|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.384979701334735, 9.996240648836855, 1.3190242887917007]                      |  0.1359327079720309|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.384979701334735, 9.996240648836855, 1.3190242887917007]                      |  0.1359327079720309|      0.12500000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4925922123827886, 9.989153387200032, 1.3822249073679755]                     |  0.1087983399629593|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.4925922123827886, 9.989153387200032, 1.3822249073679755]                     |  0.1087983399629593|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.4925922123827886, 9.989153387200032, 1.3822249073679755]                     |  0.1087983399629593|      0.06250000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.5126631761553294, 9.989783078223459, 1.323038676685017]                      |  0.0796662718057632|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.5126631761553294, 9.989783078223459, 1.323038676685017]                      |  0.0796662718057632|      0.06250000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.5292844631274357, 9.985903958458158, 1.262914345094243]                      |  0.0653706118464470|      0.12500000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.5292844631274357, 9.985903958458158, 1.262914345094243]                      |  0.0653706118464470|      0.06250000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.5903502560922107, 9.98782528652121, 1.2760873260802377]                      |  0.0550517700612545|      0.12500000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.5903502560922107, 9.98782528652121, 1.2760873260802377]                      |  0.0550517700612545|      0.06250000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.5903502560922107, 9.98782528652121, 1.2760873260802377]                      |  0.0550517700612545|      0.03125000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
