k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00414573487859, 149.93394049100297, -100.06217570621682, 99.99910775228633, 199.9933811359716]|84511.9646529573656153|      2.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=0
       2|[47.01261473889292, 149.80112151973424, -100.18905558240465, 99.991975564794, 199.99712837756823]|78036.1230889048310928|      4.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       3|[43.036616800527256, 149.40817925610418, -100.37267884286821, 99.93450470506093, 199.99308238405408]|65886.3886630785273155|      8.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       4|[35.06984842905507, 148.93446498295324, -100.92336018611765, 99.93854609380539, 199.938950802722]|44732.6701018782769097|     16.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       5|[19.127193087391625, 147.8814199063437, -101.581764108718, 99.6009714374714, 199.52016165569952]|15127.9009692778363387|     32.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       6|[-9.374932223244443, 142.75556926788715, -95.78401915359755, 88.60587817566136, 193.9660113508817]|4550.8614460158978545|     64.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       7|[-9.374932223244443, 142.75556926788715, -95.78401915359755, 88.60587817566136, 193.9660113508817]|4550.8614460158978545|     32.00000000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[-9.374932223244443, 142.75556926788715, -95.78401915359755, 88.60587817566136, 193.9660113508817]|4550.8614460158978545|     16.00000000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[5.214038775576942, 143.7335629145132, -100.92733907571402, 90.9635662386826, 197.15866241214013]|2900.9894836678718093|     32.00000000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
      10|[5.214038775576942, 143.7335629145132, -100.92733907571402, 90.9635662386826, 197.15866241214013]|2900.9894836678718093|     16.00000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[5.214038775576942, 143.7335629145132, -100.92733907571402, 90.9635662386826, 197.15866241214013]|2900.9894836678718093|      8.00000000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[-1.3669429000525701, 145.8067260251027, -103.53463172107729, 94.06063004203183, 197.1048501334489]|1732.8107071750641808|     16.00000000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      13|[-1.3669429000525701, 145.8067260251027, -103.53463172107729, 94.06063004203183, 197.1048501334489]|1732.8107071750641808|      8.00000000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[-1.3669429000525701, 145.8067260251027, -103.53463172107729, 94.06063004203183, 197.1048501334489]|1732.8107071750641808|      4.00000000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[-1.3669429000525701, 145.8067260251027, -103.53463172107729, 94.06063004203183, 197.1048501334489]|1732.8107071750641808|      2.00000000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[-0.893020771912404, 145.12468511474754, -105.16670751728152, 94.03065661866404, 196.3013277613914]|1535.5630421063897302|      4.00000000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[0.341503860844076, 142.6272842772288, -107.70160095382282, 93.13516616528008, 197.30698679961276]|1188.6039971170862373|      8.00000000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
