k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[5050, 0, 1, 80]                                                           |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[10100, 0, 2, 160]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[15150, 0, 3, 240]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[20200, 0, 4, 320]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[25250, 0, 5, 400]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       6|[0.5997498814679155, 0.0203383249294742, 1.887102129990018, 0.6531278078758866, 0.0206377934803722, 2.0003830997121694, 1.2963498932100628, 0.0236497971774951, 2.120000790824503, -0.0182499894045905, 0.0225787873999422, 2.1642000874652734, 1.2299875387251564, 0.0205121606716923, 2.221071900856759, 0.2184281866675804, 0.0197959674262913, 2.281421283450729, 1.3364241137982147, 0.0189642568047178, 2.387503230840225, 4.504972791204807, 0.0416269552957695, 2.4887571367287302, 0.6594686295696326, 0.0205364096355687, 2.561001290509773, 4.388890787454053, 0.0361413718273468, 2.703947632170249, 0.2294348481103891, 0.0185823432159071, 2.9405892546725645, 0.2342077570695276, 0.0195952233667303, 2.9662922408876304, 0.7117184039696834, 0.0206123240528378, 3.1303057322177437, 0.2045771665791799, 0.0199048353421574, 3.228414848335684, -0.0681291051729337, 0.0209044388392098, 3.2555204995761358, 1.3800678877387398, 0.0213767648521668, 3.38279272534963, 0.2422916394018888, 0.0197952762657053, 3.6676065716107926, 0.0624826443519311, 0.0198521256077355, 3.7211666002576944, 0.0147133900515605, 0.019465933674678, 3.8318501429221037, 0.4186952071106625, 0.0203418647098033, 3.9594103784323624, 0.2641152601420096, 0.021526627331033, 4.054742751151872, 0.8210891163838103, 0.0222797013772211, 4.173419073359745, 0.9647734317879378, 0.0237053753862359, 4.430796597666009, 0.7436644419538919, 0.0222011849879581, 4.5608612448083585, 0.2119675322273897, 0.0185251554565858, 4.603543258257287, 0.5039338043804982, 0.0221752450018411, 4.704074306364299, 0.0482579915091423, 0.020896251800859, 4.80046617752996, 0.3687087228109923, 0.018616036305524, 4.965623349440447, 0.1655909393901292, 0.0212064606385026, 5.392972633580602, 0.2899615049872501, 0.0189136898617802, 5.417613331997036, 0.0981690353458231, 0.0193948531695925, 2.5847100271205594, 0.0011848658851845, 0.0211898254772362, 3.865746914207461, 0.1561091784726353, 0.0205477861972647, 5.198864606775045]|342454.0070766683784313|      0.06250000|[30300, 0, 6, 480]                                                         |  | used quadratic model with 5050 points | iterate success | actual_k=0
       7|[0.5997498814679155, 0.0203383249294742, 1.887102129990018, 0.6531278078758866, 0.0206377934803722, 2.0003830997121694, 1.2963498932100628, 0.0236497971774951, 2.120000790824503, -0.0182499894045905, 0.0225787873999422, 2.1642000874652734, 1.2299875387251564, 0.0205121606716923, 2.221071900856759, 0.2184281866675804, 0.0197959674262913, 2.281421283450729, 1.3364241137982147, 0.0189642568047178, 2.387503230840225, 4.504972791204807, 0.0416269552957695, 2.4887571367287302, 0.6594686295696326, 0.0205364096355687, 2.561001290509773, 4.388890787454053, 0.0361413718273468, 2.703947632170249, 0.2294348481103891, 0.0185823432159071, 2.9405892546725645, 0.2342077570695276, 0.0195952233667303, 2.9662922408876304, 0.7117184039696834, 0.0206123240528378, 3.1303057322177437, 0.2045771665791799, 0.0199048353421574, 3.228414848335684, -0.0681291051729337, 0.0209044388392098, 3.2555204995761358, 1.3800678877387398, 0.0213767648521668, 3.38279272534963, 0.2422916394018888, 0.0197952762657053, 3.6676065716107926, 0.0624826443519311, 0.0198521256077355, 3.7211666002576944, 0.0147133900515605, 0.019465933674678, 3.8318501429221037, 0.4186952071106625, 0.0203418647098033, 3.9594103784323624, 0.2641152601420096, 0.021526627331033, 4.054742751151872, 0.8210891163838103, 0.0222797013772211, 4.173419073359745, 0.9647734317879378, 0.0237053753862359, 4.430796597666009, 0.7436644419538919, 0.0222011849879581, 4.5608612448083585, 0.2119675322273897, 0.0185251554565858, 4.603543258257287, 0.5039338043804982, 0.0221752450018411, 4.704074306364299, 0.0482579915091423, 0.020896251800859, 4.80046617752996, 0.3687087228109923, 0.018616036305524, 4.965623349440447, 0.1655909393901292, 0.0212064606385026, 5.392972633580602, 0.2899615049872501, 0.0189136898617802, 5.417613331997036, 0.0981690353458231, 0.0193948531695925, 2.5847100271205594, 0.0011848658851845, 0.0211898254772362, 3.865746914207461, 0.1561091784726353, 0.0205477861972647, 5.198864606775045]|342454.0070766683784313|      0.03125000|[35350, 0, 7, 560]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
       8|[0.5996212967070412, 0.0219892004508217, 1.8871634995272926, 0.6534856939830307, 0.0227957644295947, 1.99983104049395, 1.2952925009375673, 0.028532471272838, 2.118596638791753, -0.0180222688091724, 0.0230571193652423, 2.164606984072059, 1.2296177415133218, 0.0267317797163152, 2.220963360507887, 0.2181729466342542, 0.0196617993996087, 2.2805762944705625, 1.335868560792348, 0.0292266121965656, 2.3850086468085667, 4.504780021074036, 0.0555837301740329, 2.4880999531939674, 0.6587488264313758, 0.0223218577143041, 2.5624100721672285, 4.388417369456311, 0.0572590676659445, 2.706377680885873, 0.229775801136632, 0.0191323958368367, 2.9402304382562843, 0.2347011044923191, 0.0202387466601607, 2.966888167761962, 0.7106923967057699, 0.0235006850206139, 3.130482206923529, 0.2050049624377432, 0.0202141795418376, 3.2283215382825703, -0.0681128942801725, 0.0206931655561592, 3.25540985383737, 1.3797850880472278, 0.0309383540794659, 3.383092042728255, 0.2418427465967609, 0.0208481576009538, 3.6673343553914775, 0.0624121300818959, 0.0194223011502188, 3.721152649194711, 0.0141905200361614, 0.0187179802768395, 3.831448629600472, 0.4181534288092119, 0.0210062015171936, 3.959130013095507, 0.2634016221101358, 0.0225193182270771, 4.054529837019124, 0.8202048711644822, 0.0256682820823898, 4.173629350455983, 0.9641838589391408, 0.0260964252952559, 4.430165051012133, 0.7435920096536406, 0.0242505087929149, 4.560756754076793, 0.2116231424761687, 0.0187344961736471, 4.60398829853853, 0.5036109323390033, 0.02344219450073, 4.704079413543589, 0.0479214982859304, 0.0215270784174597, 4.800855020753141, 0.3687071203064309, 0.0191586249184535, 4.965867461718845, 0.1649469734389541, 0.0216732343280473, 5.393045577544103, 0.2897342380163959, 0.019755388261778, 5.41778478956774, 0.0984320779359906, 0.0199031801373612, 2.5854732232939677, 0.0008697180820429, 0.0212559115728087, 3.8656203708141956, 0.1562284452592222, 0.0211999447947823, 5.198727468342936]|289474.4091728283674456|      0.06250000|[40400, 0, 8, 640]                                                         |  | used quadratic model with 5050 points | iterate success | actual_k=0
       9|[0.5996212967070412, 0.0219892004508217, 1.8871634995272926, 0.6534856939830307, 0.0227957644295947, 1.99983104049395, 1.2952925009375673, 0.028532471272838, 2.118596638791753, -0.0180222688091724, 0.0230571193652423, 2.164606984072059, 1.2296177415133218, 0.0267317797163152, 2.220963360507887, 0.2181729466342542, 0.0196617993996087, 2.2805762944705625, 1.335868560792348, 0.0292266121965656, 2.3850086468085667, 4.504780021074036, 0.0555837301740329, 2.4880999531939674, 0.6587488264313758, 0.0223218577143041, 2.5624100721672285, 4.388417369456311, 0.0572590676659445, 2.706377680885873, 0.229775801136632, 0.0191323958368367, 2.9402304382562843, 0.2347011044923191, 0.0202387466601607, 2.966888167761962, 0.7106923967057699, 0.0235006850206139, 3.130482206923529, 0.2050049624377432, 0.0202141795418376, 3.2283215382825703, -0.0681128942801725, 0.0206931655561592, 3.25540985383737, 1.3797850880472278, 0.0309383540794659, 3.383092042728255, 0.2418427465967609, 0.0208481576009538, 3.6673343553914775, 0.0624121300818959, 0.0194223011502188, 3.721152649194711, 0.0141905200361614, 0.0187179802768395, 3.831448629600472, 0.4181534288092119, 0.0210062015171936, 3.959130013095507, 0.2634016221101358, 0.0225193182270771, 4.054529837019124, 0.8202048711644822, 0.0256682820823898, 4.173629350455983, 0.9641838589391408, 0.0260964252952559, 4.430165051012133, 0.7435920096536406, 0.0242505087929149, 4.560756754076793, 0.2116231424761687, 0.0187344961736471, 4.60398829853853, 0.5036109323390033, 0.02344219450073, 4.704079413543589, 0.0479214982859304, 0.0215270784174597, 4.800855020753141, 0.3687071203064309, 0.0191586249184535, 4.965867461718845, 0.1649469734389541, 0.0216732343280473, 5.393045577544103, 0.2897342380163959, 0.019755388261778, 5.41778478956774, 0.0984320779359906, 0.0199031801373612, 2.5854732232939677, 0.0008697180820429, 0.0212559115728087, 3.8656203708141956, 0.1562284452592222, 0.0211999447947823, 5.198727468342936]|289474.4091728283674456|      0.03125000|[45450, 0, 9, 720]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=0
      10|[0.6021083407450436, 0.0248684200843982, 1.887078768637221, 0.6485555277336411, 0.0240716058958067, 2.000402799142086, 1.2963717649164763, 0.0350259440518206, 2.1125895435828244, -0.0182675476678064, 0.0263595429187431, 2.1621458946298, 1.2267892228792536, 0.0317052781662989, 2.2196193169832257, 0.2177864781812168, 0.0188349387761312, 2.277739782725457, 1.3344113318291662, 0.0306270850061011, 2.3839865071522497, 4.506656810039037, 0.0659503084884816, 2.484327507409214, 0.6551216524600915, 0.0229626267416524, 2.561642865157787, 4.385136622342741, 0.0710179932947292, 2.710797553656724, 0.2303862080154754, 0.0159065009031139, 2.939467014997053, 0.2330241436080328, 0.0214985510801649, 2.969010753235925, 0.7093299278152506, 0.0289459683198524, 3.133452670206932, 0.202568741944811, 0.0185973330886709, 3.230720906322869, -0.0657760110534807, 0.017089483590023, 3.2560700126395465, 1.377801913135009, 0.0348688991227654, 3.381865552567234, 0.2415927257162963, 0.0230140150457296, 3.671617911340011, 0.0588309092399458, 0.0191416163203539, 3.7218505482489848, 0.0138751569521766, 0.0134146159512029, 3.831908535153592, 0.419732458017481, 0.022836461423083, 3.960207392082627, 0.2619723592707521, 0.0222853423147194, 4.054572863647514, 0.8183440296385885, 0.0278294002515001, 4.17010767470415, 0.9632846583762178, 0.0260965179003487, 4.428064515113492, 0.746273831400504, 0.029064023347475, 4.558732796800768, 0.2101977899090586, 0.0214263267943993, 4.602042241009347, 0.5050468999819487, 0.0209682575616796, 4.705031075574571, 0.0453910427784407, 0.0199037795583007, 4.803590687659493, 0.3703479475720494, 0.0275905348523754, 4.964705282189392, 0.1656332937379366, 0.0253050358904354, 5.395923688603305, 0.2889016177898558, 0.0207800710442083, 5.421033119837714, 0.0957992731798387, 0.0198065644841953, 2.5847135102786294, 0.0049931139990602, 0.023095004717123, 3.867057660185211, 0.1566055286021119, 0.0219600186469354, 5.20077270100005]|269001.1509989064070396|      0.06250000|[50500, 0, 10, 800]                                                        |  | used quadratic model with 5050 points | iterate success | actual_k=0
      11|[0.6021083407450436, 0.0248684200843982, 1.887078768637221, 0.6485555277336411, 0.0240716058958067, 2.000402799142086, 1.2963717649164763, 0.0350259440518206, 2.1125895435828244, -0.0182675476678064, 0.0263595429187431, 2.1621458946298, 1.2267892228792536, 0.0317052781662989, 2.2196193169832257, 0.2177864781812168, 0.0188349387761312, 2.277739782725457, 1.3344113318291662, 0.0306270850061011, 2.3839865071522497, 4.506656810039037, 0.0659503084884816, 2.484327507409214, 0.6551216524600915, 0.0229626267416524, 2.561642865157787, 4.385136622342741, 0.0710179932947292, 2.710797553656724, 0.2303862080154754, 0.0159065009031139, 2.939467014997053, 0.2330241436080328, 0.0214985510801649, 2.969010753235925, 0.7093299278152506, 0.0289459683198524, 3.133452670206932, 0.202568741944811, 0.0185973330886709, 3.230720906322869, -0.0657760110534807, 0.017089483590023, 3.2560700126395465, 1.377801913135009, 0.0348688991227654, 3.381865552567234, 0.2415927257162963, 0.0230140150457296, 3.671617911340011, 0.0588309092399458, 0.0191416163203539, 3.7218505482489848, 0.0138751569521766, 0.0134146159512029, 3.831908535153592, 0.419732458017481, 0.022836461423083, 3.960207392082627, 0.2619723592707521, 0.0222853423147194, 4.054572863647514, 0.8183440296385885, 0.0278294002515001, 4.17010767470415, 0.9632846583762178, 0.0260965179003487, 4.428064515113492, 0.746273831400504, 0.029064023347475, 4.558732796800768, 0.2101977899090586, 0.0214263267943993, 4.602042241009347, 0.5050468999819487, 0.0209682575616796, 4.705031075574571, 0.0453910427784407, 0.0199037795583007, 4.803590687659493, 0.3703479475720494, 0.0275905348523754, 4.964705282189392, 0.1656332937379366, 0.0253050358904354, 5.395923688603305, 0.2889016177898558, 0.0207800710442083, 5.421033119837714, 0.0957992731798387, 0.0198065644841953, 2.5847135102786294, 0.0049931139990602, 0.023095004717123, 3.867057660185211, 0.1566055286021119, 0.0219600186469354, 5.20077270100005]|269001.1509989064070396|      0.03125000|[55550, 0, 11, 880]                                                        |  | used quadratic model with 5050 points | iterate failure | actual_k=0
