k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[177, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[353, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[100.03619685933712, 0.0889353780011277, 0.3711889170188175, 0.1118093697390058, 99.9997465559609, -0.0625183908738341, 0.2536515094104009, 0.8270948711738804, 99.97937019004564, -0.0200970698550203, 0.3032581197361704, 0.9178790991165588, 99.99248891579126, 0.0358166272028798, 0.3947838192386277, 0.7923123867212627, 100.0246197354633, 0.0652021617414644, 0.4009889765450521, 0.8119819879652999, 100.00850839204595, 0.0522077846760924, 0.4522630041421618, 0.8160501577944335, 100.00481496731585, 0.1053400564270692, 0.5159313670259272, 0.6981539825349139, 100.02909980441507, 0.0873271484372301, 0.4887850923120707, 0.6950900672032279, 99.98754473020252, 0.124306126113923, 0.5551078048157762, 0.5702477387516396, 99.97709598949574, 0.1944013339838856, 0.5193996416651623, 0.5893670118862834, 99.97012770208184, 0.2340794654954922, 0.5865813961769887, 0.4877450608682137, 99.98986530778555, 0.3011168375724422, 0.5977615783951479, 0.5072092100348903, 99.97189580623488, 0.3553195846309045, 0.5918677357712324, 0.5046540004583757, 100.00199854375512, 0.4029157371710905, 0.6004071341223695, 0.3750405025267969, 100.01596742260799, 0.3817722141941898, 0.6719707350378555, 0.3959099884787972, 99.99062234788067, 0.438157580828494, 0.7001831187298022, 0.2335023787881637, 100.03274705936006, 0.4460746826381796, 0.7339116012288878, 0.2891443208172774, 99.98363151191636, 0.4671951802124898, 0.7752935237265235, 0.2252672136195415, 100.00657720165579, 0.4813813299221227, 0.8420031771815497, 0.1198208097236108, 100.00782634132396, 0.5076447837997902, 0.8103795495205881, -0.0202931180808799, 300.01500282175795, 300.02215330440555, 300.0005165918323, 300.02172721657985, 299.98750539568385, 300.0024815699219, 300.0031422685313, 299.96137690889685, 299.95490031789876, 300.0299846423576, 300.0221488579209, 300.01916660122873, 299.96109502890516, 300.0189984033324, 300.0134987294112, 299.98646909972376, 300.01907655890585, 299.9857182178699, 300.0143573041387]|709.2846069335937500|      0.50000000|[471, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[100.03619685933712, 0.0889353780011277, 0.3711889170188175, 0.1118093697390058, 99.9997465559609, -0.0625183908738341, 0.2536515094104009, 0.8270948711738804, 99.97937019004564, -0.0200970698550203, 0.3032581197361704, 0.9178790991165588, 99.99248891579126, 0.0358166272028798, 0.3947838192386277, 0.7923123867212627, 100.0246197354633, 0.0652021617414644, 0.4009889765450521, 0.8119819879652999, 100.00850839204595, 0.0522077846760924, 0.4522630041421618, 0.8160501577944335, 100.00481496731585, 0.1053400564270692, 0.5159313670259272, 0.6981539825349139, 100.02909980441507, 0.0873271484372301, 0.4887850923120707, 0.6950900672032279, 99.98754473020252, 0.124306126113923, 0.5551078048157762, 0.5702477387516396, 99.97709598949574, 0.1944013339838856, 0.5193996416651623, 0.5893670118862834, 99.97012770208184, 0.2340794654954922, 0.5865813961769887, 0.4877450608682137, 99.98986530778555, 0.3011168375724422, 0.5977615783951479, 0.5072092100348903, 99.97189580623488, 0.3553195846309045, 0.5918677357712324, 0.5046540004583757, 100.00199854375512, 0.4029157371710905, 0.6004071341223695, 0.3750405025267969, 100.01596742260799, 0.3817722141941898, 0.6719707350378555, 0.3959099884787972, 99.99062234788067, 0.438157580828494, 0.7001831187298022, 0.2335023787881637, 100.03274705936006, 0.4460746826381796, 0.7339116012288878, 0.2891443208172774, 99.98363151191636, 0.4671951802124898, 0.7752935237265235, 0.2252672136195415, 100.00657720165579, 0.4813813299221227, 0.8420031771815497, 0.1198208097236108, 100.00782634132396, 0.5076447837997902, 0.8103795495205881, -0.0202931180808799, 300.01500282175795, 300.02215330440555, 300.0005165918323, 300.02172721657985, 299.98750539568385, 300.0024815699219, 300.0031422685313, 299.96137690889685, 299.95490031789876, 300.0299846423576, 300.0221488579209, 300.01916660122873, 299.96109502890516, 300.0189984033324, 300.0134987294112, 299.98646909972376, 300.01907655890585, 299.9857182178699, 300.0143573041387]|709.2846069335937500|      0.25000000|[647, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[100.03619685933712, 0.0889353780011277, 0.3711889170188175, 0.1118093697390058, 99.9997465559609, -0.0625183908738341, 0.2536515094104009, 0.8270948711738804, 99.97937019004564, -0.0200970698550203, 0.3032581197361704, 0.9178790991165588, 99.99248891579126, 0.0358166272028798, 0.3947838192386277, 0.7923123867212627, 100.0246197354633, 0.0652021617414644, 0.4009889765450521, 0.8119819879652999, 100.00850839204595, 0.0522077846760924, 0.4522630041421618, 0.8160501577944335, 100.00481496731585, 0.1053400564270692, 0.5159313670259272, 0.6981539825349139, 100.02909980441507, 0.0873271484372301, 0.4887850923120707, 0.6950900672032279, 99.98754473020252, 0.124306126113923, 0.5551078048157762, 0.5702477387516396, 99.97709598949574, 0.1944013339838856, 0.5193996416651623, 0.5893670118862834, 99.97012770208184, 0.2340794654954922, 0.5865813961769887, 0.4877450608682137, 99.98986530778555, 0.3011168375724422, 0.5977615783951479, 0.5072092100348903, 99.97189580623488, 0.3553195846309045, 0.5918677357712324, 0.5046540004583757, 100.00199854375512, 0.4029157371710905, 0.6004071341223695, 0.3750405025267969, 100.01596742260799, 0.3817722141941898, 0.6719707350378555, 0.3959099884787972, 99.99062234788067, 0.438157580828494, 0.7001831187298022, 0.2335023787881637, 100.03274705936006, 0.4460746826381796, 0.7339116012288878, 0.2891443208172774, 99.98363151191636, 0.4671951802124898, 0.7752935237265235, 0.2252672136195415, 100.00657720165579, 0.4813813299221227, 0.8420031771815497, 0.1198208097236108, 100.00782634132396, 0.5076447837997902, 0.8103795495205881, -0.0202931180808799, 300.01500282175795, 300.02215330440555, 300.0005165918323, 300.02172721657985, 299.98750539568385, 300.0024815699219, 300.0031422685313, 299.96137690889685, 299.95490031789876, 300.0299846423576, 300.0221488579209, 300.01916660122873, 299.96109502890516, 300.0189984033324, 300.0134987294112, 299.98646909972376, 300.01907655890585, 299.9857182178699, 300.0143573041387]|709.2846069335937500|      0.12500000|[824, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[100.02538697960996, 0.1291551453711336, 0.377898595444089, 0.092894287737215, 99.99960879269662, -0.0341039104978316, 0.2615192993555065, 0.8185765045556056, 99.96578910896753, -0.0350805085176891, 0.3125318507390295, 0.9155377547314418, 99.98824694439307, 0.0133333928701839, 0.3976532022666042, 0.7760307484635119, 100.02461179898637, 0.0451534433929171, 0.3867914795977775, 0.8212062609606917, 100.00775713372882, 0.0462876911791524, 0.4547832280438876, 0.8085000560526674, 99.99724954533787, 0.0730115802804403, 0.5280828680872014, 0.7103072418309198, 100.01879091270536, 0.0804313155969035, 0.4663288880913523, 0.6835246005712002, 99.97909677506392, 0.1332115625166118, 0.5484646424066748, 0.5658768192702929, 99.98628050856409, 0.1854765871721018, 0.5212443298204141, 0.5880542032829722, 99.96193606035672, 0.2377402985920871, 0.6022244551432017, 0.467606093109086, 99.9960828396508, 0.2717564209240533, 0.6067062542949522, 0.5206864371652148, 99.97890002787351, 0.3645321642878661, 0.5889392108711229, 0.498286619518561, 100.01769122012651, 0.4203032440160165, 0.6047412422734548, 0.3827606074653682, 100.02120553179738, 0.3863127240307995, 0.6826284352811917, 0.4109640706540182, 99.98163562302682, 0.435742263709242, 0.6989691287807455, 0.2240304632887813, 100.01959278642782, 0.4321628700048204, 0.7273640901833855, 0.3044009021914772, 99.97257651274303, 0.4757901598937906, 0.7917033693422212, 0.2077082732394755, 99.9986881681212, 0.4687600817847846, 0.8277857808733805, 0.112224566450145, 100.02202256117305, 0.514483380472932, 0.8018240486253986, -0.0179909749012251, 300.03283142669926, 300.02086188915405, 299.9920220170946, 300.03602673433824, 299.99054959959216, 300.0044306342018, 300.0067593743415, 299.97232239277037, 299.9526588438608, 300.03768277493396, 300.00681737574837, 300.00212878263255, 299.9648494996696, 299.99233806247014, 300.02685572005066, 299.9901500879793, 300.02512505673076, 299.98374156222275, 300.02465656787297]|610.4035034179687500|      0.25000000|[942, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[100.02538697960996, 0.1291551453711336, 0.377898595444089, 0.092894287737215, 99.99960879269662, -0.0341039104978316, 0.2615192993555065, 0.8185765045556056, 99.96578910896753, -0.0350805085176891, 0.3125318507390295, 0.9155377547314418, 99.98824694439307, 0.0133333928701839, 0.3976532022666042, 0.7760307484635119, 100.02461179898637, 0.0451534433929171, 0.3867914795977775, 0.8212062609606917, 100.00775713372882, 0.0462876911791524, 0.4547832280438876, 0.8085000560526674, 99.99724954533787, 0.0730115802804403, 0.5280828680872014, 0.7103072418309198, 100.01879091270536, 0.0804313155969035, 0.4663288880913523, 0.6835246005712002, 99.97909677506392, 0.1332115625166118, 0.5484646424066748, 0.5658768192702929, 99.98628050856409, 0.1854765871721018, 0.5212443298204141, 0.5880542032829722, 99.96193606035672, 0.2377402985920871, 0.6022244551432017, 0.467606093109086, 99.9960828396508, 0.2717564209240533, 0.6067062542949522, 0.5206864371652148, 99.97890002787351, 0.3645321642878661, 0.5889392108711229, 0.498286619518561, 100.01769122012651, 0.4203032440160165, 0.6047412422734548, 0.3827606074653682, 100.02120553179738, 0.3863127240307995, 0.6826284352811917, 0.4109640706540182, 99.98163562302682, 0.435742263709242, 0.6989691287807455, 0.2240304632887813, 100.01959278642782, 0.4321628700048204, 0.7273640901833855, 0.3044009021914772, 99.97257651274303, 0.4757901598937906, 0.7917033693422212, 0.2077082732394755, 99.9986881681212, 0.4687600817847846, 0.8277857808733805, 0.112224566450145, 100.02202256117305, 0.514483380472932, 0.8018240486253986, -0.0179909749012251, 300.03283142669926, 300.02086188915405, 299.9920220170946, 300.03602673433824, 299.99054959959216, 300.0044306342018, 300.0067593743415, 299.97232239277037, 299.9526588438608, 300.03768277493396, 300.00681737574837, 300.00212878263255, 299.9648494996696, 299.99233806247014, 300.02685572005066, 299.9901500879793, 300.02512505673076, 299.98374156222275, 300.02465656787297]|610.4035034179687500|      0.12500000|[1119, 76, 0, 19]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[100.02831770349424, 0.1748195834823836, 0.3760812607272361, 0.0963972201172522, 99.99030263204628, -0.0430328145614095, 0.2610227112897475, 0.8206126691334591, 99.97172609339248, -0.058150986253733, 0.2980862903751455, 0.9228371846430866, 99.98725820912564, 0.0089700723939548, 0.4133174063293552, 0.786294243096263, 100.03365184253857, 0.0592356614634608, 0.3898681267215524, 0.8180633811774486, 99.97802839038006, 0.0642930928658346, 0.4657819011010961, 0.7906894451137317, 100.00763092647134, 0.0581769713420095, 0.5060079609302792, 0.7175650486445712, 100.03094537162487, 0.095415368977021, 0.4771644281390461, 0.6727796940227836, 99.98132082138011, 0.1258063765774864, 0.5300437158399017, 0.5564535932904373, 99.98830943214845, 0.1575205727699074, 0.5007262150562312, 0.5925002388079543, 99.96421415745768, 0.2418114179088836, 0.6156730221850136, 0.4610770640845347, 100.00270901901007, 0.2731483281063117, 0.587076411249768, 0.5305109018486422, 99.97480245220088, 0.3604667423657352, 0.5851124143879222, 0.4986881630426722, 100.01992487905503, 0.4051834017023255, 0.6137895273919095, 0.3942540088160477, 100.02897713493131, 0.3776207098986684, 0.6683524224080043, 0.4078594510283086, 99.96961002577639, 0.440566262049787, 0.7026196728515214, 0.2204247594330938, 100.03669831375046, 0.4292925010881512, 0.709885204022365, 0.3093593858199326, 99.9847460279506, 0.4711233714216361, 0.7859132313463323, 0.1796128863088614, 100.00016385133179, 0.4498216197591247, 0.834700736571212, 0.1211040509553836, 100.02685850082185, 0.5142731867996144, 0.7850596820305947, -0.0175555264148333, 300.04880650921916, 300.01102858671163, 299.9894861499942, 300.026887872959, 299.9896601519793, 299.97782934942734, 299.98394762069165, 299.98551928103853, 299.9516053899236, 300.0328092136308, 299.987700560997, 300.02025706156167, 299.96949277720387, 299.9845318140591, 300.028861804498, 299.98867333237973, 300.0283229375221, 299.99366042864824, 300.0198899542827]|534.0105590820312500|      0.25000000|[1237, 84, 0, 21]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[100.02831770349424, 0.1748195834823836, 0.3760812607272361, 0.0963972201172522, 99.99030263204628, -0.0430328145614095, 0.2610227112897475, 0.8206126691334591, 99.97172609339248, -0.058150986253733, 0.2980862903751455, 0.9228371846430866, 99.98725820912564, 0.0089700723939548, 0.4133174063293552, 0.786294243096263, 100.03365184253857, 0.0592356614634608, 0.3898681267215524, 0.8180633811774486, 99.97802839038006, 0.0642930928658346, 0.4657819011010961, 0.7906894451137317, 100.00763092647134, 0.0581769713420095, 0.5060079609302792, 0.7175650486445712, 100.03094537162487, 0.095415368977021, 0.4771644281390461, 0.6727796940227836, 99.98132082138011, 0.1258063765774864, 0.5300437158399017, 0.5564535932904373, 99.98830943214845, 0.1575205727699074, 0.5007262150562312, 0.5925002388079543, 99.96421415745768, 0.2418114179088836, 0.6156730221850136, 0.4610770640845347, 100.00270901901007, 0.2731483281063117, 0.587076411249768, 0.5305109018486422, 99.97480245220088, 0.3604667423657352, 0.5851124143879222, 0.4986881630426722, 100.01992487905503, 0.4051834017023255, 0.6137895273919095, 0.3942540088160477, 100.02897713493131, 0.3776207098986684, 0.6683524224080043, 0.4078594510283086, 99.96961002577639, 0.440566262049787, 0.7026196728515214, 0.2204247594330938, 100.03669831375046, 0.4292925010881512, 0.709885204022365, 0.3093593858199326, 99.9847460279506, 0.4711233714216361, 0.7859132313463323, 0.1796128863088614, 100.00016385133179, 0.4498216197591247, 0.834700736571212, 0.1211040509553836, 100.02685850082185, 0.5142731867996144, 0.7850596820305947, -0.0175555264148333, 300.04880650921916, 300.01102858671163, 299.9894861499942, 300.026887872959, 299.9896601519793, 299.97782934942734, 299.98394762069165, 299.98551928103853, 299.9516053899236, 300.0328092136308, 299.987700560997, 300.02025706156167, 299.96949277720387, 299.9845318140591, 300.028861804498, 299.98867333237973, 300.0283229375221, 299.99366042864824, 300.0198899542827]|534.0105590820312500|      0.12500000|[1413, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.02839873887837, 0.2178289361757794, 0.3919222420789409, 0.0971878436535508, 100.00106150577207, -0.0343513826607846, 0.2628337022819717, 0.7963408361262168, 99.97184391640064, -0.0473588232424281, 0.2988403826918631, 0.9148984503390433, 99.97771628129355, -0.0019774832893964, 0.4074238121150743, 0.768680067444256, 100.02743848243466, 0.0608916426932236, 0.3981360328049437, 0.8173880185410828, 99.96902810908244, 0.0360438982202149, 0.4612729106748775, 0.7923915835117111, 100.00644906345106, 0.0481100825182755, 0.4892963203371369, 0.7092622176202399, 100.04161310337953, 0.0846152246450549, 0.4648553784990825, 0.6603911985929927, 99.99582742143036, 0.1246879235106553, 0.5318482235191963, 0.5604167703403931, 99.97503286076493, 0.1513805885739484, 0.5101056291765289, 0.5929605983268212, 99.95509648044043, 0.2373031300889661, 0.6124734380593064, 0.4488322697795328, 99.9986085883809, 0.2688373483378582, 0.5868637987603118, 0.5283439209843541, 99.96633520445258, 0.3470059258906505, 0.5759002040783071, 0.4968025378206604, 100.0182473020835, 0.3956904732612372, 0.6074999306535437, 0.3835848668438542, 100.03211029698122, 0.3838818239496948, 0.6768382292215054, 0.391802703392059, 99.95766559783911, 0.4398841615279742, 0.70209504045978, 0.2292708361955464, 100.01462143188814, 0.4137203433713793, 0.727688998057287, 0.3092853323023316, 99.97467904692624, 0.4486964479545709, 0.7683932163637965, 0.1528890366474109, 100.01222256864801, 0.4381365689679106, 0.8521152810362914, 0.1253694681398824, 100.04125373721422, 0.5254474192295853, 0.787766110467947, -0.0093263582680497, 300.08227412112046, 300.0151116048025, 299.98269049254884, 300.01389431553184, 299.99917854118934, 299.9772582147249, 299.9841546342287, 300.01882992478926, 299.95487195301655, 300.0513203256247, 299.96993378207503, 300.015951043874, 299.96138349989695, 299.9822682372327, 300.04948436607776, 299.97378450377977, 300.0259443067702, 300.00877047974086, 300.0095891567428]|471.7875366210937500|      0.25000000|[1531, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
