k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68638465417287, 36.15694671509645, 269.2898987148748]                       |231811.0972547260462306|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[100.06341030414893, 36.46283367530693, 267.87207167081016]                     |225215.3107069925754331|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[102.81032920595686, 37.08777071185229, 265.0323726995732]                      |212306.9407536141807213|      8.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[108.29267311269398, 38.19467585663198, 259.3123494226343]                      |187628.7340401756227948|     16.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[118.78297894501604, 40.23795276523883, 247.40527156872307]                     |142881.6275404221087229|     32.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[139.6893658787709, 39.229799678171396, 223.19976366805798]                     |72468.4123974347457988|     64.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|    128.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|     64.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|     32.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|     16.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|      8.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[182.88289353336503, 48.960069100176426, 176.98676738208874]                    |2477.4974164601389930|      4.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[185.79151621011425, 49.36115760410984, 174.27032814361633]                     |1356.1010780387864543|      8.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[191.90308946673207, 50.24085309246367, 169.18359951150276]                     |261.7893803768322982|     16.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[191.90308946673207, 50.24085309246367, 169.18359951150276]                     |261.7893803768322982|      8.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
