k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.86351353148015, 36.3357791043106, 269.06800008743596]                       |233073.5355079941509757|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[98.56205384792459, 36.9256462105683, 267.2892088621212]                        |226998.1911807447904721|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[100.8656161579202, 37.33686902768206, 264.04506082624914]                      |214204.7755937677575275|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[100.63982249435253, 35.488503439141155, 256.2647933583153]                     |198279.0849105381057598|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[105.00215815656877, 26.041207259979586, 244.1108383446847]                     |166679.4492096093017608|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[112.51845449361213, 1.233560973420662, 225.34688420130843]                     |115259.3448595669469796|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[157.84470498595624, -3.789974084222928, 180.4437093488562]                     |14327.0115535876466311|    128.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[123.02219929065811, 15.423832149122967, 58.77932365144528]                     |8452.7750414447491494|    256.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[123.02219929065811, 15.423832149122967, 58.77932365144528]                     |8452.7750414447491494|    128.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[123.02219929065811, 15.423832149122967, 58.77932365144528]                     |8452.7750414447491494|     64.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[123.02219929065811, 15.423832149122967, 58.77932365144528]                     |8452.7750414447491494|     32.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[102.93536477242304, 10.10888185253205, 83.11592946207156]                      |729.2098051279208448|     64.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      13|[102.93536477242304, 10.10888185253205, 83.11592946207156]                      |729.2098051279208448|     32.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[102.93536477242304, 10.10888185253205, 83.11592946207156]                      |729.2098051279208448|     16.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[105.47734048589072, 24.00628484996546, 75.6058995420866]                       |342.9814067312834709|     32.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
