k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.2525244754581215, 10.36753320182235, 1.2261652821562414]                     |  0.3842170238494873|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.2525244754581215, 10.36753320182235, 1.2261652821562414]                     |  0.3842170238494873|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.2525244754581215, 10.36753320182235, 1.2261652821562414]                     |  0.3842170238494873|      0.25000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.477870141125081, 10.350384807316864, 1.3330543065273108]                     |  0.0829727053642273|      0.50000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.7690791406347007, 10.743862484372325, 1.231208166376372]                     |  0.0387418679893017|      1.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.7690791406347007, 10.743862484372325, 1.231208166376372]                     |  0.0387418679893017|      0.50000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.7690791406347007, 10.743862484372325, 1.231208166376372]                     |  0.0387418679893017|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.7690791406347007, 10.743862484372325, 1.231208166376372]                     |  0.0387418679893017|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.7193464895843188, 10.75552784665, 1.1171223094859075]                        |  0.0191373843699694|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.7193464895843188, 10.75552784665, 1.1171223094859075]                        |  0.0191373843699694|      0.12500000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.8193631060290998, 10.82978137935499, 1.1067257083217505]                     |  0.0039719743654132|      0.25000000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.8193631060290998, 10.82978137935499, 1.1067257083217505]                     |  0.0039719743654132|      0.12500000|[62, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.8193631060290998, 10.82978137935499, 1.1067257083217505]                     |  0.0039719743654132|      0.06250000|[67, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.8193631060290998, 10.82978137935499, 1.1067257083217505]                     |  0.0039719743654132|      0.03125000|[72, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
