k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[-0.001568898736932, 0.0736417713020742, 0.0437104945690905, -0.0163433594469361, 0.2227284617152859, 0.0586971251087629, -0.0137471297694902, -0.0253632671840984, -0.0317980548071344]|339840.2737084542750381|      0.50000000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=1
       4|[-0.001568898736932, 0.0736417713020742, 0.0437104945690905, -0.0163433594469361, 0.2227284617152859, 0.0586971251087629, -0.0137471297694902, -0.0253632671840984, -0.0317980548071344]|339840.2737084542750381|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       5|[-0.001568898736932, 0.0736417713020742, 0.0437104945690905, -0.0163433594469361, 0.2227284617152859, 0.0586971251087629, -0.0137471297694902, -0.0253632671840984, -0.0317980548071344]|339840.2737084542750381|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.0308381401147501, 0.0820794128654722, 0.0904560624980789, -0.0355102118502379, 0.3158909411896366, 0.0493721250380841, 0.0388706212340525, -0.043602560498519, -0.040939768883406]|205943.8548075947328471|      0.25000000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       7|[0.0685491880662154, 0.09026497210914, 0.0830807033838233, -0.0508091552890548, 0.5226651359725232, 0.0863122426009584, 0.0242601434147526, 0.0312909683735157, -0.14476545572042]|73843.1492044471233385|      0.50000000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       8|[0.0685491880662154, 0.09026497210914, 0.0830807033838233, -0.0508091552890548, 0.5226651359725232, 0.0863122426009584, 0.0242601434147526, 0.0312909683735157, -0.14476545572042]|73843.1492044471233385|      0.25000000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       9|[0.0037130057210172, 0.1731774123539405, 0.04320693250339, -0.0283254817364422, 0.6505631195460457, -0.0470118245705485, 0.0141120822616222, 0.031245071988519, -0.0219233733954468]|17923.5155509675678331|      0.50000000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
      10|[0.0037130057210172, 0.1731774123539405, 0.04320693250339, -0.0283254817364422, 0.6505631195460457, -0.0470118245705485, 0.0141120822616222, 0.031245071988519, -0.0219233733954468]|17923.5155509675678331|      0.25000000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[0.0037130057210172, 0.1731774123539405, 0.04320693250339, -0.0283254817364422, 0.6505631195460457, -0.0470118245705485, 0.0141120822616222, 0.031245071988519, -0.0219233733954468]|17923.5155509675678331|      0.12500000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
