k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-5.0, -7.0]                                                                    |700.8468104237188072|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-5.1358597950733955, -6.0092719262670435]                                      |604.9493408203125000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-3.3844053539302483, -5.043659508886267]                                       |520.6664428710937500|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[-3.3844053539302483, -5.043659508886267]                                       |520.6664428710937500|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-3.5499717596055405, -3.0505243490659995]                                      |407.5839538574218750|      4.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[-1.382756717819274, 0.3114957226550708]                                        |308.9804382324218750|      8.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[-1.382756717819274, 0.3114957226550708]                                        |308.9804382324218750|      4.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-1.382756717819274, 0.3114957226550708]                                        |308.9804382324218750|      2.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.4113747634506471, -0.5722984999534497]                                       |142.0573730468750000|      4.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.4113747634506471, -0.5722984999534497]                                       |142.0573730468750000|      2.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.4113747634506471, -0.5722984999534497]                                       |142.0573730468750000|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
