k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[46, 3, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[92, 6, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[138, 9, 3, 12]                                                            |  | used linear model with 49 points | iterate failure | actual_k=1
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[184, 12, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[230, 15, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[276, 18, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[322, 21, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[368, 24, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       9|[107.47011770353605, 0.093929852131909, 0.9091495225181281, 102.3996726202911, 0.1816879551833596, 0.8188872186792393, 97.44013747307793, 0.2835007249521873, 0.7158215243078937, 96.29975233075544, 0.3050539592561649, 0.6940259962120031, 93.99053815291228, 0.3561841478397751, 0.6427012261957776, 89.72058411060384, 0.4681324415586634, 0.5332824487727148, 83.71008058652052, 0.658401934387245, 0.3410238095905119, 78.31036726284887, 0.8776332465642857, 0.1237838444689345, 886.368712408287, 910.0104007423319, 922.5201533303026, 926.4600090876784, 935.56036836763, 952.8299531330504, 975.7296197419414]|  0.5020647457492440|      0.00781250|[414, 27, 9, 36]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
      10|[107.47011770353605, 0.093929852131909, 0.9091495225181281, 102.3996726202911, 0.1816879551833596, 0.8188872186792393, 97.44013747307793, 0.2835007249521873, 0.7158215243078937, 96.29975233075544, 0.3050539592561649, 0.6940259962120031, 93.99053815291228, 0.3561841478397751, 0.6427012261957776, 89.72058411060384, 0.4681324415586634, 0.5332824487727148, 83.71008058652052, 0.658401934387245, 0.3410238095905119, 78.31036726284887, 0.8776332465642857, 0.1237838444689345, 886.368712408287, 910.0104007423319, 922.5201533303026, 926.4600090876784, 935.56036836763, 952.8299531330504, 975.7296197419414]|  0.5020647457492440|      0.00390625|[460, 30, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      11|[107.47011770353605, 0.093929852131909, 0.9091495225181281, 102.3996726202911, 0.1816879551833596, 0.8188872186792393, 97.44013747307793, 0.2835007249521873, 0.7158215243078937, 96.29975233075544, 0.3050539592561649, 0.6940259962120031, 93.99053815291228, 0.3561841478397751, 0.6427012261957776, 89.72058411060384, 0.4681324415586634, 0.5332824487727148, 83.71008058652052, 0.658401934387245, 0.3410238095905119, 78.31036726284887, 0.8776332465642857, 0.1237838444689345, 886.368712408287, 910.0104007423319, 922.5201533303026, 926.4600090876784, 935.56036836763, 952.8299531330504, 975.7296197419414]|  0.5020647457492440|      0.00195312|[506, 33, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      12|[107.47011770353605, 0.093929852131909, 0.9091495225181281, 102.3996726202911, 0.1816879551833596, 0.8188872186792393, 97.44013747307793, 0.2835007249521873, 0.7158215243078937, 96.29975233075544, 0.3050539592561649, 0.6940259962120031, 93.99053815291228, 0.3561841478397751, 0.6427012261957776, 89.72058411060384, 0.4681324415586634, 0.5332824487727148, 83.71008058652052, 0.658401934387245, 0.3410238095905119, 78.31036726284887, 0.8776332465642857, 0.1237838444689345, 886.368712408287, 910.0104007423319, 922.5201533303026, 926.4600090876784, 935.56036836763, 952.8299531330504, 975.7296197419414]|  0.5020647457492440|      0.00097656|[552, 36, 12, 48]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      13|[107.46997515955947, 0.0938901959190792, 0.9091782711743168, 102.39980117610264, 0.1821745817210337, 0.8192032826866018, 97.44007832224115, 0.2834562437522301, 0.7160576158906947, 96.29975406363138, 0.30496167966271, 0.6940841754017599, 93.99046350286278, 0.356606852880935, 0.6426158949668076, 89.72054192701401, 0.4677465782806066, 0.5332206265405933, 83.70997903255807, 0.658546060687622, 0.3410345952624717, 78.31033603514784, 0.8775048415447606, 0.1235490353276458, 886.3688223666855, 910.0104353345978, 922.5201867469212, 926.4599462792787, 935.5602129423269, 952.8300424810243, 975.729685263645]|  0.3901538742332955|      0.00195312|[598, 39, 13, 52]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      14|[107.46997515955947, 0.0938901959190792, 0.9091782711743168, 102.39980117610264, 0.1821745817210337, 0.8192032826866018, 97.44007832224115, 0.2834562437522301, 0.7160576158906947, 96.29975406363138, 0.30496167966271, 0.6940841754017599, 93.99046350286278, 0.356606852880935, 0.6426158949668076, 89.72054192701401, 0.4677465782806066, 0.5332206265405933, 83.70997903255807, 0.658546060687622, 0.3410345952624717, 78.31033603514784, 0.8775048415447606, 0.1235490353276458, 886.3688223666855, 910.0104353345978, 922.5201867469212, 926.4599462792787, 935.5602129423269, 952.8300424810243, 975.729685263645]|  0.3901538742332955|      0.00097656|[644, 42, 14, 56]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      15|[107.46979303490754, 0.0942169677220131, 0.9095760265946167, 102.39970653637334, 0.1825428912113705, 0.8191870604368705, 97.44011728402806, 0.2837522807704622, 0.71606407760738, 96.29985488766434, 0.3049223349092775, 0.6938577620771559, 93.99041963238975, 0.3565001924728944, 0.6427785702207396, 89.7202715698318, 0.4675291664804132, 0.5332165439216531, 83.70990203243996, 0.6585887962790302, 0.3412013172388329, 78.31031597781232, 0.8774008157741733, 0.1236126451555699, 886.3689766005705, 910.0104856500528, 922.5200021510578, 926.4598443200991, 935.5602421237834, 952.8298194416326, 975.7295236549422]|  0.3277224116866338|      0.00195312|[690, 45, 15, 60]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
