k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0]                                                            | 13.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9392992513276686, 0.2326083207981851, 0.250672140951896, 0.0278166011820763] |  8.7499647140502930|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.9392992513276686, 0.2326083207981851, 0.250672140951896, 0.0278166011820763] |  8.7499647140502930|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9392992513276686, 0.2326083207981851, 0.250672140951896, 0.0278166011820763] |  8.7499647140502930|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9392992513276686, 0.2326083207981851, 0.250672140951896, 0.0278166011820763] |  8.7499647140502930|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.9392992513276686, 0.2326083207981851, 0.250672140951896, 0.0278166011820763] |  8.7499647140502930|      0.12500000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9557248156885934, 0.2591301255816256, 0.1392627408686065, -0.0195092932049896]|  8.3184261322021484|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.9557248156885934, 0.2591301255816256, 0.1392627408686065, -0.0195092932049896]|  8.3184261322021484|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.9670777962217789, 0.2047201361781394, 0.0941664115907317, -0.121988481198392]|  7.8973789215087891|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.1657768245681237, 0.1950559592728296, 0.0906160238066601, -0.2733578789165044]|  7.2147188186645508|      0.50000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.1657768245681237, 0.1950559592728296, 0.0906160238066601, -0.2733578789165044]|  7.2147188186645508|      0.25000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.324955692105623, 0.0844728890849875, -0.0509243012705731, -0.3433565152913738]|  6.8547086715698242|      0.50000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.428842800027217, -0.1155386707317209, -0.2394626101902413, -0.7479008896399564]|  6.1660180091857910|      1.00000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.428842800027217, -0.1155386707317209, -0.2394626101902413, -0.7479008896399564]|  6.1660180091857910|      0.50000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.428842800027217, -0.1155386707317209, -0.2394626101902413, -0.7479008896399564]|  6.1660180091857910|      0.25000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.428842800027217, -0.1155386707317209, -0.2394626101902413, -0.7479008896399564]|  6.1660180091857910|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.340395988451791, -0.1155803435271051, -0.1616778005413564, -0.7060477753782203]|  6.0525808334350586|      0.25000000|[98, 32, 1, 33]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.340395988451791, -0.1155803435271051, -0.1616778005413564, -0.7060477753782203]|  6.0525808334350586|      0.12500000|[104, 34, 1, 35]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.3457618732911685, -0.0321413693753098, -0.0988722693489872, -0.7745285034995751]|  5.9116930961608887|      0.25000000|[110, 36, 1, 37]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.5297017791912382, -0.1030104189692412, 0.0526685259821416, -0.7484694133862325]|  5.8456296920776367|      0.50000000|[116, 38, 1, 39]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.5297017791912382, -0.1030104189692412, 0.0526685259821416, -0.7484694133862325]|  5.8456296920776367|      0.25000000|[122, 40, 2, 42]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
