k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9840300235168216, 0.9418513423640131, 0.9400114155507702, 0.9589743215758864, 0.9447382436659839, 0.9742280356508285, 0.9591741927949148, 0.9713464830205246, 0.9567745393360524, 0.9736702954991141, 0.9473886179603737, 0.9673588450438416, 1.9643141599420835, 0.9617989801941624, 0.9714293299460021, 0.9923030008439471, 0.937590425545138, 0.9567060992012549, 0.9379013771569266, 0.9512987371249676, 0.9361051216406175, 0.952848332153797, 0.9194837602961072, 0.9063436672795739, 0.8873642479295678]|  4.2532842039389065|      2.00000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=4
       2|[0.9840300235168216, 0.9418513423640131, 0.9400114155507702, 0.9589743215758864, 0.9447382436659839, 0.9742280356508285, 0.9591741927949148, 0.9713464830205246, 0.9567745393360524, 0.9736702954991141, 0.9473886179603737, 0.9673588450438416, 1.9643141599420835, 0.9617989801941624, 0.9714293299460021, 0.9923030008439471, 0.937590425545138, 0.9567060992012549, 0.9379013771569266, 0.9512987371249676, 0.9361051216406175, 0.952848332153797, 0.9194837602961072, 0.9063436672795739, 0.8873642479295678]|  4.2532842039389065|      1.00000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[0.9840300235168216, 0.9418513423640131, 0.9400114155507702, 0.9589743215758864, 0.9447382436659839, 0.9742280356508285, 0.9591741927949148, 0.9713464830205246, 0.9567745393360524, 0.9736702954991141, 0.9473886179603737, 0.9673588450438416, 1.9643141599420835, 0.9617989801941624, 0.9714293299460021, 0.9923030008439471, 0.937590425545138, 0.9567060992012549, 0.9379013771569266, 0.9512987371249676, 0.9361051216406175, 0.952848332153797, 0.9194837602961072, 0.9063436672795739, 0.8873642479295678]|  4.2532842039389065|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[0.9840300235168216, 0.9418513423640131, 0.9400114155507702, 0.9589743215758864, 0.9447382436659839, 0.9742280356508285, 0.9591741927949148, 0.9713464830205246, 0.9567745393360524, 0.9736702954991141, 0.9473886179603737, 0.9673588450438416, 1.9643141599420835, 0.9617989801941624, 0.9714293299460021, 0.9923030008439471, 0.937590425545138, 0.9567060992012549, 0.9379013771569266, 0.9512987371249676, 0.9361051216406175, 0.952848332153797, 0.9194837602961072, 0.9063436672795739, 0.8873642479295678]|  4.2532842039389065|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[0.9873902901180709, 0.8841346294580312, 0.9434840558462816, 0.9648324306722549, 0.9544868603179103, 0.9724947123289162, 0.9623777914168192, 0.9758863670556935, 0.9630397264987524, 0.9741918630499122, 0.996436115228177, 0.8318728471189638, 1.8079975861992987, 0.9693578100688992, 1.022693566236481, 0.9953784879632989, 0.9547840062153536, 0.9663480496020522, 0.9505423781574255, 0.9392541107816565, 0.9313633323654615, 0.9620572825342308, 0.9159150296657912, 0.8630483481551868, 0.7959142048873976]|  3.3721828928485809|      0.50000000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       6|[0.9873902901180709, 0.8841346294580312, 0.9434840558462816, 0.9648324306722549, 0.9544868603179103, 0.9724947123289162, 0.9623777914168192, 0.9758863670556935, 0.9630397264987524, 0.9741918630499122, 0.996436115228177, 0.8318728471189638, 1.8079975861992987, 0.9693578100688992, 1.022693566236481, 0.9953784879632989, 0.9547840062153536, 0.9663480496020522, 0.9505423781574255, 0.9392541107816565, 0.9313633323654615, 0.9620572825342308, 0.9159150296657912, 0.8630483481551868, 0.7959142048873976]|  3.3721828928485809|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[1.0139535224517426, 0.845682051961358, 0.9369617030573278, 0.9320322768861512, 0.9440437964225346, 0.9608853534827909, 0.9382220840226758, 0.9590773165259432, 0.9543798275693777, 0.952390334241077, 1.0117327595509855, 0.7787724002079893, 2.021848484168027, 0.9361790851850552, 1.041826591914116, 0.9687414622944233, 0.9607137283024499, 0.9657527420519132, 0.9560281262424235, 0.9334220730453947, 0.9220081109078357, 0.9566303804352695, 0.9293593713671736, 0.8361316041044462, 0.7220691833293135]|  3.2126578217983739|      0.50000000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       8|[1.0139535224517426, 0.845682051961358, 0.9369617030573278, 0.9320322768861512, 0.9440437964225346, 0.9608853534827909, 0.9382220840226758, 0.9590773165259432, 0.9543798275693777, 0.952390334241077, 1.0117327595509855, 0.7787724002079893, 2.021848484168027, 0.9361790851850552, 1.041826591914116, 0.9687414622944233, 0.9607137283024499, 0.9657527420519132, 0.9560281262424235, 0.9334220730453947, 0.9220081109078357, 0.9566303804352695, 0.9293593713671736, 0.8361316041044462, 0.7220691833293135]|  3.2126578217983739|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[1.0164947210092803, 0.7935956872152566, 0.9592837705070939, 0.9384672262465419, 0.9499773380025811, 0.9645208574977784, 0.9722757844957371, 0.9750546874030708, 0.9572525407397641, 0.9411611773494641, 1.039692356571534, 0.7036120386899296, 1.8145793170426656, 0.9172186362958794, 1.0838005518700535, 0.971124304600659, 0.9873854882322284, 0.9357678126449739, 0.9623965996784233, 0.9506467381400151, 0.9276510088793808, 0.9198305448796995, 0.9274561549597868, 0.8218366001828181, 0.6712451033731665]|  2.6284285714020994|      0.50000000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[1.0164947210092803, 0.7935956872152566, 0.9592837705070939, 0.9384672262465419, 0.9499773380025811, 0.9645208574977784, 0.9722757844957371, 0.9750546874030708, 0.9572525407397641, 0.9411611773494641, 1.039692356571534, 0.7036120386899296, 1.8145793170426656, 0.9172186362958794, 1.0838005518700535, 0.971124304600659, 0.9873854882322284, 0.9357678126449739, 0.9623965996784233, 0.9506467381400151, 0.9276510088793808, 0.9198305448796995, 0.9274561549597868, 0.8218366001828181, 0.6712451033731665]|  2.6284285714020994|      0.25000000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[1.0096266826381803, 0.7244359251628886, 0.9477858025660841, 0.9164671220486563, 0.9036391108874295, 0.9757913235207762, 0.966091758876038, 0.9700212494609837, 0.9576607255940042, 0.8820582388048309, 1.031477130593544, 0.6387245212378267, 2.0015906831129744, 0.867083727972972, 1.1490917881448441, 0.9380308349137845, 0.9827592681783336, 0.9243826942728683, 0.9322531675756637, 0.9514924370017463, 0.9318638890161466, 0.9192979178856606, 0.9054955012067853, 0.7954412973561381, 0.6283236510478298]|  2.4538239232734584|      0.50000000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
