k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5087759581313605, -0.0187683300787483, 1.8648146956568343, 0.6668521182522796, 0.2028205283187536, 1.9606034776408192, 1.1857288375327482, 0.1420032701376742, 2.1219216615229066, -0.0505591423836165, 0.1448372344061349, 2.102037675364746, 1.2656004752409211, 0.0964942824016747, 2.239034344378583, 0.3748350503137311, 0.1803674017296364, 2.290591172573842, 1.4435127301766861, -0.0545677445561802, 2.4225829792645017, 4.699370622658848, 0.0677577989961291, 2.4030930480555486, 0.6941774497234426, 0.0155814911854322, 2.616403137408398, 4.187026867683583, -0.0487504707085346, 2.6623028510596893, 0.2653296740804096, -0.1219378606761792, 2.706897596493838, 0.1766479317633917, -0.062254034970567, 3.107010137440859, 0.7962830530569673, -0.0645780594911687, 3.1450577055507165, 0.2946704671879316, -0.1022384245980509, 3.208731487680529, -0.2030383675700941, -0.1996361757362451, 3.2458436443072047, 1.209200552083248, 0.1745613796934795, 3.3126671018348297, 0.1130460347196887, -0.0603183799375198, 3.6166474940035145, -0.0593938085273627, 0.173158506579824, 3.76426301912079, 0.0507536498968456, 0.035289964397735, 3.9493895073105842, 0.3776320705706758, 0.0567846091114288, 4.064324469856671, 0.4072550974245757, -0.1280612342003049, 4.061150080890592, 0.7026521836976457, 0.1225158077153761, 4.2593346689922456, 1.030434511601367, -0.2434357037163739, 4.458846353989778, 0.6872506532785186, 0.0930690992632254, 4.614856230454203, 0.3758095561227994, 0.1580656351733187, 4.573289763797635, 0.5145680121516567, -0.0789021686114142, 4.788787579929257, 0.0972323901155383, 0.0296122783587484, 4.91072402803673, 0.2531039430904072, 0.1885537859456913, 5.019959320910913, 0.1742851566033076, -0.0187297945471479, 5.362420004849438, 0.3286313297164278, -0.0529799127811122, 5.503334469412943, 0.2456606297631268, -0.0063243638132013, 2.650612275654184, 0.07160491691028, -0.0937722877344263, 3.813509625970696, 0.1181322791188397, 0.1271101554906338, 5.100563815281703]|115574.7187500000000000|      2.00000000|[43, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | iterate success | actual_k=1
       2|[0.5087759581313605, -0.0187683300787483, 1.8648146956568343, 0.6668521182522796, 0.2028205283187536, 1.9606034776408192, 1.1857288375327482, 0.1420032701376742, 2.1219216615229066, -0.0505591423836165, 0.1448372344061349, 2.102037675364746, 1.2656004752409211, 0.0964942824016747, 2.239034344378583, 0.3748350503137311, 0.1803674017296364, 2.290591172573842, 1.4435127301766861, -0.0545677445561802, 2.4225829792645017, 4.699370622658848, 0.0677577989961291, 2.4030930480555486, 0.6941774497234426, 0.0155814911854322, 2.616403137408398, 4.187026867683583, -0.0487504707085346, 2.6623028510596893, 0.2653296740804096, -0.1219378606761792, 2.706897596493838, 0.1766479317633917, -0.062254034970567, 3.107010137440859, 0.7962830530569673, -0.0645780594911687, 3.1450577055507165, 0.2946704671879316, -0.1022384245980509, 3.208731487680529, -0.2030383675700941, -0.1996361757362451, 3.2458436443072047, 1.209200552083248, 0.1745613796934795, 3.3126671018348297, 0.1130460347196887, -0.0603183799375198, 3.6166474940035145, -0.0593938085273627, 0.173158506579824, 3.76426301912079, 0.0507536498968456, 0.035289964397735, 3.9493895073105842, 0.3776320705706758, 0.0567846091114288, 4.064324469856671, 0.4072550974245757, -0.1280612342003049, 4.061150080890592, 0.7026521836976457, 0.1225158077153761, 4.2593346689922456, 1.030434511601367, -0.2434357037163739, 4.458846353989778, 0.6872506532785186, 0.0930690992632254, 4.614856230454203, 0.3758095561227994, 0.1580656351733187, 4.573289763797635, 0.5145680121516567, -0.0789021686114142, 4.788787579929257, 0.0972323901155383, 0.0296122783587484, 4.91072402803673, 0.2531039430904072, 0.1885537859456913, 5.019959320910913, 0.1742851566033076, -0.0187297945471479, 5.362420004849438, 0.3286313297164278, -0.0529799127811122, 5.503334469412943, 0.2456606297631268, -0.0063243638132013, 2.650612275654184, 0.07160491691028, -0.0937722877344263, 3.813509625970696, 0.1181322791188397, 0.1271101554906338, 5.100563815281703]|115574.7187500000000000|      1.00000000|[165, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.5087759581313605, -0.0187683300787483, 1.8648146956568343, 0.6668521182522796, 0.2028205283187536, 1.9606034776408192, 1.1857288375327482, 0.1420032701376742, 2.1219216615229066, -0.0505591423836165, 0.1448372344061349, 2.102037675364746, 1.2656004752409211, 0.0964942824016747, 2.239034344378583, 0.3748350503137311, 0.1803674017296364, 2.290591172573842, 1.4435127301766861, -0.0545677445561802, 2.4225829792645017, 4.699370622658848, 0.0677577989961291, 2.4030930480555486, 0.6941774497234426, 0.0155814911854322, 2.616403137408398, 4.187026867683583, -0.0487504707085346, 2.6623028510596893, 0.2653296740804096, -0.1219378606761792, 2.706897596493838, 0.1766479317633917, -0.062254034970567, 3.107010137440859, 0.7962830530569673, -0.0645780594911687, 3.1450577055507165, 0.2946704671879316, -0.1022384245980509, 3.208731487680529, -0.2030383675700941, -0.1996361757362451, 3.2458436443072047, 1.209200552083248, 0.1745613796934795, 3.3126671018348297, 0.1130460347196887, -0.0603183799375198, 3.6166474940035145, -0.0593938085273627, 0.173158506579824, 3.76426301912079, 0.0507536498968456, 0.035289964397735, 3.9493895073105842, 0.3776320705706758, 0.0567846091114288, 4.064324469856671, 0.4072550974245757, -0.1280612342003049, 4.061150080890592, 0.7026521836976457, 0.1225158077153761, 4.2593346689922456, 1.030434511601367, -0.2434357037163739, 4.458846353989778, 0.6872506532785186, 0.0930690992632254, 4.614856230454203, 0.3758095561227994, 0.1580656351733187, 4.573289763797635, 0.5145680121516567, -0.0789021686114142, 4.788787579929257, 0.0972323901155383, 0.0296122783587484, 4.91072402803673, 0.2531039430904072, 0.1885537859456913, 5.019959320910913, 0.1742851566033076, -0.0187297945471479, 5.362420004849438, 0.3286313297164278, -0.0529799127811122, 5.503334469412943, 0.2456606297631268, -0.0063243638132013, 2.650612275654184, 0.07160491691028, -0.0937722877344263, 3.813509625970696, 0.1181322791188397, 0.1271101554906338, 5.100563815281703]|115574.7187500000000000|      0.50000000|[286, 21, 0, 21]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.5087759581313605, -0.0187683300787483, 1.8648146956568343, 0.6668521182522796, 0.2028205283187536, 1.9606034776408192, 1.1857288375327482, 0.1420032701376742, 2.1219216615229066, -0.0505591423836165, 0.1448372344061349, 2.102037675364746, 1.2656004752409211, 0.0964942824016747, 2.239034344378583, 0.3748350503137311, 0.1803674017296364, 2.290591172573842, 1.4435127301766861, -0.0545677445561802, 2.4225829792645017, 4.699370622658848, 0.0677577989961291, 2.4030930480555486, 0.6941774497234426, 0.0155814911854322, 2.616403137408398, 4.187026867683583, -0.0487504707085346, 2.6623028510596893, 0.2653296740804096, -0.1219378606761792, 2.706897596493838, 0.1766479317633917, -0.062254034970567, 3.107010137440859, 0.7962830530569673, -0.0645780594911687, 3.1450577055507165, 0.2946704671879316, -0.1022384245980509, 3.208731487680529, -0.2030383675700941, -0.1996361757362451, 3.2458436443072047, 1.209200552083248, 0.1745613796934795, 3.3126671018348297, 0.1130460347196887, -0.0603183799375198, 3.6166474940035145, -0.0593938085273627, 0.173158506579824, 3.76426301912079, 0.0507536498968456, 0.035289964397735, 3.9493895073105842, 0.3776320705706758, 0.0567846091114288, 4.064324469856671, 0.4072550974245757, -0.1280612342003049, 4.061150080890592, 0.7026521836976457, 0.1225158077153761, 4.2593346689922456, 1.030434511601367, -0.2434357037163739, 4.458846353989778, 0.6872506532785186, 0.0930690992632254, 4.614856230454203, 0.3758095561227994, 0.1580656351733187, 4.573289763797635, 0.5145680121516567, -0.0789021686114142, 4.788787579929257, 0.0972323901155383, 0.0296122783587484, 4.91072402803673, 0.2531039430904072, 0.1885537859456913, 5.019959320910913, 0.1742851566033076, -0.0187297945471479, 5.362420004849438, 0.3286313297164278, -0.0529799127811122, 5.503334469412943, 0.2456606297631268, -0.0063243638132013, 2.650612275654184, 0.07160491691028, -0.0937722877344263, 3.813509625970696, 0.1181322791188397, 0.1271101554906338, 5.100563815281703]|115574.7187500000000000|      0.25000000|[405, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.5087759581313605, -0.0187683300787483, 1.8648146956568343, 0.6668521182522796, 0.2028205283187536, 1.9606034776408192, 1.1857288375327482, 0.1420032701376742, 2.1219216615229066, -0.0505591423836165, 0.1448372344061349, 2.102037675364746, 1.2656004752409211, 0.0964942824016747, 2.239034344378583, 0.3748350503137311, 0.1803674017296364, 2.290591172573842, 1.4435127301766861, -0.0545677445561802, 2.4225829792645017, 4.699370622658848, 0.0677577989961291, 2.4030930480555486, 0.6941774497234426, 0.0155814911854322, 2.616403137408398, 4.187026867683583, -0.0487504707085346, 2.6623028510596893, 0.2653296740804096, -0.1219378606761792, 2.706897596493838, 0.1766479317633917, -0.062254034970567, 3.107010137440859, 0.7962830530569673, -0.0645780594911687, 3.1450577055507165, 0.2946704671879316, -0.1022384245980509, 3.208731487680529, -0.2030383675700941, -0.1996361757362451, 3.2458436443072047, 1.209200552083248, 0.1745613796934795, 3.3126671018348297, 0.1130460347196887, -0.0603183799375198, 3.6166474940035145, -0.0593938085273627, 0.173158506579824, 3.76426301912079, 0.0507536498968456, 0.035289964397735, 3.9493895073105842, 0.3776320705706758, 0.0567846091114288, 4.064324469856671, 0.4072550974245757, -0.1280612342003049, 4.061150080890592, 0.7026521836976457, 0.1225158077153761, 4.2593346689922456, 1.030434511601367, -0.2434357037163739, 4.458846353989778, 0.6872506532785186, 0.0930690992632254, 4.614856230454203, 0.3758095561227994, 0.1580656351733187, 4.573289763797635, 0.5145680121516567, -0.0789021686114142, 4.788787579929257, 0.0972323901155383, 0.0296122783587484, 4.91072402803673, 0.2531039430904072, 0.1885537859456913, 5.019959320910913, 0.1742851566033076, -0.0187297945471479, 5.362420004849438, 0.3286313297164278, -0.0529799127811122, 5.503334469412943, 0.2456606297631268, -0.0063243638132013, 2.650612275654184, 0.07160491691028, -0.0937722877344263, 3.813509625970696, 0.1181322791188397, 0.1271101554906338, 5.100563815281703]|115574.7187500000000000|      0.12500000|[526, 39, 0, 39]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.5148563800784213, -0.0195902025324544, 1.8492113302224122, 0.6608955705839087, 0.20901020471496, 1.9702440873987634, 1.1769608641830325, 0.1535517502539216, 2.1116079366708087, -0.054873866693237, 0.1383651968049951, 2.1243140542934613, 1.2583595146167412, 0.1148396518996303, 2.2163186382993874, 0.3678640892646393, 0.196006328834042, 2.2775372416727695, 1.4600925692852518, -0.0733287467894, 2.4037120377266623, 4.685380408257328, 0.0780840015938564, 2.4363418750293913, 0.6914843472810279, 0.0371423516428131, 2.622139163110251, 4.177551662900771, -0.0700446735359083, 2.659670561998948, 0.2860684937448038, -0.1362399017487046, 2.7066148996244115, 0.1850693802598757, -0.0596534778178654, 3.0944866128831117, 0.8006397754809161, -0.0742845322813339, 3.140458940975822, 0.2940173892331194, -0.0854147567578107, 3.2006377822407748, -0.1985125641747625, -0.1980380164478839, 3.2433308819246034, 1.1982192975745038, 0.1699693457105758, 3.3011169567055956, 0.0987940982595107, -0.0601136359847585, 3.628246927562878, -0.0517123409481102, 0.1851459282681717, 3.7430576081875486, 0.0475614478124817, 0.0256287974669654, 3.9427624495799707, 0.3739752269487689, 0.0411194273922527, 4.064600553494685, 0.4043244279586565, -0.13734929289401, 4.051649643574441, 0.7144997216786518, 0.1196080389731615, 4.289157451756419, 1.0380507032775055, -0.2416075292289933, 4.454724660572288, 0.6597739480187544, 0.1005276439819966, 4.60617287740487, 0.364594791864992, 0.17073323443629, 4.576587846154414, 0.4964155885312935, -0.0807746372416491, 4.78045276991657, 0.10220528391237, 0.0362529989698796, 4.906757577061738, 0.2436221059832515, 0.1807282140233112, 5.01440182368164, 0.1715113789602763, -0.0376657542813355, 5.363412615704503, 0.310324022318373, -0.0411653722642789, 5.518300328511451, 0.2734031893856653, 0.0013145253757707, 2.664896996678157, 0.0575375204917302, -0.0938777744838627, 3.825091262528151, 0.1422869139955324, 0.1355478865844381, 5.086517409260561]|64445.5820312500000000|      0.25000000|[554, 41, 0, 41]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[0.465667095788503, 0.0148344784263323, 1.8347383636541401, 0.6711808525345756, 0.1763961368246589, 1.9664288796497884, 1.1756889217507742, 0.1650819461236273, 2.0813055895181023, -0.0651143379627994, 0.1709435823065038, 2.1486032476849446, 1.2440278797546875, 0.1308135634838918, 2.2600217312126447, 0.3258735084447228, 0.2001841517910429, 2.2437625537309267, 1.4562821632239558, -0.0378681141513582, 2.4428090995395415, 4.700424210314157, 0.0812420933219018, 2.470853615839198, 0.6737691714269263, 0.0546759785569918, 2.676484204466858, 4.167664486158008, -0.1001175835567603, 2.581030136391816, 0.3180326156323342, -0.1347864476275203, 2.729217575168875, 0.1978249781880164, -0.0661893398394037, 3.100905023740267, 0.7757022419544575, -0.0919244486305033, 3.108819456893852, 0.2591072876106642, -0.1035640216451275, 3.198874404113235, -0.1999164696117992, -0.2275866431185453, 3.2315074131775225, 1.1338084893295814, 0.1750700459398773, 3.3087337944343287, 0.0903911828241562, -0.0622181645631108, 3.611767984499875, -0.0001100239957446, 0.2139598299174985, 3.7604184507750893, 0.0104852901427772, 0.0378962944985141, 3.9368340878143133, 0.4091156924776054, 0.059238967388505, 4.098327859197711, 0.3949570401553414, -0.1237362888449877, 4.064761770995335, 0.6979448648594423, 0.1540100312130921, 4.310880342793627, 1.0131102451175165, -0.2507682458831905, 4.439101843422007, 0.6319352728105775, 0.0984248440577807, 4.589183472857087, 0.3690759568293288, 0.1346884794890917, 4.572534906508715, 0.4908587787134285, -0.0422447255424924, 4.745135377109442, 0.1063932869612603, 0.0572456609476224, 4.894529548660081, 0.2150453158811917, 0.1985567624214336, 5.0411632622701505, 0.1735977759566025, -0.0047052667107254, 5.362175211242867, 0.3302654171812383, -0.0540234686345636, 5.513612212798382, 0.2487091350633173, 0.0011987758216417, 2.666946155763261, 0.0392963551841133, -0.1197032693121772, 3.820860658432336, 0.1526200733486064, 0.124463682467911, 5.054772164940147]|32114.6230468750000000|      0.50000000|[582, 43, 0, 43]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.465667095788503, 0.0148344784263323, 1.8347383636541401, 0.6711808525345756, 0.1763961368246589, 1.9664288796497884, 1.1756889217507742, 0.1650819461236273, 2.0813055895181023, -0.0651143379627994, 0.1709435823065038, 2.1486032476849446, 1.2440278797546875, 0.1308135634838918, 2.2600217312126447, 0.3258735084447228, 0.2001841517910429, 2.2437625537309267, 1.4562821632239558, -0.0378681141513582, 2.4428090995395415, 4.700424210314157, 0.0812420933219018, 2.470853615839198, 0.6737691714269263, 0.0546759785569918, 2.676484204466858, 4.167664486158008, -0.1001175835567603, 2.581030136391816, 0.3180326156323342, -0.1347864476275203, 2.729217575168875, 0.1978249781880164, -0.0661893398394037, 3.100905023740267, 0.7757022419544575, -0.0919244486305033, 3.108819456893852, 0.2591072876106642, -0.1035640216451275, 3.198874404113235, -0.1999164696117992, -0.2275866431185453, 3.2315074131775225, 1.1338084893295814, 0.1750700459398773, 3.3087337944343287, 0.0903911828241562, -0.0622181645631108, 3.611767984499875, -0.0001100239957446, 0.2139598299174985, 3.7604184507750893, 0.0104852901427772, 0.0378962944985141, 3.9368340878143133, 0.4091156924776054, 0.059238967388505, 4.098327859197711, 0.3949570401553414, -0.1237362888449877, 4.064761770995335, 0.6979448648594423, 0.1540100312130921, 4.310880342793627, 1.0131102451175165, -0.2507682458831905, 4.439101843422007, 0.6319352728105775, 0.0984248440577807, 4.589183472857087, 0.3690759568293288, 0.1346884794890917, 4.572534906508715, 0.4908587787134285, -0.0422447255424924, 4.745135377109442, 0.1063932869612603, 0.0572456609476224, 4.894529548660081, 0.2150453158811917, 0.1985567624214336, 5.0411632622701505, 0.1735977759566025, -0.0047052667107254, 5.362175211242867, 0.3302654171812383, -0.0540234686345636, 5.513612212798382, 0.2487091350633173, 0.0011987758216417, 2.666946155763261, 0.0392963551841133, -0.1197032693121772, 3.820860658432336, 0.1526200733486064, 0.124463682467911, 5.054772164940147]|32114.6230468750000000|      0.25000000|[702, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.4347477878195797, -0.0077616840167484, 1.851917099348956, 0.6718356777284522, 0.2075091587274669, 1.9872612029415209, 1.1797945877345797, 0.1297219322959083, 2.1201496851975703, -0.0760966924540385, 0.1951918277144455, 2.127488075490157, 1.271999286535206, 0.1151797063948264, 2.250922067745856, 0.2757510888298498, 0.2385149531862064, 2.2251686305729463, 1.431633365688127, -0.0610503742063023, 2.4281857612816165, 4.722498824569814, 0.0889087441198268, 2.51236894816012, 0.6544159251362383, 0.0621146428713202, 2.6809836370551574, 4.144756278948008, -0.0740089707981149, 2.595954915560719, 0.2930820176203812, -0.1599117712626544, 2.744325561815034, 0.2035711088090044, -0.0395495425507281, 3.0802802217945975, 0.8134464181120895, -0.0942730430275255, 3.0663012565998162, 0.201706213999907, -0.110002575393953, 3.2057307795658856, -0.1815450340370791, -0.2340869540209005, 3.256570241781183, 1.1200614954815784, 0.147020508023981, 3.303728552703703, 0.1132511696036143, -0.0351349905545459, 3.5844797083973394, 0.0079814470761382, 0.1979416789059283, 3.762381765712328, 0.0128133474862152, 0.0181664278567415, 3.922527249913809, 0.4219789133319292, 0.0275247941774786, 4.117222887636903, 0.4095830378733357, -0.1023535426941977, 4.062648561842434, 0.6586806320543666, 0.1704274525726334, 4.329014398429212, 1.0422130231568862, -0.2743694337486515, 4.444492577409485, 0.6119223584710323, 0.1016081609106058, 4.627663207975063, 0.3662493805811489, 0.1139656815042181, 4.5797100300582185, 0.4436325373259851, -0.074677567468404, 4.779049287954387, 0.0409006650958433, 0.0897741407686593, 4.871088655781003, 0.1956099107706957, 0.2102966748284896, 5.025837485496802, 0.1367252390088679, 0.0359108801309161, 5.390256550909039, 0.2956522570195917, -0.0581205582572324, 5.551431220991364, 0.2818496106945687, 0.0349043494649366, 2.6584543372004448, 0.0222875564225111, -0.1011161908494909, 3.8025310452843692, 0.1236383018610199, 0.1449901871525849, 5.060795479090349]|23224.7480468750000000|      0.50000000|[731, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[0.4347477878195797, -0.0077616840167484, 1.851917099348956, 0.6718356777284522, 0.2075091587274669, 1.9872612029415209, 1.1797945877345797, 0.1297219322959083, 2.1201496851975703, -0.0760966924540385, 0.1951918277144455, 2.127488075490157, 1.271999286535206, 0.1151797063948264, 2.250922067745856, 0.2757510888298498, 0.2385149531862064, 2.2251686305729463, 1.431633365688127, -0.0610503742063023, 2.4281857612816165, 4.722498824569814, 0.0889087441198268, 2.51236894816012, 0.6544159251362383, 0.0621146428713202, 2.6809836370551574, 4.144756278948008, -0.0740089707981149, 2.595954915560719, 0.2930820176203812, -0.1599117712626544, 2.744325561815034, 0.2035711088090044, -0.0395495425507281, 3.0802802217945975, 0.8134464181120895, -0.0942730430275255, 3.0663012565998162, 0.201706213999907, -0.110002575393953, 3.2057307795658856, -0.1815450340370791, -0.2340869540209005, 3.256570241781183, 1.1200614954815784, 0.147020508023981, 3.303728552703703, 0.1132511696036143, -0.0351349905545459, 3.5844797083973394, 0.0079814470761382, 0.1979416789059283, 3.762381765712328, 0.0128133474862152, 0.0181664278567415, 3.922527249913809, 0.4219789133319292, 0.0275247941774786, 4.117222887636903, 0.4095830378733357, -0.1023535426941977, 4.062648561842434, 0.6586806320543666, 0.1704274525726334, 4.329014398429212, 1.0422130231568862, -0.2743694337486515, 4.444492577409485, 0.6119223584710323, 0.1016081609106058, 4.627663207975063, 0.3662493805811489, 0.1139656815042181, 4.5797100300582185, 0.4436325373259851, -0.074677567468404, 4.779049287954387, 0.0409006650958433, 0.0897741407686593, 4.871088655781003, 0.1956099107706957, 0.2102966748284896, 5.025837485496802, 0.1367252390088679, 0.0359108801309161, 5.390256550909039, 0.2956522570195917, -0.0581205582572324, 5.551431220991364, 0.2818496106945687, 0.0349043494649366, 2.6584543372004448, 0.0222875564225111, -0.1011161908494909, 3.8025310452843692, 0.1236383018610199, 0.1449901871525849, 5.060795479090349]|23224.7480468750000000|      0.25000000|[851, 63, 0, 63]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
