k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[999.9994185865909, 1000.0002067374332, 400.00104107583746, 39.99569188691022, 0.6912169605024948, 0.3115248925734704, 0.0026765099384613]|1860735.2242407852318138|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[999.9994185865909, 1000.0002067374332, 400.00104107583746, 39.99569188691022, 0.6912169605024948, 0.3115248925734704, 0.0026765099384613]|1860735.2242407852318138|      0.03125000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[999.9970121205786, 1000.0016542656086, 400.001230431612, 39.99679353399687, 0.6878944076782484, 0.3200520115007949, -0.0270501697807668]|1475759.4040356609039009|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[999.9880040755559, 999.9983564101905, 399.9882692479028, 40.0031720574269, 0.7177560114261655, 0.3090669784664736, -0.0779732991136675]|1412491.6522952981758863|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[999.9880040755559, 999.9983564101905, 399.9882692479028, 40.0031720574269, 0.7177560114261655, 0.3090669784664736, -0.0779732991136675]|1412491.6522952981758863|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[999.9880040755559, 999.9983564101905, 399.9882692479028, 40.0031720574269, 0.7177560114261655, 0.3090669784664736, -0.0779732991136675]|1412491.6522952981758863|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[999.9873459851959, 1000.000815362412, 399.99034235754687, 40.00883354592684, 0.7343301497228751, 0.3027333456162632, -0.0530952813055815]|1289208.2599932553712279|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[999.9873459851959, 1000.000815362412, 399.99034235754687, 40.00883354592684, 0.7343301497228751, 0.3027333456162632, -0.0530952813055815]|1289208.2599932553712279|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[999.9802794228123, 1000.0154932535276, 399.982250507068, 40.00988569862203, 0.7529194305802854, 0.3007413445958936, -0.0702729181672913]|1260135.4270820601377636|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[999.9802794228123, 1000.0154932535276, 399.982250507068, 40.00988569862203, 0.7529194305802854, 0.3007413445958936, -0.0702729181672913]|1260135.4270820601377636|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[999.9811459885841, 1000.0210821521775, 399.97776541035813, 40.01462328710991, 0.7715484660288492, 0.2890996514591182, -0.0497925627594752]|1216317.0305404150858521|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[999.9811459885841, 1000.0210821521775, 399.97776541035813, 40.01462328710991, 0.7715484660288492, 0.2890996514591182, -0.0497925627594752]|1216317.0305404150858521|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[999.97258041263, 1000.017741447124, 399.966157538494, 40.03192947073534, 0.7859990176418233, 0.28835451463054, -0.0655536777776421]|1160759.2593043269589543|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
