k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      2.00000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate success | actual_k=4
       2|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      1.00000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       3|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      0.50000000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       4|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      0.25000000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       5|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      0.12500000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      0.06250000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       7|[4.121606886414636, 0.2081693754031011, 0.1469840424268145, 0.0338560075817992, 1.7582293426693387, 0.1200467417391883, 1.2650952234756703, -0.0153892027325887, 0.2488379085602774, -0.1032217563293214, 0.2592787110465199, 0.0668093163313868, 0.2452991258379773, 0.0655094718164268, 0.2181928800098314, 0.1859904133014279, 1.425050477385094, -0.0704263942150174, 1.2219383225620069, 0.0981227822796326, -0.1101593838954622, 0.2055762123471565, 0.0406760510375524, 0.096160081382825, 0.2588744963010184, 0.0681854788245572, 0.1975219644448207, 0.0260995434611874, 0.2129132490537033, -0.0626005230015403, 0.347792142411251, 0.0234693069202151, 0.0792163571822093, -0.0070944998452905, 0.2875936594550211, 0.0466299085946854, -0.0721604116477696, 0.0935119112680812, -0.103990675138219, 0.0583239579194298, 0.0224749644935486, 0.0805231579986835, 0.3883316910940481, 0.1524980526080131, 0.4708457037601666, -0.0879265713845181, 0.2454727483696064, -0.0955760124258177, 0.1251224342307195, 0.1415714647965613, 0.3514128200814408, 0.1691008906643992, -0.0474180677230195, 0.0044450193531772, -0.0554895517918974, 0.0724261221982908, -0.1656403252421693, -0.1989475125491961, -0.0492882245060951, -0.0360694668101944, 0.4475135006708506, -0.1946431742141359, 0.1151015795907694, 0.1205436833393033, 0.1932583720733788, 0.0145372022571101]|33868.9561300671484787|      0.03125000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[4.120177317113005, 0.207752289591372, 0.144044851265773, 0.0322423839631164, 1.7568567358979268, 0.1211374392817776, 1.260290032905055, -0.0355908267295698, 0.2484811133535469, -0.1032999747598332, 0.2600613929912673, 0.0675382378968637, 0.2449320495615589, 0.0619663790592964, 0.2189952658566513, 0.186121305168991, 1.4223338338572966, -0.0728287061341832, 1.221091637210488, 0.0964394077676707, -0.1053200260109615, 0.2060746740384209, 0.0384904441275361, 0.0922094678652289, 0.2628003391351414, 0.068191173808352, 0.1958973699009763, 0.0228452397693018, 0.2102446757649156, -0.0605388053808546, 0.3480744550922025, 0.028105194503238, 0.076480936825641, -0.0066015849232959, 0.2856052353681333, 0.0460164864453054, -0.0684551554324671, 0.0982873001212889, -0.1067939818357256, 0.0621520807815065, 0.0246020359363951, 0.081979515701749, 0.3877033467106007, 0.1564534827996826, 0.4737759027576023, -0.0871216583044892, 0.2419940055834595, -0.0931129343380596, 0.1236722019140832, 0.1369448957243887, 0.3523933236726708, 0.1697171158186385, -0.0456275913311134, 0.0073375155091623, -0.0544707953610977, 0.0629326312772504, -0.1638545239784762, -0.1991739711589516, -0.0524925644240134, -0.0280956844938069, 0.4442420928730919, -0.1933367455964081, 0.1099089893116291, 0.1180700708303973, 0.1892161611439179, 0.0165797536753872]|23501.5854573617507413|      0.06250000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       9|[4.120177317113005, 0.207752289591372, 0.144044851265773, 0.0322423839631164, 1.7568567358979268, 0.1211374392817776, 1.260290032905055, -0.0355908267295698, 0.2484811133535469, -0.1032999747598332, 0.2600613929912673, 0.0675382378968637, 0.2449320495615589, 0.0619663790592964, 0.2189952658566513, 0.186121305168991, 1.4223338338572966, -0.0728287061341832, 1.221091637210488, 0.0964394077676707, -0.1053200260109615, 0.2060746740384209, 0.0384904441275361, 0.0922094678652289, 0.2628003391351414, 0.068191173808352, 0.1958973699009763, 0.0228452397693018, 0.2102446757649156, -0.0605388053808546, 0.3480744550922025, 0.028105194503238, 0.076480936825641, -0.0066015849232959, 0.2856052353681333, 0.0460164864453054, -0.0684551554324671, 0.0982873001212889, -0.1067939818357256, 0.0621520807815065, 0.0246020359363951, 0.081979515701749, 0.3877033467106007, 0.1564534827996826, 0.4737759027576023, -0.0871216583044892, 0.2419940055834595, -0.0931129343380596, 0.1236722019140832, 0.1369448957243887, 0.3523933236726708, 0.1697171158186385, -0.0456275913311134, 0.0073375155091623, -0.0544707953610977, 0.0629326312772504, -0.1638545239784762, -0.1991739711589516, -0.0524925644240134, -0.0280956844938069, 0.4442420928730919, -0.1933367455964081, 0.1099089893116291, 0.1180700708303973, 0.1892161611439179, 0.0165797536753872]|23501.5854573617507413|      0.03125000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=4
      10|[4.120682412607969, 0.2129931898585877, 0.1450442249270636, 0.0345843710971501, 1.7611712401705315, 0.1235742287737807, 1.2561724028927266, -0.0537771451508969, 0.2474017410249517, -0.1028047882129035, 0.2630965875768316, 0.0696356373506238, 0.2497024213581554, 0.0606828521086019, 0.2179189646207685, 0.18685231754146, 1.4201644247762968, -0.0837379200255505, 1.2182571806171623, 0.0963445356774063, -0.1069814518475085, 0.2021178489787657, 0.042835614680888, 0.093879974897797, 0.2600526939748383, 0.066994443028857, 0.1960174594289997, 0.0227075209924684, 0.210699179623684, -0.059028074743971, 0.347360318012728, 0.0295381265218328, 0.0752965522791818, -0.0130165413917073, 0.2876884730022399, 0.0487781540499145, -0.0702553918667149, 0.1018289379043049, -0.1077022585919384, 0.0693146037154154, 0.027773969933197, 0.087882144521034, 0.3871352666526728, 0.1556741019027287, 0.4746931723713873, -0.0856802585967028, 0.2452653822854338, -0.0959159817683587, 0.1298514958400362, 0.1397007664996536, 0.3492250530238122, 0.1710978251780432, -0.0495931155334295, 0.009506299344058, -0.0532601286118986, 0.0624280290304117, -0.1595149445758204, -0.198864014994807, -0.0506926149729685, -0.0318464124825867, 0.4460368021034246, -0.1930759503210193, 0.1143177068979157, 0.1214925982557638, 0.1903067394976976, 0.0153173283573459]|20184.9273697020253167|      0.06250000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=4
      11|[4.120682412607969, 0.2129931898585877, 0.1450442249270636, 0.0345843710971501, 1.7611712401705315, 0.1235742287737807, 1.2561724028927266, -0.0537771451508969, 0.2474017410249517, -0.1028047882129035, 0.2630965875768316, 0.0696356373506238, 0.2497024213581554, 0.0606828521086019, 0.2179189646207685, 0.18685231754146, 1.4201644247762968, -0.0837379200255505, 1.2182571806171623, 0.0963445356774063, -0.1069814518475085, 0.2021178489787657, 0.042835614680888, 0.093879974897797, 0.2600526939748383, 0.066994443028857, 0.1960174594289997, 0.0227075209924684, 0.210699179623684, -0.059028074743971, 0.347360318012728, 0.0295381265218328, 0.0752965522791818, -0.0130165413917073, 0.2876884730022399, 0.0487781540499145, -0.0702553918667149, 0.1018289379043049, -0.1077022585919384, 0.0693146037154154, 0.027773969933197, 0.087882144521034, 0.3871352666526728, 0.1556741019027287, 0.4746931723713873, -0.0856802585967028, 0.2452653822854338, -0.0959159817683587, 0.1298514958400362, 0.1397007664996536, 0.3492250530238122, 0.1710978251780432, -0.0495931155334295, 0.009506299344058, -0.0532601286118986, 0.0624280290304117, -0.1595149445758204, -0.198864014994807, -0.0506926149729685, -0.0318464124825867, 0.4460368021034246, -0.1930759503210193, 0.1143177068979157, 0.1214925982557638, 0.1903067394976976, 0.0153173283573459]|20184.9273697020253167|      0.03125000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
