k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8183423482278818, 399999.62457482214, 24999.091123532377]                    |3735912877916160.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.4547921747466361, 400000.51720691076, 25000.250407310723]                    |232230660079616.0000000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[0.4547921747466361, 400000.51720691076, 25000.250407310723]                    |232230660079616.0000000000000000|      2.00000000|[23, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.4547921747466361, 400000.51720691076, 25000.250407310723]                    |232230660079616.0000000000000000|      1.00000000|[33, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.0342575072401008, 400000.1252285224, 24999.432175353108]                     |1215813779456.0000000000000000|      2.00000000|[39, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       6|[0.0342575072401008, 400000.1252285224, 24999.432175353108]                     |1215813779456.0000000000000000|      1.00000000|[49, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.0342575072401008, 400000.1252285224, 24999.432175353108]                     |1215813779456.0000000000000000|      0.50000000|[59, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.0342575072401008, 400000.1252285224, 24999.432175353108]                     |1215813779456.0000000000000000|      0.25000000|[69, 0, 0, 26]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.0342575072401008, 400000.1252285224, 24999.432175353108]                     |1215813779456.0000000000000000|      0.12500000|[79, 0, 0, 30]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
