k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       2|[0.886992545947852, 0.8903938747116383, 0.8925077518868917, 0.8849149450970716, 0.8927050846449424, 0.8856760268622339, 0.8870645909075043, 0.8838252837710532, 0.8853223852270371, 0.8886656708390562, 1.0420459168536431, 0.6552077033003088, 0.9896022056690817, 0.9843360024833017, 0.9844119093387269, 0.987079234897246, 0.9776241450932028, 0.96368009609023, 0.975898232937365, 0.9949171859187904, 0.9901566110192648, 0.9899602434787034]|  1.3729655742645264|      1.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.886992545947852, 0.8903938747116383, 0.8925077518868917, 0.8849149450970716, 0.8927050846449424, 0.8856760268622339, 0.8870645909075043, 0.8838252837710532, 0.8853223852270371, 0.8886656708390562, 1.0420459168536431, 0.6552077033003088, 0.9896022056690817, 0.9843360024833017, 0.9844119093387269, 0.987079234897246, 0.9776241450932028, 0.96368009609023, 0.975898232937365, 0.9949171859187904, 0.9901566110192648, 0.9899602434787034]|  1.3729655742645264|      0.50000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.7768598470890453, 0.7794078243837645, 0.7775827860440874, 0.7749805599648795, 0.7772340706372353, 0.7744857245290515, 0.7728135240143115, 0.7716102463436348, 0.7746920074404307, 0.7858325086397137, 1.0737749889006158, 0.3067216517774614, 0.9760435622242636, 0.9734100202279352, 0.9754730075744439, 0.9751395936026077, 0.9501231183625338, 0.9227026762928384, 0.9559747706062217, 0.9957481375800883, 0.97594898553065, 0.9802861785351068]|  1.2272967100143433|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.7768598470890453, 0.7794078243837645, 0.7775827860440874, 0.7749805599648795, 0.7772340706372353, 0.7744857245290515, 0.7728135240143115, 0.7716102463436348, 0.7746920074404307, 0.7858325086397137, 1.0737749889006158, 0.3067216517774614, 0.9760435622242636, 0.9734100202279352, 0.9754730075744439, 0.9751395936026077, 0.9501231183625338, 0.9227026762928384, 0.9559747706062217, 0.9957481375800883, 0.97594898553065, 0.9802861785351068]|  1.2272967100143433|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.6621102294166225, 0.6697409747189517, 0.6650648049732683, 0.6650190872375698, 0.6610073485790828, 0.6601774042915356, 0.6556866112952449, 0.6623152971585547, 0.6661015611387635, 0.6688201549491869, 1.0983439223187161, -0.0363805525955757, 0.9652576171050503, 0.9633965109850003, 0.9583650238679153, 0.9597997402087887, 0.9215856149342128, 0.884513321777653, 0.9289478026175131, 0.989832440013209, 0.9662970322713422, 0.9687891207333951]|  1.0932614803314209|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6621102294166225, 0.6697409747189517, 0.6650648049732683, 0.6650190872375698, 0.6610073485790828, 0.6601774042915356, 0.6556866112952449, 0.6623152971585547, 0.6661015611387635, 0.6688201549491869, 1.0983439223187161, -0.0363805525955757, 0.9652576171050503, 0.9633965109850003, 0.9583650238679153, 0.9597997402087887, 0.9215856149342128, 0.884513321777653, 0.9289478026175131, 0.989832440013209, 0.9662970322713422, 0.9687891207333951]|  1.0932614803314209|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.5470207823645092, 0.5518691465234418, 0.5442588819373497, 0.5521445967172807, 0.541089928174007, 0.5460568119618915, 0.5482506258353662, 0.5405721763830043, 0.5479551909530096, 0.5586144754014576, 1.1141003451252938, -0.3675838953296192, 0.9574113968279147, 0.9485174318519456, 0.9366623404873511, 0.9518929811527277, 0.8903389729354649, 0.8313878803166541, 0.9021122801757434, 0.9750252020359753, 0.9577064344917235, 0.9597204028320009]|  0.9724313616752625|      1.00000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.5470207823645092, 0.5518691465234418, 0.5442588819373497, 0.5521445967172807, 0.541089928174007, 0.5460568119618915, 0.5482506258353662, 0.5405721763830043, 0.5479551909530096, 0.5586144754014576, 1.1141003451252938, -0.3675838953296192, 0.9574113968279147, 0.9485174318519456, 0.9366623404873511, 0.9518929811527277, 0.8903389729354649, 0.8313878803166541, 0.9021122801757434, 0.9750252020359753, 0.9577064344917235, 0.9597204028320009]|  0.9724313616752625|      0.50000000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[0.5470207823645092, 0.5518691465234418, 0.5442588819373497, 0.5521445967172807, 0.541089928174007, 0.5460568119618915, 0.5482506258353662, 0.5405721763830043, 0.5479551909530096, 0.5586144754014576, 1.1141003451252938, -0.3675838953296192, 0.9574113968279147, 0.9485174318519456, 0.9366623404873511, 0.9518929811527277, 0.8903389729354649, 0.8313878803166541, 0.9021122801757434, 0.9750252020359753, 0.9577064344917235, 0.9597204028320009]|  0.9724313616752625|      0.25000000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[0.4908754759894443, 0.4920525907909533, 0.4864647158560306, 0.4943408310788884, 0.4811392834482315, 0.4852392696915098, 0.4867566436052806, 0.4790497941241599, 0.4866234925167195, 0.5007704906721595, 1.1143828468217027, -0.527248096343936, 0.9497466939224117, 0.9408857270563733, 0.9270463592604979, 0.9442809390094736, 0.8710241533366712, 0.8059134938385684, 0.8879477335268045, 0.9696813437415964, 0.9502698603757249, 0.9523221170623448]|  0.9167511463165283|      0.50000000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      12|[0.4908754759894443, 0.4920525907909533, 0.4864647158560306, 0.4943408310788884, 0.4811392834482315, 0.4852392696915098, 0.4867566436052806, 0.4790497941241599, 0.4866234925167195, 0.5007704906721595, 1.1143828468217027, -0.527248096343936, 0.9497466939224117, 0.9408857270563733, 0.9270463592604979, 0.9442809390094736, 0.8710241533366712, 0.8059134938385684, 0.8879477335268045, 0.9696813437415964, 0.9502698603757249, 0.9523221170623448]|  0.9167511463165283|      0.25000000|[1314, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      13|[0.4301212625009337, 0.4313089780854104, 0.4279500611443887, 0.4354737757057627, 0.4216080999617125, 0.4251090867297936, 0.4275135857368863, 0.4223498692906477, 0.4256873435446189, 0.4437881711168238, 1.1133426309311871, -0.68673833598095, 0.9395337897271802, 0.9312588092450195, 0.9167382886991372, 0.9320109811713786, 0.8515621149027771, 0.7818315364017981, 0.8690554508038932, 0.9650394511096555, 0.9429511920209255, 0.9421892406878679]|  0.8641476631164551|      0.50000000|[1424, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      14|[0.4301212625009337, 0.4313089780854104, 0.4279500611443887, 0.4354737757057627, 0.4216080999617125, 0.4251090867297936, 0.4275135857368863, 0.4223498692906477, 0.4256873435446189, 0.4437881711168238, 1.1133426309311871, -0.68673833598095, 0.9395337897271802, 0.9312588092450195, 0.9167382886991372, 0.9320109811713786, 0.8515621149027771, 0.7818315364017981, 0.8690554508038932, 0.9650394511096555, 0.9429511920209255, 0.9421892406878679]|  0.8641476631164551|      0.25000000|[1534, 224, 0, 28]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      15|[0.3704971825709913, 0.3746597652845921, 0.3693360375777654, 0.3726168995973259, 0.3588944756571418, 0.3704574458024133, 0.3644470518335359, 0.3584962717173483, 0.3637435202552903, 0.3813820815710915, 1.1100948395763313, -0.8407316706219597, 0.929973791508858, 0.9209006941810154, 0.9069015021372334, 0.9225676262033742, 0.8312377720226627, 0.7527995609537892, 0.8536703006211671, 0.9611432331780674, 0.9415038630062715, 0.937271272713827]|  0.8146201372146606|      0.50000000|[1644, 240, 0, 30]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      16|[0.3704971825709913, 0.3746597652845921, 0.3693360375777654, 0.3726168995973259, 0.3588944756571418, 0.3704574458024133, 0.3644470518335359, 0.3584962717173483, 0.3637435202552903, 0.3813820815710915, 1.1100948395763313, -0.8407316706219597, 0.929973791508858, 0.9209006941810154, 0.9069015021372334, 0.9225676262033742, 0.8312377720226627, 0.7527995609537892, 0.8536703006211671, 0.9611432331780674, 0.9415038630062715, 0.937271272713827]|  0.8146201372146606|      0.25000000|[1753, 256, 0, 32]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      17|[0.3112242251136244, 0.3123760234798299, 0.3105306993267992, 0.3084826803012632, 0.294703016003008, 0.3082715082227901, 0.3024610884035064, 0.2969672110221397, 0.307438771771344, 0.3226466873867282, 1.1001946924173414, -0.9917500627190904, 0.9191806359891977, 0.9134538011785898, 0.8992339052247509, 0.9119055939586745, 0.807904790674578, 0.7211560168213013, 0.8367707818436522, 0.9563875904600742, 0.9290590083918745, 0.9307457569109684]|  0.7681347727775574|      0.50000000|[1862, 272, 0, 34]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      18|[0.3112242251136244, 0.3123760234798299, 0.3105306993267992, 0.3084826803012632, 0.294703016003008, 0.3082715082227901, 0.3024610884035064, 0.2969672110221397, 0.307438771771344, 0.3226466873867282, 1.1001946924173414, -0.9917500627190904, 0.9191806359891977, 0.9134538011785898, 0.8992339052247509, 0.9119055939586745, 0.807904790674578, 0.7211560168213013, 0.8367707818436522, 0.9563875904600742, 0.9290590083918745, 0.9307457569109684]|  0.7681347727775574|      0.25000000|[1972, 288, 0, 36]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      19|[0.2550229883962126, 0.2485361197305951, 0.251935852875401, 0.2466049687862951, 0.2341866491573671, 0.2498662093737101, 0.2369314620332383, 0.2389215851790394, 0.2479523670702725, 0.2616619023803183, 1.0930175760564016, -1.1441641137314493, 0.9067047903488556, 0.9033588029855906, 0.8837645165547365, 0.8974083665839432, 0.785156298009212, 0.6918939756439632, 0.8154376556896497, 0.9495259440300766, 0.9194135924013396, 0.923568906018423]|  0.7247702479362488|      0.50000000|[2082, 304, 0, 38]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      20|[0.2550229883962126, 0.2485361197305951, 0.251935852875401, 0.2466049687862951, 0.2341866491573671, 0.2498662093737101, 0.2369314620332383, 0.2389215851790394, 0.2479523670702725, 0.2616619023803183, 1.0930175760564016, -1.1441641137314493, 0.9067047903488556, 0.9033588029855906, 0.8837645165547365, 0.8974083665839432, 0.785156298009212, 0.6918939756439632, 0.8154376556896497, 0.9495259440300766, 0.9194135924013396, 0.923568906018423]|  0.7247702479362488|      0.25000000|[2193, 320, 0, 40]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      21|[0.19892596281132, 0.1914087953083786, 0.1893103816584256, 0.189390833093104, 0.1719513525836764, 0.1936049173586042, 0.1812667836051498, 0.1828798393113912, 0.1937953988490943, 0.1986829554673463, 1.0750311314503485, -1.3025011572416698, 0.8897400748537938, 0.8908333668639553, 0.8776728472719656, 0.8844363737914209, 0.7583485018531644, 0.6543035796838271, 0.7966017462456659, 0.946483472980008, 0.9119541916953308, 0.9125473587212718]|  0.6845734119415283|      0.50000000|[2303, 336, 0, 42]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      22|[0.19892596281132, 0.1914087953083786, 0.1893103816584256, 0.189390833093104, 0.1719513525836764, 0.1936049173586042, 0.1812667836051498, 0.1828798393113912, 0.1937953988490943, 0.1986829554673463, 1.0750311314503485, -1.3025011572416698, 0.8897400748537938, 0.8908333668639553, 0.8776728472719656, 0.8844363737914209, 0.7583485018531644, 0.6543035796838271, 0.7966017462456659, 0.946483472980008, 0.9119541916953308, 0.9125473587212718]|  0.6845734119415283|      0.25000000|[2413, 352, 0, 44]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      23|[0.1380704529784924, 0.1372410456426962, 0.1282204588610231, 0.134049524714443, 0.1175098223176683, 0.1347532527861112, 0.1193073743256053, 0.1222628464249354, 0.1363292494161627, 0.1415866115257706, 1.0585210156666078, -1.4581577341597503, 0.8775204237972932, 0.8788783665132125, 0.8601666194170432, 0.8665461661287155, 0.737106380818576, 0.6095648013254159, 0.7745875511754693, 0.9407646405199523, 0.9015622403876627, 0.9044077478955163]|  0.6475256681442261|      0.50000000|[2523, 368, 0, 46]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      24|[0.1380704529784924, 0.1372410456426962, 0.1282204588610231, 0.134049524714443, 0.1175098223176683, 0.1347532527861112, 0.1193073743256053, 0.1222628464249354, 0.1363292494161627, 0.1415866115257706, 1.0585210156666078, -1.4581577341597503, 0.8775204237972932, 0.8788783665132125, 0.8601666194170432, 0.8665461661287155, 0.737106380818576, 0.6095648013254159, 0.7745875511754693, 0.9407646405199523, 0.9015622403876627, 0.9044077478955163]|  0.6475256681442261|      0.25000000|[2633, 384, 0, 48]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      25|[0.0842766662126224, 0.0805483634308815, 0.0703021425807168, 0.0715681018819247, 0.0609801233843222, 0.0767085726425727, 0.0648031373449987, 0.0617506242565434, 0.0719145078403317, 0.0831680286225819, 1.0387495873292716, -1.6103739757345834, 0.8594610314478918, 0.8604768603662901, 0.8512215471779419, 0.8508495751679079, 0.6988292373802895, 0.5693147963827595, 0.751320421655729, 0.9351835613448493, 0.8900629217743161, 0.8986899080130771]|  0.6136505603790283|      0.50000000|[2743, 400, 0, 50]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      26|[0.0842766662126224, 0.0805483634308815, 0.0703021425807168, 0.0715681018819247, 0.0609801233843222, 0.0767085726425727, 0.0648031373449987, 0.0617506242565434, 0.0719145078403317, 0.0831680286225819, 1.0387495873292716, -1.6103739757345834, 0.8594610314478918, 0.8604768603662901, 0.8512215471779419, 0.8508495751679079, 0.6988292373802895, 0.5693147963827595, 0.751320421655729, 0.9351835613448493, 0.8900629217743161, 0.8986899080130771]|  0.6136505603790283|      0.25000000|[2854, 416, 0, 52]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      27|[0.0321621509920534, 0.0198117677627099, 0.0159302145268262, 0.0119079954763424, 7.71356929829e-05, 0.0186973064958653, -0.001545389140547, 0.014154459037639, 0.0158853251183308, 0.0232297054132038, 1.0053205597719361, -1.7635529775566416, 0.8410556859665809, 0.8457285326327207, 0.8384965979477104, 0.8294050075501351, 0.673963601265933, 0.5282174572643183, 0.7250028923792355, 0.9276172300346962, 0.8810807296997831, 0.8842527744531617]|  0.5829194188117981|      0.50000000|[2963, 432, 0, 54]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      28|[0.0321621509920534, 0.0198117677627099, 0.0159302145268262, 0.0119079954763424, 7.71356929829e-05, 0.0186973064958653, -0.001545389140547, 0.014154459037639, 0.0158853251183308, 0.0232297054132038, 1.0053205597719361, -1.7635529775566416, 0.8410556859665809, 0.8457285326327207, 0.8384965979477104, 0.8294050075501351, 0.673963601265933, 0.5282174572643183, 0.7250028923792355, 0.9276172300346962, 0.8810807296997831, 0.8842527744531617]|  0.5829194188117981|      0.25000000|[3072, 448, 0, 56]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      29|[0.0321621509920534, 0.0198117677627099, 0.0159302145268262, 0.0119079954763424, 7.71356929829e-05, 0.0186973064958653, -0.001545389140547, 0.014154459037639, 0.0158853251183308, 0.0232297054132038, 1.0053205597719361, -1.7635529775566416, 0.8410556859665809, 0.8457285326327207, 0.8384965979477104, 0.8294050075501351, 0.673963601265933, 0.5282174572643183, 0.7250028923792355, 0.9276172300346962, 0.8810807296997831, 0.8842527744531617]|  0.5829194188117981|      0.12500000|[3182, 464, 0, 58]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      30|[0.0029582329617394, -0.007825469824412, -0.0133779594914007, -0.0158575285721767, -0.0262730383040997, -0.0101785411493516, -0.0272296562663194, -0.0118201848636322, -0.0101433848355948, -0.0071267228943141, 0.9896581651984361, -1.8428820548506912, 0.8321914187156708, 0.837844002216374, 0.8318651614636566, 0.8197829128145024, 0.6564381256325797, 0.5050722637355646, 0.7131375620394825, 0.9218469206637276, 0.8743326066805783, 0.8780296200089115]|  0.5686519145965576|      0.25000000|[3291, 480, 0, 60]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      31|[0.0029582329617394, -0.007825469824412, -0.0133779594914007, -0.0158575285721767, -0.0262730383040997, -0.0101785411493516, -0.0272296562663194, -0.0118201848636322, -0.0101433848355948, -0.0071267228943141, 0.9896581651984361, -1.8428820548506912, 0.8321914187156708, 0.837844002216374, 0.8318651614636566, 0.8197829128145024, 0.6564381256325797, 0.5050722637355646, 0.7131375620394825, 0.9218469206637276, 0.8743326066805783, 0.8780296200089115]|  0.5686519145965576|      0.12500000|[3400, 496, 0, 62]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      32|[-0.0242330040281025, -0.032174191940253, -0.0423664480170218, -0.0445242316612746, -0.0507853476485104, -0.0413306545111603, -0.0558576941006891, -0.0389713331642747, -0.0381672707445632, -0.0364795056631943, 0.9739745749892479, -1.919411255400185, 0.8223684510164625, 0.828988027847891, 0.8224988229734611, 0.8096075839997319, 0.6383656597792481, 0.4786667381905085, 0.6974019382793853, 0.9183848536690371, 0.8685751778675432, 0.8696513485948877]|  0.5551164746284485|      0.25000000|[3510, 512, 0, 64]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
