k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7483358254337571, 1.3366799472559439]                                        | -0.7125811572832137|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.7483358254337571, 1.3366799472559439]                                        | -0.7125811572832137|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.7483358254337571, 1.3366799472559439]                                        | -0.7125811572832137|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.1862095398926613, 1.0952951710459229]                                        | -0.8804402238985514|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[1.1862095398926613, 1.0952951710459229]                                        | -0.8804402238985514|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.1862095398926613, 1.0952951710459229]                                        | -0.8804402238985514|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.9385523341512976, 1.0611497695344485]                                        | -0.9851652738287684|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[0.9385523341512976, 1.0611497695344485]                                        | -0.9851652738287684|      0.25000000|[40, 0, 7, 15]                                                             |  | used linear model with 5 points | actual_k=0
       9|[0.9385523341512976, 1.0611497695344485]                                        | -0.9851652738287684|      0.12500000|[44, 0, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.055955250921979, 1.0182364250628688]                                         | -0.9900992671467002|      0.25000000|[49, 0, 9, 19]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      11|[1.055955250921979, 1.0182364250628688]                                         | -0.9900992671467002|      0.12500000|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
