k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0026971225231969, 0.0141141874876313, 0.0026018909789146, 0.0556950216251051, 0.0851846696618911, 0.0645338158123437, 0.0918828362659449, 0.1187212051462493, 0.1216297072810849, 0.0991731793268242, 0.1422534630451859, 0.1525765144230894, 0.1738254174270048, 0.1815369408116868, 0.199365970414578, 0.2014149128729807, 0.2160696595982183, 0.2536321509381753, 0.2481712149953303, 0.2254583331002876, 0.2786336636949875, 0.2584156125727062, 0.2812452270672399, 0.3076631886920664, 0.3134031336509912, 0.3305754688411805, 0.2899571653752925, 0.3449780695101945, 0.3237010224701126, 0.3250545623653228, 0.3539475106958785, 0.3745167752790838, 0.3689605954211657, 0.3576542264701636, 0.3811395851614791, 0.3828357957767273, 0.3719431045452208, 0.4184535672026991, 0.4066813122620476, 0.4286639835172112, 0.4522422362774795, 0.4278142024876691, 0.4455257772592794, 0.4573186591295743, 0.4757990498155429, 0.4664041025992602, 0.4590446462585674, 0.5107969217541393, 0.4941836147388641, 0.5067894695194262, 0.4973372971436424, 0.5280407608944101, 0.5284966078569019, 0.5392295452070108, 0.4967469778466446, 0.5281993612642526, 0.5705353064136377, 0.5580857791898897, 0.617466230617087, 0.5964353575095516, 0.5978079472359014, 0.6249720754043222, 0.6165947156421289, 0.6661348944747325, 0.6527128920412363, 0.6603156094141361, 0.6670535059425762, 0.6781578617947143, 0.7042555669037623, 0.7191352226323376, 0.7852788341094212, 0.7446888842902579, 0.6972771884050899, 0.7760363966494936, 0.8020991263272308, 0.8108980250982404, 0.8461298508699677, 0.8435068654452925, 0.8494142002382774, 0.9197824382094009, 0.9302418544185326, 0.9237096960328056, 0.970840465178831, 0.9632941786953887, 0.9760888116960403, 1.0083569626463338, 1.0282303929690513, 1.0485535073679195, 1.0890310354917976, 1.0885845079704457, 1.1077187703594962, 1.137906873884135, 1.1373588976098652, 1.1357783756976478, 1.2026600275055375, 1.1967770271296712, 1.2559139235838537, 1.2409708026739112, 1.3090792921659555, 1.3382742611604819]|-158.6219567224380569|      2.00000000|[3862, 1289, 1, 82]                                                        |  | used quadratic model with 5151 points | iterate success | actual_k=16
       2|[-0.0640642014830291, -0.0603457545584041, -0.1029460746204194, 0.0886622125401439, 0.0881538306362575, 0.0838597963905118, 0.1223321515546448, 0.1506706815487938, 0.1405406482651438, 0.1145306970649449, 0.1866605353860956, 0.207540639176354, 0.2527181801819182, 0.2778772868623113, 0.2877466302696077, 0.2825760957506848, 0.3277210939524056, 0.3652485972002798, 0.3706223699043552, 0.2781783779027485, 0.3194074405876876, 0.3883964949971956, 0.3939738297525522, 0.3964164450172598, 0.3797511955973124, 0.3786788454473109, 0.4711033591581968, 0.3751965052352939, 0.4254373156778116, 0.4258185403397312, 0.472534737394728, 0.4279262709182947, 0.467501747089447, 0.4499259651630231, 0.4396535985132259, 0.4531328733088945, 0.4333680950546055, 0.454614095546666, 0.3836249412877626, 0.5005505795779054, 0.4844567519510828, 0.537229724911058, 0.5679018601628263, 0.5875672904253657, 0.5705990326422693, 0.5912183240608333, 0.585327909745962, 0.5744366549587508, 0.539037514473955, 0.5946716226839247, 0.5555550712951923, 0.6050599772052074, 0.593053136955335, 0.6251112671822248, 0.5153397117192422, 0.6169646342313773, 0.6304321557895487, 0.6123929737814372, 0.6851501608892496, 0.6905452499804862, 0.6856803514380162, 0.6860270143461278, 0.7484920039031236, 0.7514979146660105, 0.6871042478628947, 0.7077857859162431, 0.7548382646913752, 0.8114049004420376, 0.7536339345894972, 0.7636534527528477, 0.8158955194302983, 0.908386682732345, 0.7850468981019878, 0.8407445592788051, 0.7855901092917691, 0.9766223698597961, 1.0036072467052615, 0.9617439165382878, 0.9687769825354666, 1.0978493557458926, 1.1074244770970108, 1.1353590329947008, 1.2588756309304188, 1.2382632272080503, 1.2341919257526375, 1.3002446044677347, 1.3577080586917698, 1.3588106655725452, 1.435854765884644, 1.416104369313718, 1.4683116681976462, 1.6027413584278207, 1.536610653942456, 1.5817023711748774, 1.6748868359749107, 1.6613328080786822, 1.8192125236043677, 1.831015771169044, 1.904152933886411, 1.964399222127893]|-486.9734194373408513|      4.00000000|[7729, 2573, 2, 164]                                                       |  | used quadratic model with 5151 points | iterate success | actual_k=16
       3|[-0.4890962613838329, -0.5036784302393824, -0.6343574416558023, -0.2147608987760535, -0.1216235804107659, -0.1479517704912904, 0.1593131586219592, 0.0812811412612992, 0.2627641570059536, 0.0040716513489341, 0.2891811331506384, 0.2350745914078263, 0.4529902211148209, 0.5398071142618648, 0.2149996026343357, 0.5500937638061374, 0.5214615710469681, 0.6114712290733693, 0.6112290612573894, 0.3629690768789463, 0.5137506907990972, 0.4733299721507501, 0.7439545155899009, 0.5322805551184542, 0.6664847220234948, 0.739102246115847, 0.7872199813309818, 0.6383186133169072, 0.7170393771465685, 0.6323915644114482, 0.6761815833996122, 0.6081257532641609, 0.8116867858336085, 0.6334711782057345, 0.6675303836553969, 0.8097302143305044, 0.7252011370684404, 0.8201916588485485, 0.7162762746477457, 0.6502397198667811, 0.8116859788092137, 0.898696252716208, 0.8127368820720258, 0.9570403960165743, 0.9421020849165731, 0.9257269466932159, 1.0685727301968275, 1.1137807260228103, 0.8197840207311407, 0.908853191675985, 0.8603057878911783, 1.0122381635478144, 0.9119881753480088, 0.9882562361437235, 0.6950409948041762, 0.9199593398078905, 0.9925370793908794, 1.017127646547387, 0.993430770919357, 1.0396800725496007, 1.1346949739604661, 1.0319404629777782, 1.0754743909946627, 1.2501132923840135, 1.0518414787352734, 1.1178587301197034, 1.1366452477808573, 1.2787561602238422, 1.2685059323190937, 1.1243255453996095, 1.3530291332226856, 1.3987548885030598, 1.2333134364661023, 1.2698270551838577, 1.2174659876679628, 1.5392065383451907, 1.4312799658376358, 1.4878549625504736, 1.4943590428039073, 1.6637627865051572, 1.5906574598240952, 1.6854279425651695, 1.8552471395048402, 1.8778936502276835, 1.8213800751463367, 1.9960516334490626, 2.0016012994022865, 2.0754660971454832, 2.291609726335426, 2.0039611723906585, 2.153937401119133, 2.248793071723977, 2.2009601886634513, 2.207109486297931, 2.048763833795394, 2.2815981374503393, 2.116468834456628, 2.093600429764872, 2.0955555936119823, 2.041957892617994]|-1154.7569872264905371|      8.00000000|[11592, 3861, 3, 246]                                                      |  | used quadratic model with 5151 points | iterate success | actual_k=16
       4|[-1.1965674687316596, -1.6295319339987635, -0.5598406041485122, -0.5273895143866952, 0.7065997538216772, -0.6455417898150739, -0.6462976700680065, -0.371201548800473, 0.0368736188012993, 0.0718362341564103, 1.0684764602759538, 0.9305569393379018, -0.4297282062284113, 0.4282220683847535, 0.0310188066477871, 0.5469573858070973, 1.0598511412148197, 1.378026317958974, 1.5152719850197882, 1.1426409700757585, 0.8754188800798915, 0.7028521146202831, 2.2159983187229955, 1.8664580037881104, 1.4189172891088906, 1.4852195573444527, 1.8292339231377843, 0.5549571522363559, 1.3314255673802229, 1.5192829339624534, 0.9547646001881391, 0.8087948188736809, 0.7386144362750461, 1.218529718389243, 1.3117339726240433, 1.6109336795885214, 1.331778888996011, 0.9776810551603916, 1.3348162995176591, 2.004261591596211, 0.9008468170971322, 2.841249770219392, 1.4091766613113288, 1.6800286514984357, 1.8306123917511048, 1.8429777663307885, 0.811243559285279, 1.4301497431276764, 0.8324871375064447, 0.6741472192397832, 0.9872540689514355, 1.6896571988668625, 1.9432258815851473, 2.9796004487390313, 2.027098213341959, 1.1871419858983905, 1.3342956589673258, 1.9175642100437225, 2.834375321323619, 0.993108141723838, 2.0611172060595035, 1.0431485225461814, 1.6666767941169054, 0.9361526305956276, 0.9911521621686702, 2.2966994372413914, 2.1637482644647674, 1.337305389702121, 1.998912080172863, 0.6265694891037711, 1.847581865499256, 2.029481350862233, 1.5315231351582588, 0.6042746598440677, 1.4634116444808356, 2.563416612068907, 1.4144527346097282, 2.158585673295042, 2.0174350474466434, 0.65475398068199, 1.2697114506369909, 1.6823089937439322, 1.311027781972656, 1.850172741801502, 1.4135136473615626, 1.5476103352483923, 0.3227924568267364, 0.9377717872321596, 0.038440791980082, 1.7635443667488575, 1.761788383508391, 2.060094599164319, 1.0696884889482396, 2.528715868400175, 2.2314279143053244, 1.6218141993150414, 2.9379023389499377, 2.4637426623402052, -0.0734818908097998, 1.7148367646369969]|-1303.8089814234676851|     16.00000000|[15455, 5149, 4, 328]                                                      |  | used quadratic model with 5151 points | iterate success | actual_k=16
       5|[-1.1965674687316596, -1.6295319339987635, -0.5598406041485122, -0.5273895143866952, 0.7065997538216772, -0.6455417898150739, -0.6462976700680065, -0.371201548800473, 0.0368736188012993, 0.0718362341564103, 1.0684764602759538, 0.9305569393379018, -0.4297282062284113, 0.4282220683847535, 0.0310188066477871, 0.5469573858070973, 1.0598511412148197, 1.378026317958974, 1.5152719850197882, 1.1426409700757585, 0.8754188800798915, 0.7028521146202831, 2.2159983187229955, 1.8664580037881104, 1.4189172891088906, 1.4852195573444527, 1.8292339231377843, 0.5549571522363559, 1.3314255673802229, 1.5192829339624534, 0.9547646001881391, 0.8087948188736809, 0.7386144362750461, 1.218529718389243, 1.3117339726240433, 1.6109336795885214, 1.331778888996011, 0.9776810551603916, 1.3348162995176591, 2.004261591596211, 0.9008468170971322, 2.841249770219392, 1.4091766613113288, 1.6800286514984357, 1.8306123917511048, 1.8429777663307885, 0.811243559285279, 1.4301497431276764, 0.8324871375064447, 0.6741472192397832, 0.9872540689514355, 1.6896571988668625, 1.9432258815851473, 2.9796004487390313, 2.027098213341959, 1.1871419858983905, 1.3342956589673258, 1.9175642100437225, 2.834375321323619, 0.993108141723838, 2.0611172060595035, 1.0431485225461814, 1.6666767941169054, 0.9361526305956276, 0.9911521621686702, 2.2966994372413914, 2.1637482644647674, 1.337305389702121, 1.998912080172863, 0.6265694891037711, 1.847581865499256, 2.029481350862233, 1.5315231351582588, 0.6042746598440677, 1.4634116444808356, 2.563416612068907, 1.4144527346097282, 2.158585673295042, 2.0174350474466434, 0.65475398068199, 1.2697114506369909, 1.6823089937439322, 1.311027781972656, 1.850172741801502, 1.4135136473615626, 1.5476103352483923, 0.3227924568267364, 0.9377717872321596, 0.038440791980082, 1.7635443667488575, 1.761788383508391, 2.060094599164319, 1.0696884889482396, 2.528715868400175, 2.2314279143053244, 1.6218141993150414, 2.9379023389499377, 2.4637426623402052, -0.0734818908097998, 1.7148367646369969]|-1303.8089814234676851|      8.00000000|[19317, 6438, 5, 410]                                                      |  | used quadratic model with 5151 points | iterate failure | actual_k=16
       6|[-1.1965674687316596, -1.6295319339987635, -0.5598406041485122, -0.5273895143866952, 0.7065997538216772, -0.6455417898150739, -0.6462976700680065, -0.371201548800473, 0.0368736188012993, 0.0718362341564103, 1.0684764602759538, 0.9305569393379018, -0.4297282062284113, 0.4282220683847535, 0.0310188066477871, 0.5469573858070973, 1.0598511412148197, 1.378026317958974, 1.5152719850197882, 1.1426409700757585, 0.8754188800798915, 0.7028521146202831, 2.2159983187229955, 1.8664580037881104, 1.4189172891088906, 1.4852195573444527, 1.8292339231377843, 0.5549571522363559, 1.3314255673802229, 1.5192829339624534, 0.9547646001881391, 0.8087948188736809, 0.7386144362750461, 1.218529718389243, 1.3117339726240433, 1.6109336795885214, 1.331778888996011, 0.9776810551603916, 1.3348162995176591, 2.004261591596211, 0.9008468170971322, 2.841249770219392, 1.4091766613113288, 1.6800286514984357, 1.8306123917511048, 1.8429777663307885, 0.811243559285279, 1.4301497431276764, 0.8324871375064447, 0.6741472192397832, 0.9872540689514355, 1.6896571988668625, 1.9432258815851473, 2.9796004487390313, 2.027098213341959, 1.1871419858983905, 1.3342956589673258, 1.9175642100437225, 2.834375321323619, 0.993108141723838, 2.0611172060595035, 1.0431485225461814, 1.6666767941169054, 0.9361526305956276, 0.9911521621686702, 2.2966994372413914, 2.1637482644647674, 1.337305389702121, 1.998912080172863, 0.6265694891037711, 1.847581865499256, 2.029481350862233, 1.5315231351582588, 0.6042746598440677, 1.4634116444808356, 2.563416612068907, 1.4144527346097282, 2.158585673295042, 2.0174350474466434, 0.65475398068199, 1.2697114506369909, 1.6823089937439322, 1.311027781972656, 1.850172741801502, 1.4135136473615626, 1.5476103352483923, 0.3227924568267364, 0.9377717872321596, 0.038440791980082, 1.7635443667488575, 1.761788383508391, 2.060094599164319, 1.0696884889482396, 2.528715868400175, 2.2314279143053244, 1.6218141993150414, 2.9379023389499377, 2.4637426623402052, -0.0734818908097998, 1.7148367646369969]|-1303.8089814234676851|      4.00000000|[23180, 7726, 6, 492]                                                      |  | used quadratic model with 5151 points | iterate failure | actual_k=16
       7|[-0.9263237719284296, -1.8666307500850592, -1.2154646432959593, -1.4798135280540161, 0.8170628929951819, -1.381233853457632, -1.405167416050935, -1.4713290476363305, 0.2662784949273334, 0.2857407722605049, 1.360103927769209, 1.144478973189235, -1.105736952320842, 1.0466489463170778, -0.0929875618261498, 1.2637929458926833, 1.1448399193485796, 1.5877761034597238, 1.5419675345270438, 1.402591739869036, 1.036401139547689, 0.9485370006162875, 2.071604151886266, 2.3291099413998335, 1.0463780135496128, 1.6867448654582162, 1.7238215636494316, 0.951532486916072, 1.1626238478904558, 1.4798291249530378, 1.3644748263152335, 1.1661575609925836, 1.4013995936647206, 1.4248150950799856, 1.155123035913923, 1.7962884045483285, 1.2652271001276543, 0.9986337413133405, 1.187100938663371, 2.0859030829405256, 1.1013500485964314, 1.8165011619074527, 0.860632929074415, 2.022415851911804, 2.1419274741580923, 1.9129781759558528, 1.1179848276852926, 1.3977653045036573, 1.4587004135813957, 1.5131566610987193, 1.6209860092873936, 1.621427232734633, 1.8745545777583088, 2.7908745003478646, 2.23598186855007, 1.2367250243140273, 1.2366249773224018, 2.248234070975581, 2.307677623975245, 1.4246452648535162, 2.244176194774906, 1.3015644262506487, 1.9364532488449244, 1.107356431081638, 1.607694344289008, 1.93108738268178, 2.0188368231369265, 1.3035299902504218, 2.060530756410838, 1.2770324733677496, 2.0655265181810214, 1.771140362775166, 1.5089296561759566, 1.3291953783098065, 1.490142637916069, 1.8649536158421007, 1.215549704898369, 2.021056057122009, 1.9943097533022522, 1.232703235454106, 1.1957535670900323, 1.7020346431739826, 1.3273045351324158, 2.140981591465896, 1.0661706869209635, 1.4616359011990059, 0.7365283593913807, 1.4829898207903636, 0.1393235240439975, 1.9436417064145788, 1.4647479502327727, 1.952500477852627, 0.9759689925141601, 1.9622575657866632, 2.0373801839181587, 1.529792196313106, 2.3600090315845588, 1.67356145720938, -0.4956164270596813, 1.7647005487027476]|-1465.6695619943318434|      8.00000000|[27042, 9015, 7, 574]                                                      |  | used quadratic model with 5151 points | iterate success | actual_k=16
       8|[-0.9263237719284296, -1.8666307500850592, -1.2154646432959593, -1.4798135280540161, 0.8170628929951819, -1.381233853457632, -1.405167416050935, -1.4713290476363305, 0.2662784949273334, 0.2857407722605049, 1.360103927769209, 1.144478973189235, -1.105736952320842, 1.0466489463170778, -0.0929875618261498, 1.2637929458926833, 1.1448399193485796, 1.5877761034597238, 1.5419675345270438, 1.402591739869036, 1.036401139547689, 0.9485370006162875, 2.071604151886266, 2.3291099413998335, 1.0463780135496128, 1.6867448654582162, 1.7238215636494316, 0.951532486916072, 1.1626238478904558, 1.4798291249530378, 1.3644748263152335, 1.1661575609925836, 1.4013995936647206, 1.4248150950799856, 1.155123035913923, 1.7962884045483285, 1.2652271001276543, 0.9986337413133405, 1.187100938663371, 2.0859030829405256, 1.1013500485964314, 1.8165011619074527, 0.860632929074415, 2.022415851911804, 2.1419274741580923, 1.9129781759558528, 1.1179848276852926, 1.3977653045036573, 1.4587004135813957, 1.5131566610987193, 1.6209860092873936, 1.621427232734633, 1.8745545777583088, 2.7908745003478646, 2.23598186855007, 1.2367250243140273, 1.2366249773224018, 2.248234070975581, 2.307677623975245, 1.4246452648535162, 2.244176194774906, 1.3015644262506487, 1.9364532488449244, 1.107356431081638, 1.607694344289008, 1.93108738268178, 2.0188368231369265, 1.3035299902504218, 2.060530756410838, 1.2770324733677496, 2.0655265181810214, 1.771140362775166, 1.5089296561759566, 1.3291953783098065, 1.490142637916069, 1.8649536158421007, 1.215549704898369, 2.021056057122009, 1.9943097533022522, 1.232703235454106, 1.1957535670900323, 1.7020346431739826, 1.3273045351324158, 2.140981591465896, 1.0661706869209635, 1.4616359011990059, 0.7365283593913807, 1.4829898207903636, 0.1393235240439975, 1.9436417064145788, 1.4647479502327727, 1.952500477852627, 0.9759689925141601, 1.9622575657866632, 2.0373801839181587, 1.529792196313106, 2.3600090315845588, 1.67356145720938, -0.4956164270596813, 1.7647005487027476]|-1465.6695619943318434|      4.00000000|[30907, 10301, 8, 656]                                                     |  | used quadratic model with 5151 points | iterate failure | actual_k=16
       9|[-1.47690146157959, -1.9635801676491391, -0.8900593809551167, -1.2420993024650286, 1.5412054388760095, -1.4914255842495492, -1.0622595298926119, -1.0057790164952733, 1.61829462908609, 1.6643250519669253, 1.2681411008159467, 1.0742617074443326, -1.2704586437012997, 0.8891012999909361, -0.6245380929442305, 0.9977897483154168, 0.9802992980712865, 1.6017798447513814, 1.465644455527525, 1.0751163289657346, 1.194594284475269, 1.429792097667508, 2.031917371556202, 1.7010715143959303, 1.284491567669963, 1.813402180868916, 1.9829440500309599, 1.2484338052823425, 1.1382714225470896, 1.4479149179698356, 1.0758360420677542, 1.1518958524178902, 1.3769979091079725, 1.3951529699806062, 1.2768272518737769, 2.046859234202591, 1.1978951705653462, 0.9796949211996925, 1.0102354251477361, 2.013974988414235, 1.2278628532267966, 2.1837758915436893, 1.5350425169704929, 2.0786567847450144, 2.085295200187319, 1.8025604681287635, 1.1262071193285321, 1.2724664083250299, 1.4106097195278218, 1.6582718022069054, 1.5574145381536908, 1.8728386470458847, 2.1300831759930055, 1.420992816229755, 1.9215916952644598, 1.2514128199231251, 1.0536999237135292, 1.544761159705113, 1.6397435969962446, 1.650766428714267, 1.6657181567245236, 1.0957853302709508, 1.833072085164146, 1.096822937825102, 1.7545501454548005, 2.2441634523276472, 1.8560541415249179, 1.37167388746651, 2.0114483766732594, 1.3719244642624882, 1.96265646432833, 1.8312956141374055, 1.5653773972783285, 1.190436120434791, 1.1029456097125367, 1.8027357724806041, 1.4099281296923425, 1.8059934481531295, 2.043194913018235, 0.8243606331342183, 1.263736327511057, 1.7214125752924716, 1.403500593990201, 1.8480776620217496, 1.185114844898949, 1.531114451784359, 1.6667692058279644, 1.3847697259230634, 0.6487605856998873, 2.0766307796492907, 1.227086586921294, 1.9661030554627217, 1.2004860225717657, 2.2243500466672783, 1.92911139634824, 1.7683445366874473, 1.4754540647245498, 2.168367499761154, -1.8803012589185935, 1.9465673061270206]|-1525.9561817463300031|      8.00000000|[34772, 11587, 9, 738]                                                     |  | used quadratic model with 5151 points | iterate success | actual_k=16
      10|[-1.47690146157959, -1.9635801676491391, -0.8900593809551167, -1.2420993024650286, 1.5412054388760095, -1.4914255842495492, -1.0622595298926119, -1.0057790164952733, 1.61829462908609, 1.6643250519669253, 1.2681411008159467, 1.0742617074443326, -1.2704586437012997, 0.8891012999909361, -0.6245380929442305, 0.9977897483154168, 0.9802992980712865, 1.6017798447513814, 1.465644455527525, 1.0751163289657346, 1.194594284475269, 1.429792097667508, 2.031917371556202, 1.7010715143959303, 1.284491567669963, 1.813402180868916, 1.9829440500309599, 1.2484338052823425, 1.1382714225470896, 1.4479149179698356, 1.0758360420677542, 1.1518958524178902, 1.3769979091079725, 1.3951529699806062, 1.2768272518737769, 2.046859234202591, 1.1978951705653462, 0.9796949211996925, 1.0102354251477361, 2.013974988414235, 1.2278628532267966, 2.1837758915436893, 1.5350425169704929, 2.0786567847450144, 2.085295200187319, 1.8025604681287635, 1.1262071193285321, 1.2724664083250299, 1.4106097195278218, 1.6582718022069054, 1.5574145381536908, 1.8728386470458847, 2.1300831759930055, 1.420992816229755, 1.9215916952644598, 1.2514128199231251, 1.0536999237135292, 1.544761159705113, 1.6397435969962446, 1.650766428714267, 1.6657181567245236, 1.0957853302709508, 1.833072085164146, 1.096822937825102, 1.7545501454548005, 2.2441634523276472, 1.8560541415249179, 1.37167388746651, 2.0114483766732594, 1.3719244642624882, 1.96265646432833, 1.8312956141374055, 1.5653773972783285, 1.190436120434791, 1.1029456097125367, 1.8027357724806041, 1.4099281296923425, 1.8059934481531295, 2.043194913018235, 0.8243606331342183, 1.263736327511057, 1.7214125752924716, 1.403500593990201, 1.8480776620217496, 1.185114844898949, 1.531114451784359, 1.6667692058279644, 1.3847697259230634, 0.6487605856998873, 2.0766307796492907, 1.227086586921294, 1.9661030554627217, 1.2004860225717657, 2.2243500466672783, 1.92911139634824, 1.7683445366874473, 1.4754540647245498, 2.168367499761154, -1.8803012589185935, 1.9465673061270206]|-1525.9561817463300031|      4.00000000|[38635, 12875, 10, 820]                                                    |  | used quadratic model with 5151 points | iterate failure | actual_k=16
      11|[-1.4184285344305894, -2.08299577580296, -1.7465289818008245, -0.9100051248571415, 1.4900270747804307, -1.4313047398652912, -1.1422596471768756, -1.256170455088056, 1.6869513646630903, 1.7903105022246775, 1.2185470295386935, 1.0562581815605416, -1.0262513258423462, 1.535992585849912, -2.3307008424145432, 1.2683190847085293, 1.3979676634530744, 1.8005417166985844, 1.0315100064764482, 1.1447069096751068, 0.9640659644198819, 1.3051427037827106, 2.0436036457280586, 2.0096863178780455, 0.82761442285551, 2.198046357064352, 2.1527604601245844, 0.8353111512807556, 0.9075737123102845, 1.216382916599578, 0.979609948401631, 0.901669350378552, 1.1543418900614408, 0.8442214950800255, 1.0576713511660243, 1.9868969391849944, 1.050255263441543, 1.4498247247987228, 1.428320273102234, 2.0731103591052373, 1.2285619566624346, 1.414886084314034, 1.478708789567725, 1.9186371978791223, 1.893730045460957, 2.391153624114075, 1.0626029654179285, 1.1933423109447323, 1.252073574974529, 2.0313196227514467, 1.5515444554379505, 1.7360217180325326, 1.6779079506805008, 1.409503271820107, 2.3410315276199944, 0.8850081155670056, 1.2471512584629152, 1.491842754168647, 1.8735505711679283, 1.964853479604554, 1.7127356692387325, 1.2836459364225536, 1.9404495215853332, 1.2518215027867157, 2.146720289280081, 1.9906293545589486, 2.2621825881907087, 1.1496516242355934, 2.014347347321285, 1.197456487249974, 2.2640139318894126, 1.9762712439073076, 1.8189854808181136, 1.0342911484747628, 1.401228769631838, 2.0766269308138963, 1.1081055795714863, 2.3386184617792733, 2.1263700033715476, 1.642745511851506, 0.8887736574645613, 2.146865906213321, 1.381703938492272, 2.2404762951087744, 0.9531398265851454, 1.6797957696940726, 2.140494856887086, 1.5429997056548717, 2.4197546815646325, 2.1441227693882174, 0.9867946855930898, 2.6090480237220754, 1.1979732951456432, 1.499346237344128, 2.452275834613113, 2.0316955531304597, 1.3560581995656815, 1.7120415194137104, -2.0133230451971467, 2.204380643559794]|-1764.5463378700269459|      8.00000000|[42500, 14161, 11, 902]                                                    |  | used quadratic model with 5151 points | iterate success | actual_k=16
