k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|1687370.1489277461078018|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9015379832367931, 1.1753330390740224, -1.3337715445685319, 0.6973200766871231, -0.6659206990488762, 1.1742299325617824, -1.2621680323237225, 0.8112478233142191, -0.9026204484578999, 1.212746018230931, -1.3512247607349992, 0.7338661075608276, -0.70881431553556, 1.1824016216114865, -1.3530862127047345, 0.7609130251357853, -0.9190247069860298, 1.092592328449991, -1.1947146909380013, 0.7992372872253172, -0.661923234956114, 1.1237011958600507, -1.2163427685219887, 0.7613304283418497, -0.6180259524766374, 1.2127299571289603, -1.2852981633144611, 0.853155505596112, -0.7424192282606561, 1.1474394695651422, -1.0333890525101996, 0.6974505484731466, -0.7230033847813905, 1.0934018373436645, -1.158463326287226, 0.7622930527341646, -0.856342132931007, 1.1346116898825553, -1.2973471548722053, 0.914443700200149, -0.861239022185996, 1.1492617015584343, -1.2091189530015136, 0.7823141476113054, -0.759474222616744, 1.1868647505787484, -1.2794757668178578, 0.7960659307332648, -0.8506343518060627, 1.1785410632068374, -0.9713107780453357, 0.7525061143080947, -0.7136720354973483, 1.0590093998310999, -1.223135055164704, 0.8174478786363764, -0.7335667846746508, 0.979369567975497, -1.0566220159621522, 0.7182756713305898, -0.8008862661054544, 1.1092935409882778, -1.2332017038235683, 0.7367432501924389, -0.9364554167176544, 1.2383580763789104, -1.1349645355721554, 0.6797876592295341, -0.7667920044383881, 1.1138787132273342, -1.1299601848118734, 0.6862223500781154, -0.7493347329885803, 1.2774330995877294, -1.2750263707265916, 0.6964583137006597, -0.7777364275284321, 1.116930925350915, -1.2021642124982383, 0.6490044966681516, -0.7805791959832813, 1.3005320139724823, -0.9528052853288754, 0.5976984463362961, -0.7868757720366661, 1.277279717087204, -1.4210307638559851, 0.6478467622652105, -0.6535108453208449, 1.1275205993482404, -1.1390981751601048, 0.9278035103543631, -0.7186968891024569, 1.188584475384779, -1.3354692204743357, 0.8392878975640432, -0.5823913799853623, 1.0311287691107556, -1.116132542123216, 0.6799182291812065]|1575571.5000000000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.9570414251539385, 0.8624964392298529, -1.1160293927169544, 0.710069355091279, -0.7736840593019985, 1.2411551333506796, -1.0355721487907443, 0.8869956826173955, -1.01951589864484, 0.9218529220600953, -1.6375203513868053, 0.7741312849856161, -0.6167655533434079, 1.1693422427498188, -1.431820598871258, 0.7728280583369771, -0.636715633289385, 0.8544789176515111, -1.1654995045303873, 0.5305324117130843, -0.7983624803143551, 0.8978474571227758, -1.0820038959892901, 0.9535413179669667, -0.7347806581212533, 1.0552531920431938, -1.07312636586386, 0.9209701215310493, -0.6520624204946107, 1.0388561619237118, -0.9285940237258653, 0.3649937565309396, -0.6222032699732246, 0.9261848050469028, -1.3007932613313213, 0.8894281231719936, -1.0333804382536373, 1.2065757410093283, -1.2645871065486212, 0.7981649222587844, -0.7255733163596709, 0.6763244315459025, -1.4444068002112664, 0.805106511409123, -0.4512624757533919, 1.2823216954299443, -1.6656346298737938, 0.4260467738061895, -0.6229813612672612, 0.8020821097219064, -1.0634290372839255, 0.7409620704980393, -0.8088093285924997, 0.8512638374149032, -1.3651895837400327, 0.8523714463944232, -0.572455699640654, 0.7571418609501057, -1.3266350923924306, 1.0350503160271087, -0.7439495060961987, 1.110514412316615, -1.1693131584654672, 0.755145906374759, -0.7155026474717388, 1.0422306652982725, -0.9075517618034843, 0.5121374782343182, -0.7901518931339534, 1.0293496990160873, -0.7339863082210982, 0.8248633153365953, -0.8796081539070527, 1.2585121967814918, -1.1836794995333602, 0.8771026557261269, -0.4711392102216767, 0.8918790104663439, -1.1235375499014817, 0.5548824712420456, -0.8818107479343844, 1.0704535923057896, -1.0230848202873264, 0.4327939411750456, -0.4683402585651654, 0.9849120764643015, -1.2778396160663614, 0.5823264640145697, -0.7166924250347328, 0.9484209186103272, -0.7671087508319023, 0.6802306490133929, -0.952790218275291, 1.4251823737362852, -1.2061659991988507, 0.2554717197296047, -0.4175152201724642, 0.8028694836952366, -1.1472356360177078, 0.7889204593288088]|1358014.5000000000000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[-1.4320865466298938, 1.5451418560879566, -0.6969383148580021, 1.040434492349407, -0.7796631390000709, 1.049039456211542, -1.2521300764671959, 0.8408765582072132, -1.2263085000256635, 0.8175634344335113, -1.4212503079031973, 0.6401659335616929, -1.0260312143001582, 1.2780664404303472, -0.3700448918583974, 1.07328888316508, -0.4117862213045261, 0.7450892771088773, -0.5516867762216187, 0.7680205062302976, -0.7229981976293316, 1.1797544865395644, -0.9063052955384248, 0.9135532292524943, -0.6758025951880439, 0.7685990994405085, -1.5495415545878553, 0.3759116537173055, -1.094510515730857, 0.8903184530363852, -1.1187850960040533, 0.3178221860068238, -0.6197290007881114, 0.9377239805825409, -0.6653025357903725, 0.7485681911014734, -1.207860833359884, 0.1090879138815948, -1.3442446844101434, 0.7311817343229695, -0.6815730761888487, 0.2818186027513002, -1.560970795531216, 0.8531964035353915, -0.917507841487775, 0.5480806378005778, -1.1362966171307138, 0.0473331551711095, -0.8783581334359343, 1.228111272814465, -0.6935508348483623, 0.4171715914430952, -0.6591380624897024, 0.1944114156752845, -1.3894114905460104, 0.2798535968211924, -1.3959184793352786, 0.1688308928272771, -1.0471155763225801, 0.9841812024473882, -0.5709006331740643, 1.235255286963444, -0.932765075922112, 0.4359959049233675, -0.9284995850908921, 1.6202011669632683, -0.6052601246224807, 0.4480919591431674, -0.6386369815472772, 0.5642881337975159, -0.1929662812000262, 0.6584933130505516, -0.6956987290338622, 0.9578595392950264, -1.5393741016684956, 0.3424855208061374, 0.9365617248356681, 1.0296691934763502, -1.0403772531645854, 0.3285905532094052, -0.7723696549128544, 1.5666018029882678, -0.2953475032122402, 0.5061925270030516, -0.1542031397365023, 0.8033692309457154, -1.60183687391006, 1.0201808412791114, -0.4886302806395931, 0.6941662281163228, -0.8877117098581001, 0.1843065844568476, -1.4078135823744278, 1.1362190934785759, -1.6528120384094496, -0.4104741095889792, -0.2207354037613602, 0.6381515582666941, -1.3794309183819746, 0.5454319216736925]|1152242.7500000000000000|      8.00000000|[94, 14, 0, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | iterate success | actual_k=2
       4|[-1.4320865466298938, 1.5451418560879566, -0.6969383148580021, 1.040434492349407, -0.7796631390000709, 1.049039456211542, -1.2521300764671959, 0.8408765582072132, -1.2263085000256635, 0.8175634344335113, -1.4212503079031973, 0.6401659335616929, -1.0260312143001582, 1.2780664404303472, -0.3700448918583974, 1.07328888316508, -0.4117862213045261, 0.7450892771088773, -0.5516867762216187, 0.7680205062302976, -0.7229981976293316, 1.1797544865395644, -0.9063052955384248, 0.9135532292524943, -0.6758025951880439, 0.7685990994405085, -1.5495415545878553, 0.3759116537173055, -1.094510515730857, 0.8903184530363852, -1.1187850960040533, 0.3178221860068238, -0.6197290007881114, 0.9377239805825409, -0.6653025357903725, 0.7485681911014734, -1.207860833359884, 0.1090879138815948, -1.3442446844101434, 0.7311817343229695, -0.6815730761888487, 0.2818186027513002, -1.560970795531216, 0.8531964035353915, -0.917507841487775, 0.5480806378005778, -1.1362966171307138, 0.0473331551711095, -0.8783581334359343, 1.228111272814465, -0.6935508348483623, 0.4171715914430952, -0.6591380624897024, 0.1944114156752845, -1.3894114905460104, 0.2798535968211924, -1.3959184793352786, 0.1688308928272771, -1.0471155763225801, 0.9841812024473882, -0.5709006331740643, 1.235255286963444, -0.932765075922112, 0.4359959049233675, -0.9284995850908921, 1.6202011669632683, -0.6052601246224807, 0.4480919591431674, -0.6386369815472772, 0.5642881337975159, -0.1929662812000262, 0.6584933130505516, -0.6956987290338622, 0.9578595392950264, -1.5393741016684956, 0.3424855208061374, 0.9365617248356681, 1.0296691934763502, -1.0403772531645854, 0.3285905532094052, -0.7723696549128544, 1.5666018029882678, -0.2953475032122402, 0.5061925270030516, -0.1542031397365023, 0.8033692309457154, -1.60183687391006, 1.0201808412791114, -0.4886302806395931, 0.6941662281163228, -0.8877117098581001, 0.1843065844568476, -1.4078135823744278, 1.1362190934785759, -1.6528120384094496, -0.4104741095889792, -0.2207354037613602, 0.6381515582666941, -1.3794309183819746, 0.5454319216736925]|1152242.7500000000000000|      4.00000000|[209, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 104 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-1.2868829769163366, 1.3507283159546197, -0.8830767457809517, 0.7583883920485697, -0.0742373596390721, 1.2683340061763677, -1.184222319454056, 1.2670279481858089, -0.8651307954789079, 0.3291127368735789, -0.8874024107158203, 0.5128068357430506, -1.3218068462924797, 0.6200548980580414, -0.701252284306038, 1.1946600263755858, -0.8168248606558712, 0.4681451927114496, -0.4546155390148615, 0.0694368987198365, -0.3407541022810451, 1.1573885662962073, -0.8746716713996086, 0.8505792855779424, -1.0803604289217128, 0.7805085562412333, -1.2652848954113916, 0.9139876247006165, -0.5075179706080444, 0.5370294023540612, -1.1318896175248243, -0.1716602376037148, -0.4307023861528615, 1.2803183665964104, -0.7475105844347774, 0.3350099261386472, -1.1188658009731967, -1.0122652123379314, -1.0013556683676827, 0.5168696232498969, -0.6746976156212653, 0.6990033669924682, -1.427384778161778, 1.8268727868598185, -1.410928189050354, 0.2346734804822446, -1.5343330273163984, 0.2456228687660282, -0.1274269279198876, 1.2295250445742614, -0.1641442288198962, 0.4788543127726065, -0.8424238361101106, -0.1114937020626433, -1.7231628316388328, 0.8617685041141121, -1.4490821581311735, 0.2543344404146656, -1.122471727283492, 0.3225203386404963, -0.4553434544206249, 1.5143491214003681, -0.9722829796772668, 0.5890294548204152, -1.0323367042405898, 1.5900790987107711, -0.7696547558858389, 0.325871220036216, -0.665269360006348, 0.4527273427628042, -0.5867715591748381, 0.3731148784939952, -0.5131450819738235, 0.3967219983797255, -1.6690263795684515, 0.0140793982651058, 1.2453186112882495, 0.6403586492479202, -0.8339243072666529, -0.0630813916829588, -0.8555949241720671, 1.872755622452311, -0.549814932838121, 0.4269023601848217, -0.0020519507848887, 0.5005471557129156, -0.9440980011621772, 0.7171478015889496, -0.6628914375529402, 1.4562479554251506, -0.9254059783384776, -0.1842230167012973, -0.815306236738404, 0.746618061461912, -0.6378572146544836, -0.5653245833855847, 0.6640785166032044, -0.1173033616534096, -0.7572897272896946, 0.9149138047007935]|1039478.5625000000000000|      8.00000000|[273, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | iterate success | actual_k=2
       6|[-1.2868829769163366, 1.3507283159546197, -0.8830767457809517, 0.7583883920485697, -0.0742373596390721, 1.2683340061763677, -1.184222319454056, 1.2670279481858089, -0.8651307954789079, 0.3291127368735789, -0.8874024107158203, 0.5128068357430506, -1.3218068462924797, 0.6200548980580414, -0.701252284306038, 1.1946600263755858, -0.8168248606558712, 0.4681451927114496, -0.4546155390148615, 0.0694368987198365, -0.3407541022810451, 1.1573885662962073, -0.8746716713996086, 0.8505792855779424, -1.0803604289217128, 0.7805085562412333, -1.2652848954113916, 0.9139876247006165, -0.5075179706080444, 0.5370294023540612, -1.1318896175248243, -0.1716602376037148, -0.4307023861528615, 1.2803183665964104, -0.7475105844347774, 0.3350099261386472, -1.1188658009731967, -1.0122652123379314, -1.0013556683676827, 0.5168696232498969, -0.6746976156212653, 0.6990033669924682, -1.427384778161778, 1.8268727868598185, -1.410928189050354, 0.2346734804822446, -1.5343330273163984, 0.2456228687660282, -0.1274269279198876, 1.2295250445742614, -0.1641442288198962, 0.4788543127726065, -0.8424238361101106, -0.1114937020626433, -1.7231628316388328, 0.8617685041141121, -1.4490821581311735, 0.2543344404146656, -1.122471727283492, 0.3225203386404963, -0.4553434544206249, 1.5143491214003681, -0.9722829796772668, 0.5890294548204152, -1.0323367042405898, 1.5900790987107711, -0.7696547558858389, 0.325871220036216, -0.665269360006348, 0.4527273427628042, -0.5867715591748381, 0.3731148784939952, -0.5131450819738235, 0.3967219983797255, -1.6690263795684515, 0.0140793982651058, 1.2453186112882495, 0.6403586492479202, -0.8339243072666529, -0.0630813916829588, -0.8555949241720671, 1.872755622452311, -0.549814932838121, 0.4269023601848217, -0.0020519507848887, 0.5005471557129156, -0.9440980011621772, 0.7171478015889496, -0.6628914375529402, 1.4562479554251506, -0.9254059783384776, -0.1842230167012973, -0.815306236738404, 0.746618061461912, -0.6378572146544836, -0.5653245833855847, 0.6640785166032044, -0.1173033616534096, -0.7572897272896946, 0.9149138047007935]|1039478.5625000000000000|      4.00000000|[395, 62, 0, 31]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-1.8773185897601568, 0.8220639028244386, -1.3257334484740464, -0.207549436293898, -0.5188060738120437, 0.6216231283991205, -1.5663716342342873, 1.0272294081596203, -0.3775753369548733, 0.0165158451701793, -0.5848739165634008, -0.0231990241152411, -0.7083411101984997, 0.253378317656149, -0.1526206745770615, 1.055918967877064, -0.6197769163638508, 0.2027928177661693, -0.4075461048339074, -0.1924057566956046, -0.9827849823570336, 1.2408832770387104, -1.2982676085143796, 0.909786055856157, -1.5222627001724467, 0.7447434474673802, -1.4018449725815332, 0.7272445455302121, -0.9568430151412284, 0.5271056040228836, -1.5465215532834835, -0.3172723907362501, -0.2451829821320992, 1.0380565505492039, -0.8074455432213893, 0.5606800765364881, -0.7840287062154503, -1.936936205494748, -1.5128914868157588, -0.0067204687869437, -0.7726378441410124, -0.0916213479057253, -1.6603432379029925, 1.946206988409631, -1.0006654963325214, 0.4579498566864304, -1.0396515974515963, -0.2261365184152228, 0.1626794273983255, 0.5671529110236251, -0.1060998129038432, 0.7361809363809918, -1.2376228187663638, -0.5791774879332964, -1.8792059441343465, 1.0246537305207684, -1.4542447182558267, 0.2026201399276636, -1.0024173436923556, -0.0849865983624079, -0.7489215639557767, 1.2918944829594012, -1.0681826673439383, 0.624552952038604, -0.5885166490009657, 1.693681121841171, -0.9016090878928353, 0.0620034709294388, -0.2424191305539835, 0.7678979977968332, -1.0412491699589386, 0.3550665630113731, -0.3063835964524488, 0.3464223741625789, -2.082932746662727, -0.826452594412721, 1.0658633477835706, 0.1522712501457107, -0.7864031507041167, 0.024590842063871, -1.772675757845744, 2.3999437853887935, -1.5020279855645602, 0.5115110997653485, -0.7635722129550956, 0.1862938308594853, -1.2501747507759249, 0.4374935648183663, 0.0702651372391744, 1.3928451648604987, -0.9445676016263326, -0.3784171336056025, -0.596911253257556, 0.8541443777659004, -0.7212829212721235, -0.3781516467953199, 0.281149695517949, 0.2210716410036883, -0.9055678305777972, 0.4317002812794479]|885757.5625000000000000|      8.00000000|[434, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | iterate success | actual_k=2
       8|[-1.8773185897601568, 0.8220639028244386, -1.3257334484740464, -0.207549436293898, -0.5188060738120437, 0.6216231283991205, -1.5663716342342873, 1.0272294081596203, -0.3775753369548733, 0.0165158451701793, -0.5848739165634008, -0.0231990241152411, -0.7083411101984997, 0.253378317656149, -0.1526206745770615, 1.055918967877064, -0.6197769163638508, 0.2027928177661693, -0.4075461048339074, -0.1924057566956046, -0.9827849823570336, 1.2408832770387104, -1.2982676085143796, 0.909786055856157, -1.5222627001724467, 0.7447434474673802, -1.4018449725815332, 0.7272445455302121, -0.9568430151412284, 0.5271056040228836, -1.5465215532834835, -0.3172723907362501, -0.2451829821320992, 1.0380565505492039, -0.8074455432213893, 0.5606800765364881, -0.7840287062154503, -1.936936205494748, -1.5128914868157588, -0.0067204687869437, -0.7726378441410124, -0.0916213479057253, -1.6603432379029925, 1.946206988409631, -1.0006654963325214, 0.4579498566864304, -1.0396515974515963, -0.2261365184152228, 0.1626794273983255, 0.5671529110236251, -0.1060998129038432, 0.7361809363809918, -1.2376228187663638, -0.5791774879332964, -1.8792059441343465, 1.0246537305207684, -1.4542447182558267, 0.2026201399276636, -1.0024173436923556, -0.0849865983624079, -0.7489215639557767, 1.2918944829594012, -1.0681826673439383, 0.624552952038604, -0.5885166490009657, 1.693681121841171, -0.9016090878928353, 0.0620034709294388, -0.2424191305539835, 0.7678979977968332, -1.0412491699589386, 0.3550665630113731, -0.3063835964524488, 0.3464223741625789, -2.082932746662727, -0.826452594412721, 1.0658633477835706, 0.1522712501457107, -0.7864031507041167, 0.024590842063871, -1.772675757845744, 2.3999437853887935, -1.5020279855645602, 0.5115110997653485, -0.7635722129550956, 0.1862938308594853, -1.2501747507759249, 0.4374935648183663, 0.0702651372391744, 1.3928451648604987, -0.9445676016263326, -0.3784171336056025, -0.596911253257556, 0.8541443777659004, -0.7212829212721235, -0.3781516467953199, 0.281149695517949, 0.2210716410036883, -0.9055678305777972, 0.4317002812794479]|885757.5625000000000000|      4.00000000|[546, 86, 0, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-1.8773185897601568, 0.8220639028244386, -1.3257334484740464, -0.207549436293898, -0.5188060738120437, 0.6216231283991205, -1.5663716342342873, 1.0272294081596203, -0.3775753369548733, 0.0165158451701793, -0.5848739165634008, -0.0231990241152411, -0.7083411101984997, 0.253378317656149, -0.1526206745770615, 1.055918967877064, -0.6197769163638508, 0.2027928177661693, -0.4075461048339074, -0.1924057566956046, -0.9827849823570336, 1.2408832770387104, -1.2982676085143796, 0.909786055856157, -1.5222627001724467, 0.7447434474673802, -1.4018449725815332, 0.7272445455302121, -0.9568430151412284, 0.5271056040228836, -1.5465215532834835, -0.3172723907362501, -0.2451829821320992, 1.0380565505492039, -0.8074455432213893, 0.5606800765364881, -0.7840287062154503, -1.936936205494748, -1.5128914868157588, -0.0067204687869437, -0.7726378441410124, -0.0916213479057253, -1.6603432379029925, 1.946206988409631, -1.0006654963325214, 0.4579498566864304, -1.0396515974515963, -0.2261365184152228, 0.1626794273983255, 0.5671529110236251, -0.1060998129038432, 0.7361809363809918, -1.2376228187663638, -0.5791774879332964, -1.8792059441343465, 1.0246537305207684, -1.4542447182558267, 0.2026201399276636, -1.0024173436923556, -0.0849865983624079, -0.7489215639557767, 1.2918944829594012, -1.0681826673439383, 0.624552952038604, -0.5885166490009657, 1.693681121841171, -0.9016090878928353, 0.0620034709294388, -0.2424191305539835, 0.7678979977968332, -1.0412491699589386, 0.3550665630113731, -0.3063835964524488, 0.3464223741625789, -2.082932746662727, -0.826452594412721, 1.0658633477835706, 0.1522712501457107, -0.7864031507041167, 0.024590842063871, -1.772675757845744, 2.3999437853887935, -1.5020279855645602, 0.5115110997653485, -0.7635722129550956, 0.1862938308594853, -1.2501747507759249, 0.4374935648183663, 0.0702651372391744, 1.3928451648604987, -0.9445676016263326, -0.3784171336056025, -0.596911253257556, 0.8541443777659004, -0.7212829212721235, -0.3781516467953199, 0.281149695517949, 0.2210716410036883, -0.9055678305777972, 0.4317002812794479]|885757.5625000000000000|      2.00000000|[658, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-1.7436169017181646, 0.9612309254720549, -1.1547777363250238, -0.2326664213196913, -0.6302166074293004, 0.7742508260062394, -1.3699092633168006, 0.9119297127204398, -0.6484993868181973, -0.088560140033505, -0.4220664257554568, 0.0681247442023842, -0.5541334570022969, 0.243349747078171, -0.2382534415907872, 1.0339204497041161, -0.6127082775880166, -0.0976101349073161, -0.1622520819055203, -0.0739411145533703, -1.0294410297482814, 1.1229591358045292, -1.4797699329457519, 0.9628580420437354, -0.9040619342465173, 0.4448891576390682, -1.2866762431480956, 0.3502649592187673, -1.1317643961595432, 0.471310743590295, -1.585259140326476, -0.2047750594357015, -0.0255748575353047, 1.2125885488989752, -0.761973123343094, 0.5194946980330324, -0.4804802876415812, -2.151893632515037, -1.6586908372789662, 0.1001831437806184, -0.8981189964422547, 0.2515268677604999, -1.6530998367956438, 1.8729764751266684, -1.1024619598535264, 0.1876894915651528, -1.1539630355375257, -0.1094322597012036, 0.054189791217862, 0.3751720273271872, 0.0763644805037778, 0.5930137257006861, -1.5774508729564973, -0.6210373051957585, -1.8258350705389323, 0.813693801253096, -1.539428886551597, 0.1444343125430534, -0.8207324058955249, 0.0888222253502892, -0.6650281098011124, 1.4329284427494833, -1.048533199595552, 0.2432575879310767, -0.5028583036812171, 1.8256624519185645, -0.9498017416359081, -0.0474763493119131, -0.539668678292234, 0.6954645874059868, -1.2844697069872606, 0.5680972951120622, -0.03569162371711, -0.0585402582180403, -2.3824715941661854, -0.8012136768159673, 1.497562484094316, -0.1642962928768086, -0.6203352736126477, -0.3532255511878011, -1.7426419760603402, 2.4901689798603024, -1.4082054982684005, 0.8210833634567893, -0.7175995870710481, 0.1637750468171541, -1.1389516326136964, 0.4144090106779528, 0.4986039966104846, 1.1034179819881478, -0.6538001232574301, -0.3198091603871225, -0.6448374470695614, 0.8595666638039053, -0.4816294149224837, -0.2707479677078288, 0.4627139276267473, -0.0105654200969269, -1.1765981807837396, 0.2102205726241164]|834418.4375000000000000|      4.00000000|[685, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
