k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0119109259088076, 0.042914099215867, -0.1499860710325434, -0.0955936702565702, 0.3184440603516496, -0.2515455912669392, 0.2139132293695757, -0.0012295780601137, 0.077073685619535]|365476.7603399152867496|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[0.0119109259088076, 0.042914099215867, -0.1499860710325434, -0.0955936702565702, 0.3184440603516496, -0.2515455912669392, 0.2139132293695757, -0.0012295780601137, 0.077073685619535]|365476.7603399152867496|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0081073598921469, 0.2204362939426386, -0.1190513447241771, 0.186331561326692, 0.607965362312389, -0.0755653756132673, 0.212924932567341, 0.1509750954537878, 0.0856614565352274]|101173.8071937315107789|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.0081073598921469, 0.2204362939426386, -0.1190513447241771, 0.186331561326692, 0.607965362312389, -0.0755653756132673, 0.212924932567341, 0.1509750954537878, 0.0856614565352274]|101173.8071937315107789|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0081073598921469, 0.2204362939426386, -0.1190513447241771, 0.186331561326692, 0.607965362312389, -0.0755653756132673, 0.212924932567341, 0.1509750954537878, 0.0856614565352274]|101173.8071937315107789|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0975760578445536, 0.1938193742297016, -0.0487453528539235, -0.0060833350673694, 0.6755072712413774, -0.0086387119456924, 0.2370431483305675, 0.1918252599166975, 0.0626624394952385]|10735.6094555488325568|      0.50000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[0.0975760578445536, 0.1938193742297016, -0.0487453528539235, -0.0060833350673694, 0.6755072712413774, -0.0086387119456924, 0.2370431483305675, 0.1918252599166975, 0.0626624394952385]|10735.6094555488325568|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0975760578445536, 0.1938193742297016, -0.0487453528539235, -0.0060833350673694, 0.6755072712413774, -0.0086387119456924, 0.2370431483305675, 0.1918252599166975, 0.0626624394952385]|10735.6094555488325568|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0928728356672979, 0.1350355669424292, -0.0436763778211993, 0.0168518985406065, 0.7526442259042124, 0.0007914669948718, 0.2950467307682935, 0.227793952894001, 0.0326887217776035]|4240.5609663662280582|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[0.0928728356672979, 0.1350355669424292, -0.0436763778211993, 0.0168518985406065, 0.7526442259042124, 0.0007914669948718, 0.2950467307682935, 0.227793952894001, 0.0326887217776035]|4240.5609663662280582|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0928728356672979, 0.1350355669424292, -0.0436763778211993, 0.0168518985406065, 0.7526442259042124, 0.0007914669948718, 0.2950467307682935, 0.227793952894001, 0.0326887217776035]|4240.5609663662280582|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.067370197309587, 0.1302948655165226, -0.0591642351036642, -0.0158582103704967, 0.7929498604639589, -0.0106039306108283, 0.2986051862307087, 0.2154886739505277, 0.0349436008425405]|2531.4629459340276298|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[0.067370197309587, 0.1302948655165226, -0.0591642351036642, -0.0158582103704967, 0.7929498604639589, -0.0106039306108283, 0.2986051862307087, 0.2154886739505277, 0.0349436008425405]|2531.4629459340276298|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.067370197309587, 0.1302948655165226, -0.0591642351036642, -0.0158582103704967, 0.7929498604639589, -0.0106039306108283, 0.2986051862307087, 0.2154886739505277, 0.0349436008425405]|2531.4629459340276298|      0.03125000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[0.0778328507559083, 0.1439884522193641, -0.0590690369104649, 0.0069644043495948, 0.8010753029349378, -0.0101218885434012, 0.3049755587767587, 0.2083255652142914, 0.0356874473788977]|1769.2506323285840608|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[0.0778328507559083, 0.1439884522193641, -0.0590690369104649, 0.0069644043495948, 0.8010753029349378, -0.0101218885434012, 0.3049755587767587, 0.2083255652142914, 0.0356874473788977]|1769.2506323285840608|      0.03125000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[0.0759880313559206, 0.1420869158699896, -0.0563004224400439, 0.0152661993629646, 0.8244365634065224, -0.003538731879209, 0.292016411041481, 0.1983534931534087, 0.0296467437224608]|1194.0138979226944684|      0.06250000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.0759880313559206, 0.1420869158699896, -0.0563004224400439, 0.0152661993629646, 0.8244365634065224, -0.003538731879209, 0.292016411041481, 0.1983534931534087, 0.0296467437224608]|1194.0138979226944684|      0.03125000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.0759880313559206, 0.1420869158699896, -0.0563004224400439, 0.0152661993629646, 0.8244365634065224, -0.003538731879209, 0.292016411041481, 0.1983534931534087, 0.0296467437224608]|1194.0138979226944684|      0.01562500|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[0.0759880313559206, 0.1420869158699896, -0.0563004224400439, 0.0152661993629646, 0.8244365634065224, -0.003538731879209, 0.292016411041481, 0.1983534931534087, 0.0296467437224608]|1194.0138979226944684|      0.00781250|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[0.0762224585766542, 0.1424915593795608, -0.055616003039099, 0.01034953693795, 0.8300071405837388, -0.0017552813755298, 0.2928398410903519, 0.1994332502255496, 0.0293024672728162]|1001.1037410159078718|      0.01562500|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[0.0752751630528991, 0.1443662244590064, -0.0587877366212317, 0.0093718427068121, 0.8445116897164175, -0.0045876966636309, 0.2912718588750686, 0.1987390352196768, 0.0265880460644246]|725.7279368943993632|      0.03125000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[0.0752751630528991, 0.1443662244590064, -0.0587877366212317, 0.0093718427068121, 0.8445116897164175, -0.0045876966636309, 0.2912718588750686, 0.1987390352196768, 0.0265880460644246]|725.7279368943993632|      0.01562500|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[0.0752751630528991, 0.1443662244590064, -0.0587877366212317, 0.0093718427068121, 0.8445116897164175, -0.0045876966636309, 0.2912718588750686, 0.1987390352196768, 0.0265880460644246]|725.7279368943993632|      0.00781250|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[0.0749788396288544, 0.1457377740618817, -0.0579776946100975, 0.0057504540732076, 0.850773283195405, -0.0030818210283312, 0.2924356485015998, 0.2000430539156366, 0.0274629696556544]|623.5722980708575278|      0.01562500|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[0.0739789258440558, 0.1478792545456189, -0.0566868729469337, 0.002482747381072, 0.8608359113668897, -0.0069859313291411, 0.3015341881565852, 0.2047235471305247, 0.0297038908105413]|537.3548261267595763|      0.03125000|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[0.0739789258440558, 0.1478792545456189, -0.0566868729469337, 0.002482747381072, 0.8608359113668897, -0.0069859313291411, 0.3015341881565852, 0.2047235471305247, 0.0297038908105413]|537.3548261267595763|      0.01562500|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[0.0739789258440558, 0.1478792545456189, -0.0566868729469337, 0.002482747381072, 0.8608359113668897, -0.0069859313291411, 0.3015341881565852, 0.2047235471305247, 0.0297038908105413]|537.3548261267595763|      0.00781250|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[0.0741501072564881, 0.1459814243776622, -0.0585136428315665, 0.0066902035489306, 0.86593873916516, -0.0051947887926079, 0.3006364937806419, 0.2062770049620109, 0.0277295077018224]|441.7589090288477109|      0.01562500|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[0.0710714997468025, 0.1507933880606389, -0.0562055224586705, 0.0154675575176398, 0.8737834039672419, 0.0007427063620801, 0.2982239105568532, 0.2106275557905387, 0.0249730645090554]|401.5229273195105293|      0.03125000|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      32|[0.0710714997468025, 0.1507933880606389, -0.0562055224586705, 0.0154675575176398, 0.8737834039672419, 0.0007427063620801, 0.2982239105568532, 0.2106275557905387, 0.0249730645090554]|401.5229273195105293|      0.01562500|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[0.0710714997468025, 0.1507933880606389, -0.0562055224586705, 0.0154675575176398, 0.8737834039672419, 0.0007427063620801, 0.2982239105568532, 0.2106275557905387, 0.0249730645090554]|401.5229273195105293|      0.00781250|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[0.07498044122337, 0.1491472602733502, -0.0553786098418275, 0.0105341046450518, 0.8766728420530521, -0.0001326540320617, 0.2962612713439139, 0.2124266255017266, 0.0263218200804999]|331.9236897833830540|      0.01562500|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      35|[0.07498044122337, 0.1491472602733502, -0.0553786098418275, 0.0105341046450518, 0.8766728420530521, -0.0001326540320617, 0.2962612713439139, 0.2124266255017266, 0.0263218200804999]|331.9236897833830540|      0.00781250|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      36|[0.07498044122337, 0.1491472602733502, -0.0553786098418275, 0.0105341046450518, 0.8766728420530521, -0.0001326540320617, 0.2962612713439139, 0.2124266255017266, 0.0263218200804999]|331.9236897833830540|      0.00390625|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[0.075112860802218, 0.1485679650907195, -0.0552186649191654, 0.009273522400691, 0.8798744189774187, -0.0017221201798907, 0.2963091650110747, 0.2117533936384463, 0.0265646962899439]|298.8790873831728163|      0.00781250|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      38|[0.0738748183123301, 0.1501588973326502, -0.0553058402026226, 0.0086126923891465, 0.8859534300091483, -0.0041354560245564, 0.2940464682108113, 0.209176403171897, 0.0251548012183279]|259.4804870735167697|      0.01562500|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
