k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[-3.994308981729977, -0.0548594087454877, 3.9989156027523367, 0.0610758402936925, -1.9977923615636655, -0.0822503651151676]|  0.8767757416747628|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[-3.994308981729977, -0.0548594087454877, 3.9989156027523367, 0.0610758402936925, -1.9977923615636655, -0.0822503651151676]|  0.8767757416747628|      0.06250000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-3.994308981729977, -0.0548594087454877, 3.9989156027523367, 0.0610758402936925, -1.9977923615636655, -0.0822503651151676]|  0.8767757416747628|      0.03125000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-3.994308981729977, -0.0548594087454877, 3.9989156027523367, 0.0610758402936925, -1.9977923615636655, -0.0822503651151676]|  0.8767757416747628|      0.01562500|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-3.9927977223560496, -0.0519142502965821, 4.002158349625724, 0.0462024543658323, -1.9971654593474322, -0.0812223869135947]|  0.6384216100664256|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[-3.9927977223560496, -0.0519142502965821, 4.002158349625724, 0.0462024543658323, -1.9971654593474322, -0.0812223869135947]|  0.6384216100664256|      0.01562500|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-3.996255203173596, -0.0649559277107967, 4.00017307094653, 0.0393982529868418, -1.9974171476508544, -0.0846573929947926]|  0.4982708856693200|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[-3.996255203173596, -0.0649559277107967, 4.00017307094653, 0.0393982529868418, -1.9974171476508544, -0.0846573929947926]|  0.4982708856693200|      0.01562500|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.996255203173596, -0.0649559277107967, 4.00017307094653, 0.0393982529868418, -1.9974171476508544, -0.0846573929947926]|  0.4982708856693200|      0.00781250|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.9962265686737655, -0.0614966627415544, 4.0002674682055215, 0.0325051391238819, -1.9965445189867927, -0.0855419334587715]|  0.4600781617935267|      0.01562500|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
