k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.1001741162893091, 1.132923873696419, -0.0043268331153867, 0.9749447047457646, 0.9499726341388668, 1.4631516226605332, 0.9911026690099751, 0.9324827761584179]| 94.3247847993465598|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[0.1001741162893091, 1.132923873696419, -0.0043268331153867, 0.9749447047457646, 0.9499726341388668, 1.4631516226605332, 0.9911026690099751, 0.9324827761584179]| 94.3247847993465598|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-0.1074022634794074, 1.1882652477489368, -0.1350641749007205, 1.0552075590597167, 0.9989850388455009, 1.7954278763857767, 1.1021291119957277, 1.1673836167560987]| 53.6710740971109317|      1.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[-0.1074022634794074, 1.1882652477489368, -0.1350641749007205, 1.0552075590597167, 0.9989850388455009, 1.7954278763857767, 1.1021291119957277, 1.1673836167560987]| 53.6710740971109317|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[-0.1074022634794074, 1.1882652477489368, -0.1350641749007205, 1.0552075590597167, 0.9989850388455009, 1.7954278763857767, 1.1021291119957277, 1.1673836167560987]| 53.6710740971109317|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-0.1074022634794074, 1.1882652477489368, -0.1350641749007205, 1.0552075590597167, 0.9989850388455009, 1.7954278763857767, 1.1021291119957277, 1.1673836167560987]| 53.6710740971109317|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-0.1464584398227819, 1.1476466558545473, -0.1239573189197977, 1.061016505973929, 1.0571958177739251, 1.7066712822733294, 1.0997534649373693, 1.1993330688183441]| 47.5765105558286621|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[-0.1464584398227819, 1.1476466558545473, -0.1239573189197977, 1.061016505973929, 1.0571958177739251, 1.7066712822733294, 1.0997534649373693, 1.1993330688183441]| 47.5765105558286621|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-0.17787456597406, 1.1031622542256063, -0.2066967366550356, 1.0258583644905022, 1.035590305867164, 1.7626981947700011, 1.1088674730497108, 1.2291387839933317]| 44.2291782329067686|      0.25000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[-0.17787456597406, 1.1031622542256063, -0.2066967366550356, 1.0258583644905022, 1.035590305867164, 1.7626981947700011, 1.1088674730497108, 1.2291387839933317]| 44.2291782329067686|      0.12500000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[-0.17787456597406, 1.1031622542256063, -0.2066967366550356, 1.0258583644905022, 1.035590305867164, 1.7626981947700011, 1.1088674730497108, 1.2291387839933317]| 44.2291782329067686|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-0.1927489517801979, 1.0581939186593816, -0.230780225711277, 1.010970694536887, 1.0480293724243879, 1.7824665023280146, 1.1222649840527505, 1.240808600612451]| 42.2877420783287121|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[-0.1927489517801979, 1.0581939186593816, -0.230780225711277, 1.010970694536887, 1.0480293724243879, 1.7824665023280146, 1.1222649840527505, 1.240808600612451]| 42.2877420783287121|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.1927489517801979, 1.0581939186593816, -0.230780225711277, 1.010970694536887, 1.0480293724243879, 1.7824665023280146, 1.1222649840527505, 1.240808600612451]| 42.2877420783287121|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-0.2086526682786592, 1.0343024968634822, -0.2302809393917993, 1.003364489733795, 1.050318350000872, 1.7738335327813983, 1.120088952141228, 1.2440067143304376]| 41.5691751913817384|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-0.1942208894299138, 1.0010647251249727, -0.2163444310656409, 0.9772239380207356, 1.025142304249643, 1.7877587422102676, 1.1477677916705884, 1.2329701076991626]| 41.1678476965958566|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-0.2367037421337749, 0.9246729373340127, -0.2508720873288466, 0.952717100589419, 1.0625702326391908, 1.8181313323208077, 1.154963810633721, 1.29474899660026]| 38.3463512470068650|      0.25000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-0.2367037421337749, 0.9246729373340127, -0.2508720873288466, 0.952717100589419, 1.0625702326391908, 1.8181313323208077, 1.154963810633721, 1.29474899660026]| 38.3463512470068650|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-0.2924066736259903, 0.8653236846452037, -0.296791662775011, 0.9567868889342523, 1.1190336127700866, 1.8516582464522158, 1.1919044026105068, 1.2601382404751835]| 35.9755117770537609|      0.25000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-0.2924066736259903, 0.8653236846452037, -0.296791662775011, 0.9567868889342523, 1.1190336127700866, 1.8516582464522158, 1.1919044026105068, 1.2601382404751835]| 35.9755117770537609|      0.12500000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-0.2924066736259903, 0.8653236846452037, -0.296791662775011, 0.9567868889342523, 1.1190336127700866, 1.8516582464522158, 1.1919044026105068, 1.2601382404751835]| 35.9755117770537609|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
