k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.833565344168832, 10.034807202186519, 9.014562044563785]                      |33375614.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[10.644033353169686, 10.888949264594011, 7.397904089518109]                     |5476394.0000000000000000|      4.00000000|[13, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[8.407137684108573, 11.67020227956725, 4.175181406392726]                       |2517768.0000000000000000|      8.00000000|[19, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[8.407137684108573, 11.67020227956725, 4.175181406392726]                       |2517768.0000000000000000|      4.00000000|[28, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[4.997781937271373, 9.693249805922424, 4.859251803689491]                       |365106.5625000000000000|      8.00000000|[34, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[4.997781937271373, 9.693249805922424, 4.859251803689491]                       |365106.5625000000000000|      4.00000000|[43, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[4.997781937271373, 9.693249805922424, 4.859251803689491]                       |365106.5625000000000000|      2.00000000|[52, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[3.7333278079177368, 8.255630480149565, 4.280972953198722]                      |128396.5546875000000000|      4.00000000|[58, 19, 0, 19]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[3.7333278079177368, 8.255630480149565, 4.280972953198722]                      |128396.5546875000000000|      2.00000000|[68, 22, 1, 23]                                                            |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[3.7333278079177368, 8.255630480149565, 4.280972953198722]                      |128396.5546875000000000|      1.00000000|[77, 25, 2, 27]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[4.4786512755646655, 7.65985146652144, 3.9817401082517514]                      |122240.9295543976768386|      2.00000000|[84, 27, 3, 30]                                                            |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
