k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.0148539750660751, 0.1208628436879629, 0.0272116762719163, 0.1166163686089588, 0.1879438552392459, 0.1085200029222182, 0.0153760027342584, 0.0716934633875138, -0.0566025368608991, 0.0451774245018686]|  1.9080635309219360|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.0148539750660751, 0.1208628436879629, 0.0272116762719163, 0.1166163686089588, 0.1879438552392459, 0.1085200029222182, 0.0153760027342584, 0.0716934633875138, -0.0566025368608991, 0.0451774245018686]|  1.9080635309219360|      0.25000000|[45, 14, 2, 16]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.0148539750660751, 0.1208628436879629, 0.0272116762719163, 0.1166163686089588, 0.1879438552392459, 0.1085200029222182, 0.0153760027342584, 0.0716934633875138, -0.0566025368608991, 0.0451774245018686]|  1.9080635309219360|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0586182296835547, 0.1249693795996628, -0.0072755030128925, 0.06039875999345, 0.1823093195743858, 0.1249816605417663, 0.0511823942938519, 0.0083786395065624, -0.0636872921738778, 0.0304670908080361]|  1.6940002441406250|      0.25000000|[64, 20, 3, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.0586182296835547, 0.1249693795996628, -0.0072755030128925, 0.06039875999345, 0.1823093195743858, 0.1249816605417663, 0.0511823942938519, 0.0083786395065624, -0.0636872921738778, 0.0304670908080361]|  1.6940002441406250|      0.12500000|[76, 24, 4, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0458266223795379, 0.1019404156020604, -0.0470763033516133, 0.0533330710403653, 0.1274634818245585, 0.1429110782806472, -0.017952346903634, 0.0288477519378212, -0.0128341622205933, -0.0162538484231513]|  1.1185460090637207|      0.25000000|[83, 26, 4, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.0458266223795379, 0.1019404156020604, -0.0470763033516133, 0.0533330710403653, 0.1274634818245585, 0.1429110782806472, -0.017952346903634, 0.0288477519378212, -0.0128341622205933, -0.0162538484231513]|  1.1185460090637207|      0.12500000|[95, 30, 4, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
