k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[187, 0, 0, 3]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[373, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[559, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[745, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[4.139218781632642, 0.0619101275083586, 0.1681883139768277, 0.0255005318360408, 1.6505346928662172, 0.0263804593321566, 1.1945481874663155, 0.0228513372540391, 0.2976454433002959, 0.0300124303715663, 0.3265633648250166, 0.0108047871749425, 0.0793583112707738, 0.0222094946128249, 0.2485321465833636, 0.0096243032330208, 1.3862552591445592, 0.0361061260499217, 1.1750243204379531, 0.0170496438758017, 0.0912462616627928, 0.0140877015169362, 0.1252968118625095, 0.0200602030496698, 0.3043157514469211, 0.0176681892341502, 0.0970188680424815, 0.0173017729246678, 0.1100297830190212, 0.0232671884929671, 0.5497215123302818, 0.0199243664206397, 0.0167864210531637, 0.0224010088201467, 0.0938814162620744, 0.012976681977133, 0.1145740498496808, 0.0113357199206534, 0.0340067907998073, 0.0189643979088328, 0.0885588635718632, 0.0255032383694596, 0.2818039025402342, 0.0253799540910748, 0.4244748294842767, 0.0220781839512227, 0.1584490305779115, 0.0194687285165353, 0.0771708580906692, 0.0279068600059503, 0.3236233356367491, 0.0166124207451013, 0.1298522523503644, 0.021040984870686, 0.2847100572895186, 0.0168402830984793, 0.0575142920133135, 0.0231095040742542, 0.1592170424645859, 0.0254834665950197, 0.1966445140765419, 0.0208022130232912, 0.1475685834086409, 0.0189224054221151, 0.393607217900445, 0.0222996686027916]|157185.9687500000000000|      0.12500000|[931, 0, 0, 15]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       6|[4.139218781632642, 0.0619101275083586, 0.1681883139768277, 0.0255005318360408, 1.6505346928662172, 0.0263804593321566, 1.1945481874663155, 0.0228513372540391, 0.2976454433002959, 0.0300124303715663, 0.3265633648250166, 0.0108047871749425, 0.0793583112707738, 0.0222094946128249, 0.2485321465833636, 0.0096243032330208, 1.3862552591445592, 0.0361061260499217, 1.1750243204379531, 0.0170496438758017, 0.0912462616627928, 0.0140877015169362, 0.1252968118625095, 0.0200602030496698, 0.3043157514469211, 0.0176681892341502, 0.0970188680424815, 0.0173017729246678, 0.1100297830190212, 0.0232671884929671, 0.5497215123302818, 0.0199243664206397, 0.0167864210531637, 0.0224010088201467, 0.0938814162620744, 0.012976681977133, 0.1145740498496808, 0.0113357199206534, 0.0340067907998073, 0.0189643979088328, 0.0885588635718632, 0.0255032383694596, 0.2818039025402342, 0.0253799540910748, 0.4244748294842767, 0.0220781839512227, 0.1584490305779115, 0.0194687285165353, 0.0771708580906692, 0.0279068600059503, 0.3236233356367491, 0.0166124207451013, 0.1298522523503644, 0.021040984870686, 0.2847100572895186, 0.0168402830984793, 0.0575142920133135, 0.0231095040742542, 0.1592170424645859, 0.0254834665950197, 0.1966445140765419, 0.0208022130232912, 0.1475685834086409, 0.0189224054221151, 0.393607217900445, 0.0222996686027916]|157185.9687500000000000|      0.06250000|[1117, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[4.139218781632642, 0.0619101275083586, 0.1681883139768277, 0.0255005318360408, 1.6505346928662172, 0.0263804593321566, 1.1945481874663155, 0.0228513372540391, 0.2976454433002959, 0.0300124303715663, 0.3265633648250166, 0.0108047871749425, 0.0793583112707738, 0.0222094946128249, 0.2485321465833636, 0.0096243032330208, 1.3862552591445592, 0.0361061260499217, 1.1750243204379531, 0.0170496438758017, 0.0912462616627928, 0.0140877015169362, 0.1252968118625095, 0.0200602030496698, 0.3043157514469211, 0.0176681892341502, 0.0970188680424815, 0.0173017729246678, 0.1100297830190212, 0.0232671884929671, 0.5497215123302818, 0.0199243664206397, 0.0167864210531637, 0.0224010088201467, 0.0938814162620744, 0.012976681977133, 0.1145740498496808, 0.0113357199206534, 0.0340067907998073, 0.0189643979088328, 0.0885588635718632, 0.0255032383694596, 0.2818039025402342, 0.0253799540910748, 0.4244748294842767, 0.0220781839512227, 0.1584490305779115, 0.0194687285165353, 0.0771708580906692, 0.0279068600059503, 0.3236233356367491, 0.0166124207451013, 0.1298522523503644, 0.021040984870686, 0.2847100572895186, 0.0168402830984793, 0.0575142920133135, 0.0231095040742542, 0.1592170424645859, 0.0254834665950197, 0.1966445140765419, 0.0208022130232912, 0.1475685834086409, 0.0189224054221151, 0.393607217900445, 0.0222996686027916]|157185.9687500000000000|      0.03125000|[1303, 0, 0, 21]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[4.140104413450257, 0.0731772405552428, 0.1683556663726311, 0.0275096875184216, 1.6483219526555695, 0.0375360209764548, 1.1973892039827936, 0.0287218897653763, 0.2946621597421613, 0.0262922841248987, 0.3230858528725474, 0.0143135050883867, 0.0772976495722394, 0.019317027862766, 0.2501081626796177, 0.0147060301242766, 1.3856090630720082, 0.0400300105111792, 1.1766181246242848, 0.0338791314713823, 0.0908216462027716, 0.0176240311918088, 0.1248186018584172, 0.0227298939032345, 0.3057757634099177, 0.0196043621885509, 0.0976290786879784, 0.0179308554682624, 0.109656277954317, 0.0258829846052926, 0.548857640264042, 0.0254970439422742, 0.0139598660225826, 0.0220669816629166, 0.0923559100459183, 0.0123964364028421, 0.1135190439548522, 0.0073516461328491, 0.0334198291091794, 0.0167072056593779, 0.088006922432745, 0.0272720739650714, 0.278278925381005, 0.0250746910244152, 0.4231907823675122, 0.0227461140234986, 0.1597505543503921, 0.0141530652743802, 0.0809773238591587, 0.0266314096006697, 0.323475002434045, 0.0165175951415385, 0.1312750329104637, 0.0235708667300483, 0.2849075241067154, 0.0198212251793246, 0.0538720585216221, 0.0263823564885345, 0.1574484955298643, 0.0212744575775164, 0.1955754170716733, 0.0247574103795611, 0.1482704526118824, 0.0170729199419349, 0.3913803782725908, 0.0280093884194218]|135791.4687500000000000|      0.06250000|[1489, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       9|[4.140104413450257, 0.0731772405552428, 0.1683556663726311, 0.0275096875184216, 1.6483219526555695, 0.0375360209764548, 1.1973892039827936, 0.0287218897653763, 0.2946621597421613, 0.0262922841248987, 0.3230858528725474, 0.0143135050883867, 0.0772976495722394, 0.019317027862766, 0.2501081626796177, 0.0147060301242766, 1.3856090630720082, 0.0400300105111792, 1.1766181246242848, 0.0338791314713823, 0.0908216462027716, 0.0176240311918088, 0.1248186018584172, 0.0227298939032345, 0.3057757634099177, 0.0196043621885509, 0.0976290786879784, 0.0179308554682624, 0.109656277954317, 0.0258829846052926, 0.548857640264042, 0.0254970439422742, 0.0139598660225826, 0.0220669816629166, 0.0923559100459183, 0.0123964364028421, 0.1135190439548522, 0.0073516461328491, 0.0334198291091794, 0.0167072056593779, 0.088006922432745, 0.0272720739650714, 0.278278925381005, 0.0250746910244152, 0.4231907823675122, 0.0227461140234986, 0.1597505543503921, 0.0141530652743802, 0.0809773238591587, 0.0266314096006697, 0.323475002434045, 0.0165175951415385, 0.1312750329104637, 0.0235708667300483, 0.2849075241067154, 0.0198212251793246, 0.0538720585216221, 0.0263823564885345, 0.1574484955298643, 0.0212744575775164, 0.1955754170716733, 0.0247574103795611, 0.1482704526118824, 0.0170729199419349, 0.3913803782725908, 0.0280093884194218]|135791.4687500000000000|      0.03125000|[1675, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[4.139878973955002, 0.0837851224293225, 0.1762163162681352, 0.0311600760515653, 1.6423295658293686, 0.0448349336301544, 1.1953873046782841, 0.0373653311339711, 0.3034908909278569, 0.0243988698118858, 0.323839606496703, 0.0189124133583734, 0.0808083153278636, 0.0182637390123553, 0.2510017711758412, 0.0154689683119188, 1.385553453164749, 0.0423038037202459, 1.1741253123968924, 0.0385031254609431, 0.089569890122797, 0.0232711615481542, 0.1231679026064794, 0.0269638004618588, 0.3039828554634589, 0.0201636250813126, 0.0904486942893856, 0.0230430764261512, 0.1043021174263265, 0.0298122955685802, 0.5506629011520161, 0.0252574246779691, 0.0139371809492171, 0.0250141070840467, 0.0906105255886004, 0.0138097255352955, 0.1120458181009867, 0.0012497792858299, 0.0280672940890246, 0.0169667256766638, 0.0869595907740627, 0.0264297767008084, 0.2788490422622382, 0.0301987946354114, 0.4175788561044578, 0.0223560316447893, 0.1607934831707681, 0.0150132923788516, 0.0792473926961351, 0.0275776064318543, 0.3200718404232725, 0.0189065979715916, 0.1270836488834572, 0.0269772131863763, 0.2863443150969056, 0.0221056133671813, 0.0514629015141073, 0.026882036474364, 0.1537590457943061, 0.0249530272412896, 0.1944427983898655, 0.0216822264985727, 0.1469235954951927, 0.0172985208996629, 0.3867754593891892, 0.0323725101945496]|127056.7734375000000000|      0.06250000|[1800, 0, 0, 29]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
