k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.40294001821794, 3.0923670301368715, 0.2059764058369231, 40.20626454419436, -0.5257350590829166, -1.0337027893999164, 25.164671633068917, -0.3918693240838931, 0.7924198980131211]|1004.5651245117187500|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[10.40294001821794, 3.0923670301368715, 0.2059764058369231, 40.20626454419436, -0.5257350590829166, -1.0337027893999164, 25.164671633068917, -0.3918693240838931, 0.7924198980131211]|1004.5651245117187500|      1.00000000|[19, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.804913311273616, 3.065817141179907, 0.1968232353050554, 39.92896309171451, -0.8194422397331592, -1.1253448501198238, 25.377796786580713, -1.166344439741074, 0.648071403396824]|951.5488281250000000|      2.00000000|[25, 0, 0, 9]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[10.804913311273616, 3.065817141179907, 0.1968232353050554, 39.92896309171451, -0.8194422397331592, -1.1253448501198238, 25.377796786580713, -1.166344439741074, 0.648071403396824]|951.5488281250000000|      1.00000000|[37, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.804913311273616, 3.065817141179907, 0.1968232353050554, 39.92896309171451, -0.8194422397331592, -1.1253448501198238, 25.377796786580713, -1.166344439741074, 0.648071403396824]|951.5488281250000000|      0.50000000|[49, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.581634962876684, 3.050607257981996, 0.2670729667444399, 39.67234187877407, -0.7632263942961945, -1.2584432623477344, 25.551139444891053, -1.1681247336766407, 0.9277135168910928]|942.2901000976562500|      1.00000000|[57, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       7|[10.645603349330143, 2.983717191575065, 0.754699662545672, 39.90061658735367, -0.2204908523942728, -1.389904158011164, 26.14619798659127, -1.0209988124727285, 1.0458663299883537]|874.5203247070312500|      2.00000000|[63, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[10.645603349330143, 2.983717191575065, 0.754699662545672, 39.90061658735367, -0.2204908523942728, -1.389904158011164, 26.14619798659127, -1.0209988124727285, 1.0458663299883537]|874.5203247070312500|      1.00000000|[75, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.645603349330143, 2.983717191575065, 0.754699662545672, 39.90061658735367, -0.2204908523942728, -1.389904158011164, 26.14619798659127, -1.0209988124727285, 1.0458663299883537]|874.5203247070312500|      0.50000000|[87, 0, 0, 34]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.645603349330143, 2.983717191575065, 0.754699662545672, 39.90061658735367, -0.2204908523942728, -1.389904158011164, 26.14619798659127, -1.0209988124727285, 1.0458663299883537]|874.5203247070312500|      0.25000000|[99, 0, 0, 39]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
