k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[46, 3, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[92, 6, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[138, 9, 3, 12]                                                            |  | used linear model with 49 points | iterate failure | actual_k=1
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[184, 12, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[230, 15, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[276, 18, 6, 24]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[322, 21, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[368, 24, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[414, 27, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
      10|[107.46996401345002, 0.0937178370259791, 0.9087502801677362, 102.39998632751373, 0.1816079219448466, 0.8181055545985066, 97.43998410736829, 0.2839405851514714, 0.7160428485987743, 96.29983998769946, 0.3050935309060635, 0.6950213788350866, 93.99021215926813, 0.3565669295659465, 0.6434598406523694, 89.71998212553439, 0.4680263279998442, 0.5321792051454435, 83.7100014259833, 0.6577366727224211, 0.342049564978212, 78.30988346491507, 0.8762446250446908, 0.1236082179646868, 886.3698840915101, 910.0099400568265, 922.5198455781779, 926.4600535060447, 935.5598652744014, 952.8301293798639, 975.7302333040043]|  0.5376293905081808|      0.00390625|[460, 30, 10, 40]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      11|[107.46996401345002, 0.0937178370259791, 0.9087502801677362, 102.39998632751373, 0.1816079219448466, 0.8181055545985066, 97.43998410736829, 0.2839405851514714, 0.7160428485987743, 96.29983998769946, 0.3050935309060635, 0.6950213788350866, 93.99021215926813, 0.3565669295659465, 0.6434598406523694, 89.71998212553439, 0.4680263279998442, 0.5321792051454435, 83.7100014259833, 0.6577366727224211, 0.342049564978212, 78.30988346491507, 0.8762446250446908, 0.1236082179646868, 886.3698840915101, 910.0099400568265, 922.5198455781779, 926.4600535060447, 935.5598652744014, 952.8301293798639, 975.7302333040043]|  0.5376293905081808|      0.00195312|[506, 33, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      12|[107.47000160161318, 0.0936498670149484, 0.9089810575524638, 102.39999028538327, 0.1833255911438056, 0.8183206961277724, 97.44007783501705, 0.2837805348030822, 0.7157865992811634, 96.29991842610042, 0.3052435175857306, 0.6951217102551637, 93.99003658567993, 0.356636041405038, 0.6432640842766665, 89.71992673889264, 0.4679933054334313, 0.5320242701776637, 83.70997578277012, 0.6577152494991486, 0.3418412971230719, 78.30993877630152, 0.8765445135221764, 0.1238011336485129, 886.3698701036997, 910.0097592656515, 922.5195512409422, 926.4602333795016, 935.5597085916071, 952.830370552071, 975.7299038089013]|  0.4536537895705230|      0.00390625|[552, 36, 12, 48]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      13|[107.47000160161318, 0.0936498670149484, 0.9089810575524638, 102.39999028538327, 0.1833255911438056, 0.8183206961277724, 97.44007783501705, 0.2837805348030822, 0.7157865992811634, 96.29991842610042, 0.3052435175857306, 0.6951217102551637, 93.99003658567993, 0.356636041405038, 0.6432640842766665, 89.71992673889264, 0.4679933054334313, 0.5320242701776637, 83.70997578277012, 0.6577152494991486, 0.3418412971230719, 78.30993877630152, 0.8765445135221764, 0.1238011336485129, 886.3698701036997, 910.0097592656515, 922.5195512409422, 926.4602333795016, 935.5597085916071, 952.830370552071, 975.7299038089013]|  0.4536537895705230|      0.00195312|[598, 39, 13, 52]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      14|[107.47000160161318, 0.0936498670149484, 0.9089810575524638, 102.39999028538327, 0.1833255911438056, 0.8183206961277724, 97.44007783501705, 0.2837805348030822, 0.7157865992811634, 96.29991842610042, 0.3052435175857306, 0.6951217102551637, 93.99003658567993, 0.356636041405038, 0.6432640842766665, 89.71992673889264, 0.4679933054334313, 0.5320242701776637, 83.70997578277012, 0.6577152494991486, 0.3418412971230719, 78.30993877630152, 0.8765445135221764, 0.1238011336485129, 886.3698701036997, 910.0097592656515, 922.5195512409422, 926.4602333795016, 935.5597085916071, 952.830370552071, 975.7299038089013]|  0.4536537895705230|      0.00097656|[644, 42, 14, 56]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      15|[107.470073238475, 0.0942400447362035, 0.9091031343733812, 102.40002705620917, 0.1829252210375224, 0.8181860856267877, 97.44014658058039, 0.284205620877338, 0.7160325095766246, 96.300038623272, 0.3050986461657477, 0.6949999741030164, 93.9901548318804, 0.3566356759763565, 0.6432236679487868, 89.71998531387398, 0.4678165733833273, 0.5319760021418143, 83.70998455547296, 0.6578720850883604, 0.3418498498352041, 78.3100058641086, 0.8765800810273083, 0.1239345398450552, 886.3698735510702, 910.0097822056199, 922.5196134107713, 926.4602633771788, 935.5597477760248, 952.830401343729, 975.729877296381]|  0.2911534714666377|      0.00195312|[690, 45, 15, 60]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
      16|[107.470073238475, 0.0942400447362035, 0.9091031343733812, 102.40002705620917, 0.1829252210375224, 0.8181860856267877, 97.44014658058039, 0.284205620877338, 0.7160325095766246, 96.300038623272, 0.3050986461657477, 0.6949999741030164, 93.9901548318804, 0.3566356759763565, 0.6432236679487868, 89.71998531387398, 0.4678165733833273, 0.5319760021418143, 83.70998455547296, 0.6578720850883604, 0.3418498498352041, 78.3100058641086, 0.8765800810273083, 0.1239345398450552, 886.3698735510702, 910.0097822056199, 922.5196134107713, 926.4602633771788, 935.5597477760248, 952.830401343729, 975.729877296381]|  0.2911534714666377|      0.00097656|[736, 48, 16, 64]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
