k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[119.97804431715929, -0.0284200952155968, 0.8634329165067455, 110.02199290197849, 0.1620929472449393, 0.8275087986980515, 100.00228151445428, 0.2668602717818668, 0.6932154768273407, 88.11441051943571, 0.3673872066565736, 0.7468549529070044, 85.95843190160282, 0.3491942173804704, 0.638919149317333, 84.05636246326608, 0.4329186325420345, 0.5803707173651741, 79.98821405727051, 0.650560626603249, 0.3537330047137038, 76.02260732729921, 0.9092383702098062, 0.15397189275603, 886.3991741321697, 910.053783669036, 922.4992703991925, 926.4633181015658, 935.6408786258003, 952.8811247514776, 975.7478217188079]|1538.8377644234174113|      0.50000000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate success | actual_k=2
       4|[119.97804431715929, -0.0284200952155968, 0.8634329165067455, 110.02199290197849, 0.1620929472449393, 0.8275087986980515, 100.00228151445428, 0.2668602717818668, 0.6932154768273407, 88.11441051943571, 0.3673872066565736, 0.7468549529070044, 85.95843190160282, 0.3491942173804704, 0.638919149317333, 84.05636246326608, 0.4329186325420345, 0.5803707173651741, 79.98821405727051, 0.650560626603249, 0.3537330047137038, 76.02260732729921, 0.9092383702098062, 0.15397189275603, 886.3991741321697, 910.053783669036, 922.4992703991925, 926.4633181015658, 935.6408786258003, 952.8811247514776, 975.7478217188079]|1538.8377644234174113|      0.25000000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       5|[119.97804431715929, -0.0284200952155968, 0.8634329165067455, 110.02199290197849, 0.1620929472449393, 0.8275087986980515, 100.00228151445428, 0.2668602717818668, 0.6932154768273407, 88.11441051943571, 0.3673872066565736, 0.7468549529070044, 85.95843190160282, 0.3491942173804704, 0.638919149317333, 84.05636246326608, 0.4329186325420345, 0.5803707173651741, 79.98821405727051, 0.650560626603249, 0.3537330047137038, 76.02260732729921, 0.9092383702098062, 0.15397189275603, 886.3991741321697, 910.053783669036, 922.4992703991925, 926.4633181015658, 935.6408786258003, 952.8811247514776, 975.7478217188079]|1538.8377644234174113|      0.12500000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       6|[119.97804431715929, -0.0284200952155968, 0.8634329165067455, 110.02199290197849, 0.1620929472449393, 0.8275087986980515, 100.00228151445428, 0.2668602717818668, 0.6932154768273407, 88.11441051943571, 0.3673872066565736, 0.7468549529070044, 85.95843190160282, 0.3491942173804704, 0.638919149317333, 84.05636246326608, 0.4329186325420345, 0.5803707173651741, 79.98821405727051, 0.650560626603249, 0.3537330047137038, 76.02260732729921, 0.9092383702098062, 0.15397189275603, 886.3991741321697, 910.053783669036, 922.4992703991925, 926.4633181015658, 935.6408786258003, 952.8811247514776, 975.7478217188079]|1538.8377644234174113|      0.06250000|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[119.97189352392665, -0.0104579380763573, 0.8868039634978124, 110.02582171061479, 0.1259276184699998, 0.8121743532269204, 100.00204019715872, 0.2866083387078432, 0.6993309009255942, 88.11355477510138, 0.3743140749943997, 0.7540687350912925, 85.94533259864038, 0.3573211857013246, 0.6459360172276284, 84.06175770950276, 0.4317311808009412, 0.5913989806308587, 79.98807576334119, 0.6445770844658077, 0.3446520321543237, 76.02749777776909, 0.9071115610756268, 0.1579393189006779, 886.3945649327584, 910.0559732575575, 922.5085836995304, 926.4733281001555, 935.6496728706394, 952.8822596065584, 975.7432879656579]|739.6709475116532531|      0.12500000|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
       8|[119.97189352392665, -0.0104579380763573, 0.8868039634978124, 110.02582171061479, 0.1259276184699998, 0.8121743532269204, 100.00204019715872, 0.2866083387078432, 0.6993309009255942, 88.11355477510138, 0.3743140749943997, 0.7540687350912925, 85.94533259864038, 0.3573211857013246, 0.6459360172276284, 84.06175770950276, 0.4317311808009412, 0.5913989806308587, 79.98807576334119, 0.6445770844658077, 0.3446520321543237, 76.02749777776909, 0.9071115610756268, 0.1579393189006779, 886.3945649327584, 910.0559732575575, 922.5085836995304, 926.4733281001555, 935.6496728706394, 952.8822596065584, 975.7432879656579]|739.6709475116532531|      0.06250000|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       9|[119.98209045198263, -0.0453663871384117, 0.8727973578017499, 110.03665321767014, 0.113435366173358, 0.807363719131401, 99.99237429505853, 0.268689326971379, 0.6959702958817165, 88.11446749490185, 0.3883686604765727, 0.7466541658471996, 85.95420530565664, 0.3816127650844354, 0.6603842339793082, 84.06582952500726, 0.4424647851304661, 0.5909108001643845, 79.99277724895282, 0.6460620241049413, 0.3470968834413103, 76.03542478506223, 0.9078383723772163, 0.1584600258733539, 886.3911905477654, 910.0618816873567, 922.5104801528464, 926.4750117878312, 935.6638157100833, 952.8897125324153, 975.7433958763672]|527.2381644525555657|      0.12500000|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
      10|[119.98209045198263, -0.0453663871384117, 0.8727973578017499, 110.03665321767014, 0.113435366173358, 0.807363719131401, 99.99237429505853, 0.268689326971379, 0.6959702958817165, 88.11446749490185, 0.3883686604765727, 0.7466541658471996, 85.95420530565664, 0.3816127650844354, 0.6603842339793082, 84.06582952500726, 0.4424647851304661, 0.5909108001643845, 79.99277724895282, 0.6460620241049413, 0.3470968834413103, 76.03542478506223, 0.9078383723772163, 0.1584600258733539, 886.3911905477654, 910.0618816873567, 922.5104801528464, 926.4750117878312, 935.6638157100833, 952.8897125324153, 975.7433958763672]|527.2381644525555657|      0.06250000|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[119.98209045198263, -0.0453663871384117, 0.8727973578017499, 110.03665321767014, 0.113435366173358, 0.807363719131401, 99.99237429505853, 0.268689326971379, 0.6959702958817165, 88.11446749490185, 0.3883686604765727, 0.7466541658471996, 85.95420530565664, 0.3816127650844354, 0.6603842339793082, 84.06582952500726, 0.4424647851304661, 0.5909108001643845, 79.99277724895282, 0.6460620241049413, 0.3470968834413103, 76.03542478506223, 0.9078383723772163, 0.1584600258733539, 886.3911905477654, 910.0618816873567, 922.5104801528464, 926.4750117878312, 935.6638157100833, 952.8897125324153, 975.7433958763672]|527.2381644525555657|      0.03125000|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      12|[119.98657445571898, -0.028667558906463, 0.8766352641177506, 110.04006925851118, 0.1013499058189705, 0.7954844439136582, 99.99025049453901, 0.2705616043596575, 0.6977132849589603, 88.12157128513239, 0.3909809375809392, 0.748301311079322, 85.95293438520953, 0.388373187020765, 0.660467482273338, 84.07567286874469, 0.4455021849797512, 0.5878169979910757, 79.9905450671171, 0.6461372133752825, 0.3454360418707524, 76.03829145052393, 0.9029017638202734, 0.1624545385171927, 886.3951884726014, 910.0605713503223, 922.5145313913868, 926.4812273455499, 935.6629255167204, 952.8893823104117, 975.7435492377423]|358.4011312055531562|      0.06250000|[348, 48, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
