k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[145, 48, 0, 3]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[433, 144, 0, 9]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[722, 240, 1, 16]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[4.137178703939852, 0.0408191215062526, 0.1733081549628136, 0.0208043233381145, 1.6551869700753625, 0.0287517431390223, 1.194498902778085, 0.0157620457086995, 0.2957268751640513, 0.0219782535626031, 0.3312854034824033, 0.01800090033139, 0.0813376812949365, 0.0189036843940711, 0.2533125587993919, 0.018396044116963, 1.402601322589582, 0.0179179295612016, 1.1764416541490812, 0.0181412551529063, 0.0857534476187807, 0.0188868457310083, 0.1288168261505417, 0.0176535746394479, 0.3029478356415187, 0.0233309611877381, 0.1062934588526618, 0.0185590646318349, 0.1215459657967499, 0.0203053783033519, 0.5489519857643281, 0.0252453256463766, 0.001847898541727, 0.0181228164977735, 0.0889614579123267, 0.0189594525009437, 0.1064247180938425, 0.0198428458372791, 0.0380886548944971, 0.0212384591161291, 0.0942394689420443, 0.0197015060220012, 0.2790940390204981, 0.0175038635511952, 0.4169384319015332, 0.0164729044954087, 0.1610565307191639, 0.0182527934790903, 0.0706421905707911, 0.0186770961867888, 0.3141837371276944, 0.0197133662478557, 0.1394325319085859, 0.0166300624877916, 0.2866007614963558, 0.0138291289987414, 0.0605573562260627, 0.0213098309994232, 0.1524602723442763, 0.0213918878895427, 0.1967198884278064, 0.0252104322911938, 0.151338590568997, 0.0202335470803249, 0.3883124288822586, 0.0200419930908916]|189703.6771468209917657|      0.06250000|[818, 272, 2, 19]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       7|[4.137178703939852, 0.0408191215062526, 0.1733081549628136, 0.0208043233381145, 1.6551869700753625, 0.0287517431390223, 1.194498902778085, 0.0157620457086995, 0.2957268751640513, 0.0219782535626031, 0.3312854034824033, 0.01800090033139, 0.0813376812949365, 0.0189036843940711, 0.2533125587993919, 0.018396044116963, 1.402601322589582, 0.0179179295612016, 1.1764416541490812, 0.0181412551529063, 0.0857534476187807, 0.0188868457310083, 0.1288168261505417, 0.0176535746394479, 0.3029478356415187, 0.0233309611877381, 0.1062934588526618, 0.0185590646318349, 0.1215459657967499, 0.0203053783033519, 0.5489519857643281, 0.0252453256463766, 0.001847898541727, 0.0181228164977735, 0.0889614579123267, 0.0189594525009437, 0.1064247180938425, 0.0198428458372791, 0.0380886548944971, 0.0212384591161291, 0.0942394689420443, 0.0197015060220012, 0.2790940390204981, 0.0175038635511952, 0.4169384319015332, 0.0164729044954087, 0.1610565307191639, 0.0182527934790903, 0.0706421905707911, 0.0186770961867888, 0.3141837371276944, 0.0197133662478557, 0.1394325319085859, 0.0166300624877916, 0.2866007614963558, 0.0138291289987414, 0.0605573562260627, 0.0213098309994232, 0.1524602723442763, 0.0213918878895427, 0.1967198884278064, 0.0252104322911938, 0.151338590568997, 0.0202335470803249, 0.3883124288822586, 0.0200419930908916]|189703.6771468209917657|      0.03125000|[964, 320, 3, 23]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[4.138643419203309, 0.0542623249113637, 0.1755476087230483, 0.029150077500215, 1.6560334964682064, 0.0323487688002338, 1.1929595612260608, 0.0273101528209726, 0.29211378907012, 0.0229536105291662, 0.3259723454995747, 0.0164322679564904, 0.0843686619873773, 0.0136733340053895, 0.2566788074157501, 0.0173182398438941, 1.401785319226307, 0.0251134141467091, 1.1769655996809947, 0.020249691270242, 0.0880113468455272, 0.0213006125945431, 0.1263924409915272, 0.0162356613785288, 0.304286420423518, 0.017365044070972, 0.1063264403837708, 0.0228116993814708, 0.1166741067537275, 0.0217688159278971, 0.5450762870657243, 0.0241600359946136, 0.0012159789823077, 0.0192213850122458, 0.0911577688778694, 0.0204652593333466, 0.0990780008847334, 0.0250025768245806, 0.0352830620899226, 0.0130230678858158, 0.094482622297124, 0.0229015176255946, 0.2792879639958407, 0.0139229066758865, 0.4177375211587854, 0.0190815898604668, 0.1631400478665226, 0.0163924361826518, 0.0698748065516271, 0.0199684642813218, 0.3175555087533978, 0.0230858434220086, 0.1378554158019716, 0.021558695766895, 0.2861691058064781, 0.0189295502599549, 0.0604413223754262, 0.0227462521531559, 0.1504868762090493, 0.0218294429457393, 0.1987254471095573, 0.0276193958785429, 0.1523754906622462, 0.0210752579099291, 0.388404565565788, 0.0219324807899867]|159167.4991603578382637|      0.06250000|[1060, 352, 4, 26]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       9|[4.138643419203309, 0.0542623249113637, 0.1755476087230483, 0.029150077500215, 1.6560334964682064, 0.0323487688002338, 1.1929595612260608, 0.0273101528209726, 0.29211378907012, 0.0229536105291662, 0.3259723454995747, 0.0164322679564904, 0.0843686619873773, 0.0136733340053895, 0.2566788074157501, 0.0173182398438941, 1.401785319226307, 0.0251134141467091, 1.1769655996809947, 0.020249691270242, 0.0880113468455272, 0.0213006125945431, 0.1263924409915272, 0.0162356613785288, 0.304286420423518, 0.017365044070972, 0.1063264403837708, 0.0228116993814708, 0.1166741067537275, 0.0217688159278971, 0.5450762870657243, 0.0241600359946136, 0.0012159789823077, 0.0192213850122458, 0.0911577688778694, 0.0204652593333466, 0.0990780008847334, 0.0250025768245806, 0.0352830620899226, 0.0130230678858158, 0.094482622297124, 0.0229015176255946, 0.2792879639958407, 0.0139229066758865, 0.4177375211587854, 0.0190815898604668, 0.1631400478665226, 0.0163924361826518, 0.0698748065516271, 0.0199684642813218, 0.3175555087533978, 0.0230858434220086, 0.1378554158019716, 0.021558695766895, 0.2861691058064781, 0.0189295502599549, 0.0604413223754262, 0.0227462521531559, 0.1504868762090493, 0.0218294429457393, 0.1987254471095573, 0.0276193958785429, 0.1523754906622462, 0.0210752579099291, 0.388404565565788, 0.0219324807899867]|159167.4991603578382637|      0.03125000|[1205, 400, 4, 29]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[4.141162759398673, 0.0685111593880727, 0.1735596322713071, 0.0260901651079789, 1.653991153942142, 0.0413868661141666, 1.1951842506794572, 0.0364673858496901, 0.2911138947695518, 0.0197598115773205, 0.3235320070653158, 0.0146215088058513, 0.0892509090152205, 0.0152756319124189, 0.2592836965797154, 0.0166816284528979, 1.3973579633707582, 0.0253417030257017, 1.1725006181299078, 0.0265714196231483, 0.0845641899817004, 0.0228413935324439, 0.1255633174209336, 0.011173985629264, 0.301590516978486, 0.0208768023284766, 0.1031441656311878, 0.0213966430107154, 0.1118415950124133, 0.0199289516682931, 0.5468623700986253, 0.0223616854957921, 0.003550398188722, 0.0196927748597817, 0.0912510642524565, 0.023844932812978, 0.0986231062448716, 0.0237620342273171, 0.036715236888133, 0.0131549272632506, 0.093859773834465, 0.0209196627901564, 0.2807280929241157, 0.0127314042624097, 0.4115782957734084, 0.0184648480360715, 0.1693336428497436, 0.0088539567383877, 0.0734129642226595, 0.0168701576556061, 0.3125746753953985, 0.018781468778663, 0.1365092530038009, 0.0254864125912653, 0.2898766183965799, 0.0175429994387736, 0.0606458184441948, 0.0261225839262923, 0.1487201306210269, 0.0238607115913667, 0.1995498422022104, 0.0318940360638583, 0.152605707157309, 0.0270202881294193, 0.387790127672295, 0.0194504888805915]|141618.6250000000000000|      0.06250000|[1301, 432, 4, 31]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
