k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.9767978611193919, 0.9329520628216629, 0.9058054786849584, 0.980382875728457, 0.9565924790327052, 0.9964840517046201, 0.9753173028838886, 0.9490170380879263, 1.0276432774396105, 1.0185567720300894, 1.0700565674206604, 0.8426822965434254, 1.0048701214475355, 0.9140545781055344, 0.9961156712413799, 0.9711207009307394, 1.0121764660362838, 1.0262856622653482, 0.9742820623540709, 0.9701990061189237, 1.0363298642705054, 1.0192464855349155]|  1.4720557928085327|      0.50000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.9767978611193919, 0.9329520628216629, 0.9058054786849584, 0.980382875728457, 0.9565924790327052, 0.9964840517046201, 0.9753173028838886, 0.9490170380879263, 1.0276432774396105, 1.0185567720300894, 1.0700565674206604, 0.8426822965434254, 1.0048701214475355, 0.9140545781055344, 0.9961156712413799, 0.9711207009307394, 1.0121764660362838, 1.0262856622653482, 0.9742820623540709, 0.9701990061189237, 1.0363298642705054, 1.0192464855349155]|  1.4720557928085327|      0.25000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.8755765103726635, 0.8835082648644895, 0.8524662761063715, 0.9218965879497804, 0.9355292853193414, 0.9304301808882348, 0.925613716387501, 0.9785340525825058, 0.97939706146085, 1.0447933479337144, 1.116940485058158, 0.7388213744451296, 0.951368681284001, 0.8708746695116885, 0.9378347998783707, 0.9345165551447955, 0.9841482667523066, 1.0159490246479865, 0.9782845370489214, 0.9338115960593197, 1.0891595117597959, 0.9491949426065034]|  1.4194817543029785|      0.50000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.8755765103726635, 0.8835082648644895, 0.8524662761063715, 0.9218965879497804, 0.9355292853193414, 0.9304301808882348, 0.925613716387501, 0.9785340525825058, 0.97939706146085, 1.0447933479337144, 1.116940485058158, 0.7388213744451296, 0.951368681284001, 0.8708746695116885, 0.9378347998783707, 0.9345165551447955, 0.9841482667523066, 1.0159490246479865, 0.9782845370489214, 0.9338115960593197, 1.0891595117597959, 0.9491949426065034]|  1.4194817543029785|      0.25000000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.8668528984438503, 0.8863051735636504, 0.8020245806501488, 0.9176714428591867, 0.9270472137962692, 0.9199390979254901, 0.8403411503205673, 0.8667840091898918, 0.9762474002761018, 1.0302287998168411, 1.1071033074827195, 0.6437770107362096, 0.9476509148206563, 0.8213322506451262, 0.8870613391932991, 0.8653720516963153, 0.9402531298923108, 0.898481030757285, 0.9621006818860081, 0.8738886879104961, 1.1073563946439902, 0.9204959918375177]|  1.3744734525680542|      0.50000000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.8668528984438503, 0.8863051735636504, 0.8020245806501488, 0.9176714428591867, 0.9270472137962692, 0.9199390979254901, 0.8403411503205673, 0.8667840091898918, 0.9762474002761018, 1.0302287998168411, 1.1071033074827195, 0.6437770107362096, 0.9476509148206563, 0.8213322506451262, 0.8870613391932991, 0.8653720516963153, 0.9402531298923108, 0.898481030757285, 0.9621006818860081, 0.8738886879104961, 1.1073563946439902, 0.9204959918375177]|  1.3744734525680542|      0.25000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.8370531153558105, 0.8729574669373917, 0.7606138523045423, 0.8884855161865559, 0.9191770014652354, 0.9136622274771562, 0.7615953006580303, 0.8319993970283538, 0.9876539266838686, 1.006028778290232, 1.2046718726059515, 0.5765640156283182, 0.9544238184290239, 0.7613068196175117, 0.9321971079232363, 0.8642750947784169, 1.0167386340033002, 0.7925967413810997, 0.8758262822624479, 0.9415639458375447, 1.1448315087391794, 0.941123368011645]|  1.3403468132019043|      0.50000000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.8370531153558105, 0.8729574669373917, 0.7606138523045423, 0.8884855161865559, 0.9191770014652354, 0.9136622274771562, 0.7615953006580303, 0.8319993970283538, 0.9876539266838686, 1.006028778290232, 1.2046718726059515, 0.5765640156283182, 0.9544238184290239, 0.7613068196175117, 0.9321971079232363, 0.8642750947784169, 1.0167386340033002, 0.7925967413810997, 0.8758262822624479, 0.9415639458375447, 1.1448315087391794, 0.941123368011645]|  1.3403468132019043|      0.25000000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.8694424584937075, 0.8620786848153608, 0.7468475581218823, 0.8324007384346546, 0.8451038548925736, 0.8694946345459673, 0.6883176720550904, 0.7846191613676764, 0.9653697154536379, 0.9557159058441732, 1.1687866393718598, 0.4128253006449021, 1.007295231253523, 0.7567416219292289, 0.9360749881640638, 0.8675370670962016, 0.9912208253831415, 0.7377649835196689, 0.8832023314137911, 0.8925493455993154, 1.1981220306942757, 0.9363198571882702]|  1.2830812931060791|      0.50000000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
