k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.1562481128468486, 1.0903933311883454, -0.1734016091900656, 0.8246489801021275, 1.0606298102500764, 1.3899589854420888, 0.9950802465190657, 1.0288320389020174]|100.8100509643554688|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[0.1562481128468486, 1.0903933311883454, -0.1734016091900656, 0.8246489801021275, 1.0606298102500764, 1.3899589854420888, 0.9950802465190657, 1.0288320389020174]|100.8100509643554688|      0.50000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.2554768094417793, 1.2525942757651531, -0.0290127141158984, 0.9480566962055269, 0.9477047376168009, 1.6194660142333026, 1.0268353752668473, 1.3624979877794487]| 71.5222625732421875|      1.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[0.2554768094417793, 1.2525942757651531, -0.0290127141158984, 0.9480566962055269, 0.9477047376168009, 1.6194660142333026, 1.0268353752668473, 1.3624979877794487]| 71.5222625732421875|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.2554768094417793, 1.2525942757651531, -0.0290127141158984, 0.9480566962055269, 0.9477047376168009, 1.6194660142333026, 1.0268353752668473, 1.3624979877794487]| 71.5222625732421875|      0.25000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.2129403165298193, 1.2469257701638146, 0.0028162386459667, 0.9203451564481451, 0.9645360265371947, 1.5390115330410161, 0.9384128051550926, 1.1520158355442855]| 64.8534622192382812|      0.50000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[0.2129403165298193, 1.2469257701638146, 0.0028162386459667, 0.9203451564481451, 0.9645360265371947, 1.5390115330410161, 0.9384128051550926, 1.1520158355442855]| 64.8534622192382812|      0.25000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.2129403165298193, 1.2469257701638146, 0.0028162386459667, 0.9203451564481451, 0.9645360265371947, 1.5390115330410161, 0.9384128051550926, 1.1520158355442855]| 64.8534622192382812|      0.12500000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.1969554439561795, 1.2449057393666805, 0.0378005937662125, 0.9017432179962296, 0.9037894001120661, 1.5999034189044485, 0.9569945379864222, 1.229811792547079]| 59.2757772466726180|      0.25000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
