k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[119.99910695688223, -0.0042516817175834, 0.8591331693311808, 109.99644766002552, 0.190977508509429, 0.8314395784397479, 100.01046613952455, 0.2636502385157508, 0.7010234239342291, 87.98677483329892, 0.3356154058811642, 0.7093120007538956, 86.01428170664761, 0.3501505288760758, 0.6360180292551686, 84.00713099320939, 0.4768522980284269, 0.5348472236800733, 80.00829153005272, 0.6544664241698859, 0.3195042402493894, 76.00288457334005, 0.8751528552661451, 0.1178950483756337, 886.3683741984865, 910.0104679133635, 922.5352223367273, 926.4437382933193, 935.5665774083634, 952.8324259179719, 975.7266286356639]|2158.1815610500971161|      0.25000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       5|[119.99910695688223, -0.0042516817175834, 0.8591331693311808, 109.99644766002552, 0.190977508509429, 0.8314395784397479, 100.01046613952455, 0.2636502385157508, 0.7010234239342291, 87.98677483329892, 0.3356154058811642, 0.7093120007538956, 86.01428170664761, 0.3501505288760758, 0.6360180292551686, 84.00713099320939, 0.4768522980284269, 0.5348472236800733, 80.00829153005272, 0.6544664241698859, 0.3195042402493894, 76.00288457334005, 0.8751528552661451, 0.1178950483756337, 886.3683741984865, 910.0104679133635, 922.5352223367273, 926.4437382933193, 935.5665774083634, 952.8324259179719, 975.7266286356639]|2158.1815610500971161|      0.12500000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[120.00024034505942, 0.0244557888572762, 0.8617139270242944, 110.0045287192606, 0.0938289438556665, 0.8026621740229364, 100.00213723813363, 0.2783988407338588, 0.7230945033407045, 87.98293135946776, 0.3649082756205101, 0.7074284400583262, 85.9995721395254, 0.3636496066275838, 0.6422687042535208, 84.00738013198367, 0.448710564092403, 0.534281914706082, 80.001391510578, 0.6469367039853016, 0.3244107327096333, 76.0110329070428, 0.8740507377081503, 0.1142208223661389, 886.3756659570844, 909.9816555251836, 922.5342652424825, 926.4517582586526, 935.5592055844412, 952.8141598021386, 975.7325601185042]|1545.9750670078249186|      0.25000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       7|[120.00024034505942, 0.0244557888572762, 0.8617139270242944, 110.0045287192606, 0.0938289438556665, 0.8026621740229364, 100.00213723813363, 0.2783988407338588, 0.7230945033407045, 87.98293135946776, 0.3649082756205101, 0.7074284400583262, 85.9995721395254, 0.3636496066275838, 0.6422687042535208, 84.00738013198367, 0.448710564092403, 0.534281914706082, 80.001391510578, 0.6469367039853016, 0.3244107327096333, 76.0110329070428, 0.8740507377081503, 0.1142208223661389, 886.3756659570844, 909.9816555251836, 922.5342652424825, 926.4517582586526, 935.5592055844412, 952.8141598021386, 975.7325601185042]|1545.9750670078249186|      0.12500000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[120.00024034505942, 0.0244557888572762, 0.8617139270242944, 110.0045287192606, 0.0938289438556665, 0.8026621740229364, 100.00213723813363, 0.2783988407338588, 0.7230945033407045, 87.98293135946776, 0.3649082756205101, 0.7074284400583262, 85.9995721395254, 0.3636496066275838, 0.6422687042535208, 84.00738013198367, 0.448710564092403, 0.534281914706082, 80.001391510578, 0.6469367039853016, 0.3244107327096333, 76.0110329070428, 0.8740507377081503, 0.1142208223661389, 886.3756659570844, 909.9816555251836, 922.5342652424825, 926.4517582586526, 935.5592055844412, 952.8141598021386, 975.7325601185042]|1545.9750670078249186|      0.06250000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       9|[120.0015485806989, -0.0195680803282306, 0.8421410227694877, 110.0035028056525, 0.1171732008564263, 0.818967409474046, 100.00239178313335, 0.2584454440567955, 0.711222820336257, 87.98323053241415, 0.3741793168795527, 0.7124074984755934, 85.99736547423826, 0.3600184252945255, 0.6399014180202537, 84.0080071973444, 0.4478230604058079, 0.537391319045976, 80.0008558418551, 0.6482536682215143, 0.3198729949420082, 76.00777084248158, 0.8723676334957311, 0.1149649714860573, 886.3748286579713, 909.9792639802185, 922.5405433640881, 926.4519608715503, 935.5571146816003, 952.8144011288538, 975.7327702666777]|595.0908062932471694|      0.12500000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
      10|[120.01271877424713, -0.0270152318497911, 0.8471779101943894, 109.99002010366335, 0.0956045374652189, 0.8016468139684088, 100.02216669552854, 0.255653065272146, 0.7368648561673165, 87.99082020656896, 0.4260848262495175, 0.7015729052460133, 86.01667155308184, 0.4167687841421641, 0.632050644350572, 83.98792288759306, 0.4464797169037065, 0.5662310729842982, 80.01172343033485, 0.6508643482932102, 0.3485098194122764, 76.0305396137601, 0.8646304253387591, 0.1503108243141697, 886.3942940729553, 909.962824057481, 922.5533791070357, 926.4674458159998, 935.5259076149233, 952.8293571229606, 975.757892336769]|295.6971805688846189|      0.25000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[120.01271877424713, -0.0270152318497911, 0.8471779101943894, 109.99002010366335, 0.0956045374652189, 0.8016468139684088, 100.02216669552854, 0.255653065272146, 0.7368648561673165, 87.99082020656896, 0.4260848262495175, 0.7015729052460133, 86.01667155308184, 0.4167687841421641, 0.632050644350572, 83.98792288759306, 0.4464797169037065, 0.5662310729842982, 80.01172343033485, 0.6508643482932102, 0.3485098194122764, 76.0305396137601, 0.8646304253387591, 0.1503108243141697, 886.3942940729553, 909.962824057481, 922.5533791070357, 926.4674458159998, 935.5259076149233, 952.8293571229606, 975.757892336769]|295.6971805688846189|      0.12500000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      12|[120.01271877424713, -0.0270152318497911, 0.8471779101943894, 109.99002010366335, 0.0956045374652189, 0.8016468139684088, 100.02216669552854, 0.255653065272146, 0.7368648561673165, 87.99082020656896, 0.4260848262495175, 0.7015729052460133, 86.01667155308184, 0.4167687841421641, 0.632050644350572, 83.98792288759306, 0.4464797169037065, 0.5662310729842982, 80.01172343033485, 0.6508643482932102, 0.3485098194122764, 76.0305396137601, 0.8646304253387591, 0.1503108243141697, 886.3942940729553, 909.962824057481, 922.5533791070357, 926.4674458159998, 935.5259076149233, 952.8293571229606, 975.757892336769]|295.6971805688846189|      0.06250000|[780, 0, 12, 24]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
