k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.2505636985889812, 0.0611969672078346, 0.0390005862198719, -0.0259063837078515, 0.3989296828910109, -0.09833130139839, -0.0362004482289291, 0.0761290180332677, 0.073215716528303]|137992.2380138482549228|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[0.2505636985889812, 0.0611969672078346, 0.0390005862198719, -0.0259063837078515, 0.3989296828910109, -0.09833130139839, -0.0362004482289291, 0.0761290180332677, 0.073215716528303]|137992.2380138482549228|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.2828071636340563, 0.0691565042296864, 0.0004832290863814, -0.1451907700626038, 0.6862235748792693, 0.1641010637951181, -0.1666401747201637, -0.0220558441066215, 0.307995053413705]|42009.9739161143443198|      1.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[0.2828071636340563, 0.0691565042296864, 0.0004832290863814, -0.1451907700626038, 0.6862235748792693, 0.1641010637951181, -0.1666401747201637, -0.0220558441066215, 0.307995053413705]|42009.9739161143443198|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.2828071636340563, 0.0691565042296864, 0.0004832290863814, -0.1451907700626038, 0.6862235748792693, 0.1641010637951181, -0.1666401747201637, -0.0220558441066215, 0.307995053413705]|42009.9739161143443198|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.2886539666705897, 0.0918438227358673, -0.0088333394641625, -0.0487800608586874, 0.8346989434639912, 0.0345152269544589, -0.177308251691172, -0.1307493443067257, 0.3504658449817883]|1824.5105802112545916|      0.50000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[0.2886539666705897, 0.0918438227358673, -0.0088333394641625, -0.0487800608586874, 0.8346989434639912, 0.0345152269544589, -0.177308251691172, -0.1307493443067257, 0.3504658449817883]|1824.5105802112545916|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.2886539666705897, 0.0918438227358673, -0.0088333394641625, -0.0487800608586874, 0.8346989434639912, 0.0345152269544589, -0.177308251691172, -0.1307493443067257, 0.3504658449817883]|1824.5105802112545916|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.2886539666705897, 0.0918438227358673, -0.0088333394641625, -0.0487800608586874, 0.8346989434639912, 0.0345152269544589, -0.177308251691172, -0.1307493443067257, 0.3504658449817883]|1824.5105802112545916|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.269344161657692, 0.0858095077808561, -0.0110607547182273, -0.0018510176994293, 0.8533387893252132, 0.0360845849100044, -0.1979040118438218, -0.1431124539464599, 0.3314202825464668]|836.2742273043041905|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
