k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[40, 6, 0, 3]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[100.00812443601752, 0.1011472555044007, 0.2429268580041849, 0.9383396426894471, 99.99105433398286, 0.0047911945954826, 0.2322038886759871, 0.77103813135637, 100.04933085780081, 0.0105610172155103, 0.3021095250688897, 0.8129453322401432, 99.98323389646889, 0.2011558052302917, 0.2805283309114645, 0.6852965028783845, 99.96749612879519, 0.2439919198988056, 0.4831003662094249, 0.2594425148276727, 99.99990841491069, 0.5574410061707425, 0.6998364974928581, 0.0533866125747671, 300.0149511719768, 300.02287566692786, 299.9961421180301, 299.95830871319106, 300.03646858711573]|415.2314758300781250|      0.50000000|[106, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[100.00812443601752, 0.1011472555044007, 0.2429268580041849, 0.9383396426894471, 99.99105433398286, 0.0047911945954826, 0.2322038886759871, 0.77103813135637, 100.04933085780081, 0.0105610172155103, 0.3021095250688897, 0.8129453322401432, 99.98323389646889, 0.2011558052302917, 0.2805283309114645, 0.6852965028783845, 99.96749612879519, 0.2439919198988056, 0.4831003662094249, 0.2594425148276727, 99.99990841491069, 0.5574410061707425, 0.6998364974928581, 0.0533866125747671, 300.0149511719768, 300.02287566692786, 299.9961421180301, 299.95830871319106, 300.03646858711573]|415.2314758300781250|      0.25000000|[146, 22, 0, 11]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[100.00812443601752, 0.1011472555044007, 0.2429268580041849, 0.9383396426894471, 99.99105433398286, 0.0047911945954826, 0.2322038886759871, 0.77103813135637, 100.04933085780081, 0.0105610172155103, 0.3021095250688897, 0.8129453322401432, 99.98323389646889, 0.2011558052302917, 0.2805283309114645, 0.6852965028783845, 99.96749612879519, 0.2439919198988056, 0.4831003662094249, 0.2594425148276727, 99.99990841491069, 0.5574410061707425, 0.6998364974928581, 0.0533866125747671, 300.0149511719768, 300.02287566692786, 299.9961421180301, 299.95830871319106, 300.03646858711573]|415.2314758300781250|      0.12500000|[186, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[99.99275067744483, 0.0835864733473462, 0.2302646445989988, 0.9171659382201677, 100.00891136457373, 0.0095819597485584, 0.2899188421169901, 0.7361238632311858, 100.043308978204, 0.0434738729885385, 0.2595345856818363, 0.8196841343444365, 100.00885224441426, 0.1800926811934656, 0.3153786919674294, 0.6577799404672652, 99.9862333452971, 0.2591978459285084, 0.4796233874284063, 0.2632948627621373, 100.01288234743548, 0.5618847831416679, 0.7086989075412842, 0.0574164888830943, 299.98489887612584, 300.03354180404716, 299.9988912143082, 299.9187051922648, 300.0297192770869]|382.2714538574218750|      0.25000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[99.99275067744483, 0.0835864733473462, 0.2302646445989988, 0.9171659382201677, 100.00891136457373, 0.0095819597485584, 0.2899188421169901, 0.7361238632311858, 100.043308978204, 0.0434738729885385, 0.2595345856818363, 0.8196841343444365, 100.00885224441426, 0.1800926811934656, 0.3153786919674294, 0.6577799404672652, 99.9862333452971, 0.2591978459285084, 0.4796233874284063, 0.2632948627621373, 100.01288234743548, 0.5618847831416679, 0.7086989075412842, 0.0574164888830943, 299.98489887612584, 300.03354180404716, 299.9988912143082, 299.9187051922648, 300.0297192770869]|382.2714538574218750|      0.12500000|[251, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[100.03053933734961, 0.0830567182845653, 0.2624391931864828, 0.940974345136445, 100.02165984262223, 0.0601144863675707, 0.3163243031884055, 0.7317312549420432, 100.04589134084814, 0.0486537242809846, 0.232780817911334, 0.8172979158908534, 100.00914046739705, 0.13966993147485, 0.3198324786566817, 0.6492217819936927, 99.98974695503435, 0.2463523912770649, 0.4545198865452085, 0.3007050599433335, 100.04424946953651, 0.5657888050762007, 0.6911430706176621, 0.0892791368291418, 299.98455612447674, 300.06596945309667, 299.99687784321986, 299.94153584993165, 300.00577396403344]|300.5609741210937500|      0.25000000|[277, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[100.03053933734961, 0.0830567182845653, 0.2624391931864828, 0.940974345136445, 100.02165984262223, 0.0601144863675707, 0.3163243031884055, 0.7317312549420432, 100.04589134084814, 0.0486537242809846, 0.232780817911334, 0.8172979158908534, 100.00914046739705, 0.13966993147485, 0.3198324786566817, 0.6492217819936927, 99.98974695503435, 0.2463523912770649, 0.4545198865452085, 0.3007050599433335, 100.04424946953651, 0.5657888050762007, 0.6911430706176621, 0.0892791368291418, 299.98455612447674, 300.06596945309667, 299.99687784321986, 299.94153584993165, 300.00577396403344]|300.5609741210937500|      0.12500000|[315, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[100.01700857365094, 0.1203758586977525, 0.3086731604763749, 0.926884431852997, 100.0316218384985, 0.0690444156245053, 0.3121767298911724, 0.7196508411083568, 100.0614623077436, 0.0879710232890415, 0.2533535252630204, 0.832786469712704, 100.02945512848612, 0.1301646237194072, 0.2872485874341003, 0.6487035084154651, 99.99598980081507, 0.2113908780386215, 0.4980116940293683, 0.2886958676114791, 100.03847974394812, 0.5835699703337296, 0.6525175343298038, 0.1029296452261901, 299.9657157640752, 300.08590756164483, 299.97628266903433, 299.96549495608303, 299.9890687054122]|209.8629760742187500|      0.25000000|[341, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
