k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.06250000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.073529807959353, 4000.0218120496306, 250.02377065734768]                     |254654504.7760019898414612|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.073529807959353, 4000.0218120496306, 250.02377065734768]                     |254654504.7760019898414612|      0.06250000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.073529807959353, 4000.0218120496306, 250.02377065734768]                     |254654504.7760019898414612|      0.03125000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.073529807959353, 4000.0218120496306, 250.02377065734768]                     |254654504.7760019898414612|      0.01562500|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0580358956598115, 4000.0209451996466, 250.02194641017155]                    |7453068.5141737805679440|      0.03125000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[0.0580358956598115, 4000.0209451996466, 250.02194641017155]                    |7453068.5141737805679440|      0.01562500|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0580358956598115, 4000.0209451996466, 250.02194641017155]                    |7453068.5141737805679440|      0.00781250|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0580358956598115, 4000.0209451996466, 250.02194641017155]                    |7453068.5141737805679440|      0.00390625|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.0580358956598115, 4000.0209451996466, 250.02194641017155]                    |7453068.5141737805679440|      0.00195312|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[0.0585319427401637, 4000.0206481666123, 250.0200808255618]                     |6987857.8811366762965918|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[0.0585319427401637, 4000.0206481666123, 250.0200808255618]                     |6987857.8811366762965918|      0.00195312|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
