k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      0.50000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[9.954616355444815, -0.9212546553652158, -0.0612340280044391, 0.4087914693599812, -0.0515486141109539, 0.0121240417172838, -0.2492432569679409]|67142.8984375000000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[9.954616355444815, -0.9212546553652158, -0.0612340280044391, 0.4087914693599812, -0.0515486141109539, 0.0121240417172838, -0.2492432569679409]|67142.8984375000000000|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[9.905943782198657, -0.8693965171635089, -0.09057343218515, 0.0918873289002443, 0.1843843006628105, -0.0026208078627378, -0.5455048447157699]|56641.9179687500000000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[9.870547773996039, -0.6589412903443466, 0.0190335220131671, -0.8564702205830774, 0.1569915895478922, -0.1876104180353909, -0.6354408082849491]|46904.3476562500000000|      2.00000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[9.870547773996039, -0.6589412903443466, 0.0190335220131671, -0.8564702205830774, 0.1569915895478922, -0.1876104180353909, -0.6354408082849491]|46904.3476562500000000|      1.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      2.00000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      1.00000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.50000000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.12500000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.06250000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.03125000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[9.368864855504665, -0.6602152395358796, -0.4859060275770299, -1.0027795691398735, 0.5328634074364094, -0.2902932933306056, -0.0696503384374459]|6767.9296875000000000|      0.01562500|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[9.3665834565314, -0.6583197094566112, -0.4941135092321444, -0.9911593589140884, 0.5361198816936088, -0.2918599189997725, -0.0651903128705019]|6704.1728515625000000|      0.03125000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[9.3665834565314, -0.6583197094566112, -0.4941135092321444, -0.9911593589140884, 0.5361198816936088, -0.2918599189997725, -0.0651903128705019]|6704.1728515625000000|      0.01562500|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[9.3665834565314, -0.6583197094566112, -0.4941135092321444, -0.9911593589140884, 0.5361198816936088, -0.2918599189997725, -0.0651903128705019]|6704.1728515625000000|      0.00781250|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[9.3665834565314, -0.6583197094566112, -0.4941135092321444, -0.9911593589140884, 0.5361198816936088, -0.2918599189997725, -0.0651903128705019]|6704.1728515625000000|      0.00390625|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
