k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-506.0, -506.2]                                                                |25614.3346824171749176|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-505.2927341693448, -505.49305230406515]                                       |25542.2154135727032553|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[-503.8760868697321, -504.0812766744058]                                        |25399.4790376057571848|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[-501.04113665610373, -501.25938771729767]                                      |25115.2328507968195481|      8.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[-495.40013914711705, -495.58672105129256]                                      |24551.3748251769866329|     16.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[-484.2999814203398, -484.06341864092997]                                       |23443.3591244242161338|     32.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[-461.85331133623146, -461.2566871316761]                                       |21303.7974681767082075|     64.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[-418.73937063549585, -413.9577641285732]                                       |17335.4988509047470870|    128.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[-418.73937063549585, -413.9577641285732]                                       |17335.4988509047470870|     64.00000000|[32, 8, 7, 15]                                                             |  | used linear model with 5 points | actual_k=1
       9|[-370.5846004257033, -371.80188546329003]                                       |13778.4842913633328862|    128.00000000|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[-370.5846004257033, -371.80188546329003]                                       |13778.4842913633328862|     64.00000000|[39, 10, 8, 18]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-322.1653208649052, -329.950083031217]                                         |10632.8874784275158163|    128.00000000|[42, 11, 9, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
