k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0910302859673107, -0.227067557602315, 0.0382398610548973, -0.0118527348707781, 0.8814198613633424, -0.3847445411758886, 0.0557037428840588, -0.0876884741199437, 0.0531933039829103]|154101.2031250000000000|      2.00000000|[54, 8, 0, 4]                                                              |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | iterate success | actual_k=2
       2|[0.0910302859673107, -0.227067557602315, 0.0382398610548973, -0.0118527348707781, 0.8814198613633424, -0.3847445411758886, 0.0557037428840588, -0.0876884741199437, 0.0531933039829103]|154101.2031250000000000|      1.00000000|[119, 18, 0, 9]                                                            |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.2067561367232125, -0.2759416872066603, 0.0121293488351913, 0.0182270056197827, 1.3009345614302545, 0.485621585279872, 0.0184555800902029, 0.0337802977204802, 0.2347433837628723]|53457.0078125000000000|      2.00000000|[184, 28, 0, 14]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 53 points | iterate success | actual_k=2
       4|[0.2067561367232125, -0.2759416872066603, 0.0121293488351913, 0.0182270056197827, 1.3009345614302545, 0.485621585279872, 0.0184555800902029, 0.0337802977204802, 0.2347433837628723]|53457.0078125000000000|      1.00000000|[248, 38, 0, 19]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 53 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.2067561367232125, -0.2759416872066603, 0.0121293488351913, 0.0182270056197827, 1.3009345614302545, 0.485621585279872, 0.0184555800902029, 0.0337802977204802, 0.2347433837628723]|53457.0078125000000000|      0.50000000|[311, 48, 0, 24]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.0174541292459142, -0.2212191095783183, 0.2054526404172672, -0.0079179358036492, 1.1685856138595998, 0.2568218482594733, -0.154701298385988, 0.1386090385739625, 0.4842925840749623]|10431.3496093750000000|      1.00000000|[349, 54, 0, 27]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
       7|[0.0174541292459142, -0.2212191095783183, 0.2054526404172672, -0.0079179358036492, 1.1685856138595998, 0.2568218482594733, -0.154701298385988, 0.1386090385739625, 0.4842925840749623]|10431.3496093750000000|      0.50000000|[411, 64, 0, 32]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.104086807849953, -0.315952615583531, -0.0015667897152458, 0.0004410823591199, 1.1205664779631648, -0.1050317121571157, -0.1463102935592998, 0.0411471281309206, 0.7028797626861574]|1065.7585449218750000|      1.00000000|[474, 74, 0, 37]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | iterate success | actual_k=2
       9|[0.104086807849953, -0.315952615583531, -0.0015667897152458, 0.0004410823591199, 1.1205664779631648, -0.1050317121571157, -0.1463102935592998, 0.0411471281309206, 0.7028797626861574]|1065.7585449218750000|      0.50000000|[537, 84, 0, 42]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 51 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.104086807849953, -0.315952615583531, -0.0015667897152458, 0.0004410823591199, 1.1205664779631648, -0.1050317121571157, -0.1463102935592998, 0.0411471281309206, 0.7028797626861574]|1065.7585449218750000|      0.25000000|[600, 94, 0, 47]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
