k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 5.0, 1.0]                                                                 |634.1111111111110858|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.975950233985776, 4.001662221792064, 0.9476235801385363]                      |265.7895058530722281|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[2.078184709462176, 2.0045417355924657, 0.9801485801530496]                     |201.8246934170889233|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[0.5165514908935822, -1.3387371582369836, 2.5241006288701158]                   | 25.1642844862159976|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[0.5165514908935822, -1.3387371582369836, 2.5241006288701158]                   | 25.1642844862159976|      4.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.5165514908935822, -1.3387371582369836, 2.5241006288701158]                   | 25.1642844862159976|      2.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.2189186690002094, -0.5388627929442943, 1.8442866906098758]                   |  8.2659663387013484|      4.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[2.2189186690002094, -0.5388627929442943, 1.8442866906098758]                   |  8.2659663387013484|      2.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[4.119151733191067, -0.3643029192589536, 1.24541846449099]                      |  0.8706696470407512|      4.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[4.119151733191067, -0.3643029192589536, 1.24541846449099]                      |  0.8706696470407512|      2.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[4.119151733191067, -0.3643029192589536, 1.24541846449099]                      |  0.8706696470407512|      1.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[4.119151733191067, -0.3643029192589536, 1.24541846449099]                      |  0.8706696470407512|      0.50000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[4.5518839920015175, -0.4521512306298605, 1.0108433882913095]                   |  0.2834102535730408|      1.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      13|[4.5518839920015175, -0.4521512306298605, 1.0108433882913095]                   |  0.2834102535730408|      0.50000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[4.687113287731715, 0.0057228029982535, 1.1593843149931293]                     |  0.1592326347457610|      1.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[4.687113287731715, 0.0057228029982535, 1.1593843149931293]                     |  0.1592326347457610|      0.50000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
