k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[4.985418183621432, 2.5005268994556054, 0.3995738227620546]                     |  6.7738500693238493|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[4.985418183621432, 2.5005268994556054, 0.3995738227620546]                     |  6.7738500693238493|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[4.985418183621432, 2.5005268994556054, 0.3995738227620546]                     |  6.7738500693238493|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[4.985418183621432, 2.5005268994556054, 0.3995738227620546]                     |  6.7738500693238493|      0.06250000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[4.985418183621432, 2.5005268994556054, 0.3995738227620546]                     |  6.7738500693238493|      0.03125000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[4.989040558804541, 2.491286393014253, 0.3699418478238208]                      |  6.6218853382762184|      0.06250000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[4.989040558804541, 2.491286393014253, 0.3699418478238208]                      |  6.6218853382762184|      0.03125000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[4.989040558804541, 2.491286393014253, 0.3699418478238208]                      |  6.6218853382762184|      0.01562500|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[4.989040558804541, 2.491286393014253, 0.3699418478238208]                      |  6.6218853382762184|      0.00781250|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[4.989040558804541, 2.491286393014253, 0.3699418478238208]                      |  6.6218853382762184|      0.00390625|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[4.991207824149241, 2.493563532188896, 0.3676231440550164]                      |  6.6216599201697228|      0.00781250|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[4.991207824149241, 2.493563532188896, 0.3676231440550164]                      |  6.6216599201697228|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[4.993543363474791, 2.4941001527655633, 0.3707079590377994]                     |  6.6209032013245377|      0.00781250|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
