k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0696275156738673, 399999.8526743337, 24999.664288533895]                     |1290333636112675.5000000000000000|      2.00000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       2|[0.8873744536110658, 399997.8975764833, 24999.284319829123]                     |887858427942550.7500000000000000|      4.00000000|[6, 2, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=1
       3|[0.8873744536110658, 399997.8975764833, 24999.284319829123]                     |887858427942550.7500000000000000|      2.00000000|[9, 3, 3, 6]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[0.8873744536110658, 399997.8975764833, 24999.284319829123]                     |887858427942550.7500000000000000|      1.00000000|[13, 3, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       5|[-0.0834841711027693, 399998.04460093245, 24999.095065127254]                   |8173040163007.7226562500000000|      2.00000000|[16, 4, 5, 10]                                                             |  | used linear model with 4 points | iterate success | actual_k=1
       6|[-0.0834841711027693, 399998.04460093245, 24999.095065127254]                   |8173040163007.7226562500000000|      1.00000000|[19, 5, 6, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[-0.0834841711027693, 399998.04460093245, 24999.095065127254]                   |8173040163007.7226562500000000|      0.50000000|[22, 6, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[-0.0834841711027693, 399998.04460093245, 24999.095065127254]                   |8173040163007.7226562500000000|      0.25000000|[25, 7, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       9|[-0.0834841711027693, 399998.04460093245, 24999.095065127254]                   |8173040163007.7226562500000000|      0.12500000|[28, 8, 9, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[0.0363539190064594, 399998.079986146, 24999.09848840322]                       |1376574169826.5244140625000000|      0.25000000|[31, 9, 10, 20]                                                            |  | used linear model with 4 points | iterate success | actual_k=1
      11|[0.0363539190064594, 399998.079986146, 24999.09848840322]                       |1376574169826.5244140625000000|      0.12500000|[34, 10, 11, 22]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      12|[0.0363539190064594, 399998.079986146, 24999.09848840322]                       |1376574169826.5244140625000000|      0.06250000|[37, 11, 12, 24]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      13|[0.0074691896640299, 399998.13295286795, 24999.082165144348]                    |41777926463.7218017578125000|      0.12500000|[40, 12, 13, 26]                                                           |  | used linear model with 4 points | iterate success | actual_k=1
      14|[0.0074691896640299, 399998.13295286795, 24999.082165144348]                    |41777926463.7218017578125000|      0.06250000|[43, 13, 14, 28]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
      15|[0.0074691896640299, 399998.13295286795, 24999.082165144348]                    |41777926463.7218017578125000|      0.03125000|[46, 14, 15, 30]                                                           |  | used linear model with 4 points | iterate failure | actual_k=1
