k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4899568784647431, 0.0871052918630869, 0.1501662660647241, 0.5223807751912605, -0.0289332551701519, -0.2295303548201602, -0.0944523822888798, 0.0961028813949412, 0.1995469653678853, 0.1489773112249386, 0.0937029037233124, 0.0856987775206055, 0.1457059474804528, -0.1979604002172266, 0.2611799322074864, -0.162678348444157, 0.2459563287550458, -0.2124544090089145, 0.2060996252141278, 0.037000781045952, -0.0185567849515027, -0.0467724342029279]| 13.5565013885498047|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[1.3687765744692881, -0.3583810357654472, 0.1906706651916738, 1.7923061669023261, 0.02039376986569, -0.5578342453145877, 0.2739278322099454, 0.3458156632168376, 0.072807526987645, 0.2171565425249271, -0.2543669818588972, 0.301187450191972, -0.0973828764746002, 0.1808803148678363, -0.1085209379199291, -0.5769156834140873, 0.3185501699337219, -0.0711724407838804, -0.1862869827980143, -0.3450980820776582, 0.2574642239494432, -0.1243726227201083]| 12.1677799224853516|      4.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[1.3687765744692881, -0.3583810357654472, 0.1906706651916738, 1.7923061669023261, 0.02039376986569, -0.5578342453145877, 0.2739278322099454, 0.3458156632168376, 0.072807526987645, 0.2171565425249271, -0.2543669818588972, 0.301187450191972, -0.0973828764746002, 0.1808803148678363, -0.1085209379199291, -0.5769156834140873, 0.3185501699337219, -0.0711724407838804, -0.1862869827980143, -0.3450980820776582, 0.2574642239494432, -0.1243726227201083]| 12.1677799224853516|      2.00000000|[85, 28, 0, 7]                                                             |  | trying linear partial model with 13 points | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.3687765744692881, -0.3583810357654472, 0.1906706651916738, 1.7923061669023261, 0.02039376986569, -0.5578342453145877, 0.2739278322099454, 0.3458156632168376, 0.072807526987645, 0.2171565425249271, -0.2543669818588972, 0.301187450191972, -0.0973828764746002, 0.1808803148678363, -0.1085209379199291, -0.5769156834140873, 0.3185501699337219, -0.0711724407838804, -0.1862869827980143, -0.3450980820776582, 0.2574642239494432, -0.1243726227201083]| 12.1677799224853516|      1.00000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.3687765744692881, -0.3583810357654472, 0.1906706651916738, 1.7923061669023261, 0.02039376986569, -0.5578342453145877, 0.2739278322099454, 0.3458156632168376, 0.072807526987645, 0.2171565425249271, -0.2543669818588972, 0.301187450191972, -0.0973828764746002, 0.1808803148678363, -0.1085209379199291, -0.5769156834140873, 0.3185501699337219, -0.0711724407838804, -0.1862869827980143, -0.3450980820776582, 0.2574642239494432, -0.1243726227201083]| 12.1677799224853516|      0.50000000|[157, 52, 0, 13]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.5671534458985834, -0.2713592850967975, 0.2021792103503326, 1.995377233654742, 0.0647734013455209, -0.5488820425768598, 0.2213330078093724, 0.3283695644398021, -0.1088526597752985, 0.2856694185801918, -0.1235403304896218, 0.3707335248495882, -0.0566729589343773, 0.0382845489101095, -0.1036752793042015, -0.5989996364794021, 0.3134766271932685, -0.032923605499107, -0.2852565635411351, -0.545707499159345, 0.2934174889463253, -0.2713897841642769]| 12.1462421417236328|      1.00000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | iterate success | actual_k=4
       7|[1.5671534458985834, -0.2713592850967975, 0.2021792103503326, 1.995377233654742, 0.0647734013455209, -0.5488820425768598, 0.2213330078093724, 0.3283695644398021, -0.1088526597752985, 0.2856694185801918, -0.1235403304896218, 0.3707335248495882, -0.0566729589343773, 0.0382845489101095, -0.1036752793042015, -0.5989996364794021, 0.3134766271932685, -0.032923605499107, -0.2852565635411351, -0.545707499159345, 0.2934174889463253, -0.2713897841642769]| 12.1462421417236328|      0.50000000|[230, 76, 1, 20]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.5671534458985834, -0.2713592850967975, 0.2021792103503326, 1.995377233654742, 0.0647734013455209, -0.5488820425768598, 0.2213330078093724, 0.3283695644398021, -0.1088526597752985, 0.2856694185801918, -0.1235403304896218, 0.3707335248495882, -0.0566729589343773, 0.0382845489101095, -0.1036752793042015, -0.5989996364794021, 0.3134766271932685, -0.032923605499107, -0.2852565635411351, -0.545707499159345, 0.2934174889463253, -0.2713897841642769]| 12.1462421417236328|      0.25000000|[266, 88, 1, 23]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.5671534458985834, -0.2713592850967975, 0.2021792103503326, 1.995377233654742, 0.0647734013455209, -0.5488820425768598, 0.2213330078093724, 0.3283695644398021, -0.1088526597752985, 0.2856694185801918, -0.1235403304896218, 0.3707335248495882, -0.0566729589343773, 0.0382845489101095, -0.1036752793042015, -0.5989996364794021, 0.3134766271932685, -0.032923605499107, -0.2852565635411351, -0.545707499159345, 0.2934174889463253, -0.2713897841642769]| 12.1462421417236328|      0.12500000|[302, 100, 1, 26]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.5292706706155987, -0.2679382884234601, 0.2614377416641415, 1.9675664233147425, 0.0729635816470045, -0.5176989194003199, 0.1960458275581764, 0.352982204295932, -0.1053815511171362, 0.2440800242906068, -0.0954570068781456, 0.384877045587091, -0.0926631053549959, 0.0529352024111922, -0.0707078664186147, -0.6085576240115634, 0.3295514616548712, -0.0706760032528677, -0.2907053031878705, -0.5390026984659102, 0.2955949205965157, -0.2507286317907927]| 12.1446857452392578|      0.25000000|[338, 112, 1, 29]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | iterate success | actual_k=4
      11|[1.5292706706155987, -0.2679382884234601, 0.2614377416641415, 1.9675664233147425, 0.0729635816470045, -0.5176989194003199, 0.1960458275581764, 0.352982204295932, -0.1053815511171362, 0.2440800242906068, -0.0954570068781456, 0.384877045587091, -0.0926631053549959, 0.0529352024111922, -0.0707078664186147, -0.6085576240115634, 0.3295514616548712, -0.0706760032528677, -0.2907053031878705, -0.5390026984659102, 0.2955949205965157, -0.2507286317907927]| 12.1446857452392578|      0.12500000|[374, 124, 1, 32]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[1.5292706706155987, -0.2679382884234601, 0.2614377416641415, 1.9675664233147425, 0.0729635816470045, -0.5176989194003199, 0.1960458275581764, 0.352982204295932, -0.1053815511171362, 0.2440800242906068, -0.0954570068781456, 0.384877045587091, -0.0926631053549959, 0.0529352024111922, -0.0707078664186147, -0.6085576240115634, 0.3295514616548712, -0.0706760032528677, -0.2907053031878705, -0.5390026984659102, 0.2955949205965157, -0.2507286317907927]| 12.1446857452392578|      0.06250000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.5302419164127516, -0.28546664786282, 0.2430496005589882, 1.9415783060884078, 0.0729202739434671, -0.5259745763634965, 0.199426565472319, 0.3536824400665596, -0.1230274570180956, 0.242050909451389, -0.0882262401998423, 0.371104942591769, -0.0956369124504004, 0.0397679945328953, -0.0764636810522158, -0.6320615897713625, 0.3423359829008756, -0.0652963135059643, -0.3188531968636155, -0.5342443348636414, 0.2824963873465828, -0.2506197161367577]| 12.1444081547611447|      0.12500000|[447, 148, 3, 40]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      14|[1.5302419164127516, -0.28546664786282, 0.2430496005589882, 1.9415783060884078, 0.0729202739434671, -0.5259745763634965, 0.199426565472319, 0.3536824400665596, -0.1230274570180956, 0.242050909451389, -0.0882262401998423, 0.371104942591769, -0.0956369124504004, 0.0397679945328953, -0.0764636810522158, -0.6320615897713625, 0.3423359829008756, -0.0652963135059643, -0.3188531968636155, -0.5342443348636414, 0.2824963873465828, -0.2506197161367577]| 12.1444081547611447|      0.06250000|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.5302419164127516, -0.28546664786282, 0.2430496005589882, 1.9415783060884078, 0.0729202739434671, -0.5259745763634965, 0.199426565472319, 0.3536824400665596, -0.1230274570180956, 0.242050909451389, -0.0882262401998423, 0.371104942591769, -0.0956369124504004, 0.0397679945328953, -0.0764636810522158, -0.6320615897713625, 0.3423359829008756, -0.0652963135059643, -0.3188531968636155, -0.5342443348636414, 0.2824963873465828, -0.2506197161367577]| 12.1444081547611447|      0.03125000|[520, 172, 3, 46]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.5302419164127516, -0.28546664786282, 0.2430496005589882, 1.9415783060884078, 0.0729202739434671, -0.5259745763634965, 0.199426565472319, 0.3536824400665596, -0.1230274570180956, 0.242050909451389, -0.0882262401998423, 0.371104942591769, -0.0956369124504004, 0.0397679945328953, -0.0764636810522158, -0.6320615897713625, 0.3423359829008756, -0.0652963135059643, -0.3188531968636155, -0.5342443348636414, 0.2824963873465828, -0.2506197161367577]| 12.1444081547611447|      0.01562500|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[1.5302419164127516, -0.28546664786282, 0.2430496005589882, 1.9415783060884078, 0.0729202739434671, -0.5259745763634965, 0.199426565472319, 0.3536824400665596, -0.1230274570180956, 0.242050909451389, -0.0882262401998423, 0.371104942591769, -0.0956369124504004, 0.0397679945328953, -0.0764636810522158, -0.6320615897713625, 0.3423359829008756, -0.0652963135059643, -0.3188531968636155, -0.5342443348636414, 0.2824963873465828, -0.2506197161367577]| 12.1444081547611447|      0.00781250|[592, 196, 3, 52]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
      18|[1.524307713349879, -0.2861235997372444, 0.2428960040954555, 1.9414250244617366, 0.0722352462907466, -0.523819358216491, 0.2007849505251804, 0.3511581903085929, -0.1245112415565324, 0.2414292971923727, -0.0879561787393603, 0.3714917631527738, -0.096016942125459, 0.0408642618172678, -0.0784774822776752, -0.6317891394784513, 0.3421152819611996, -0.0644711089549335, -0.3177897953869985, -0.5347548128661799, 0.2836813299807163, -0.2510656316938376]| 12.1443968836632195|      0.01562500|[628, 208, 4, 56]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      19|[1.524307713349879, -0.2861235997372444, 0.2428960040954555, 1.9414250244617366, 0.0722352462907466, -0.523819358216491, 0.2007849505251804, 0.3511581903085929, -0.1245112415565324, 0.2414292971923727, -0.0879561787393603, 0.3714917631527738, -0.096016942125459, 0.0408642618172678, -0.0784774822776752, -0.6317891394784513, 0.3421152819611996, -0.0644711089549335, -0.3177897953869985, -0.5347548128661799, 0.2836813299807163, -0.2510656316938376]| 12.1443968836632195|      0.00781250|[666, 220, 5, 60]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=4
      20|[1.524307713349879, -0.2861235997372444, 0.2428960040954555, 1.9414250244617366, 0.0722352462907466, -0.523819358216491, 0.2007849505251804, 0.3511581903085929, -0.1245112415565324, 0.2414292971923727, -0.0879561787393603, 0.3714917631527738, -0.096016942125459, 0.0408642618172678, -0.0784774822776752, -0.6317891394784513, 0.3421152819611996, -0.0644711089549335, -0.3177897953869985, -0.5347548128661799, 0.2836813299807163, -0.2510656316938376]| 12.1443968836632195|      0.00390625|[703, 232, 7, 65]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      21|[1.5238212187945008, -0.2866826486091233, 0.2449622891967582, 1.9434475406738805, 0.0719879042098671, -0.522926583313861, 0.2009121876150051, 0.3512175804479872, -0.123954335297774, 0.2415852516607469, -0.0880411057483872, 0.3721538208918977, -0.0959709395004107, 0.0416651823251457, -0.0790498011687105, -0.6314321213237157, 0.3419610974497408, -0.0644907727297253, -0.3168108682364469, -0.5353235269157666, 0.2827770301120132, -0.249853494364371]| 12.1443919833929819|      0.00781250|[740, 244, 8, 69]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      22|[1.5238212187945008, -0.2866826486091233, 0.2449622891967582, 1.9434475406738805, 0.0719879042098671, -0.522926583313861, 0.2009121876150051, 0.3512175804479872, -0.123954335297774, 0.2415852516607469, -0.0880411057483872, 0.3721538208918977, -0.0959709395004107, 0.0416651823251457, -0.0790498011687105, -0.6314321213237157, 0.3419610974497408, -0.0644907727297253, -0.3168108682364469, -0.5353235269157666, 0.2827770301120132, -0.249853494364371]| 12.1443919833929819|      0.00390625|[777, 256, 9, 73]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      23|[1.5232150529256703, -0.2884427815431572, 0.2452053811633186, 1.944843487772505, 0.0723650928592475, -0.5223284870301581, 0.2014477459078993, 0.350703873895663, -0.1240295643319791, 0.2430096921738527, -0.0890075289994219, 0.3716030451364222, -0.0955716714747438, 0.0429255736660704, -0.0791909714318255, -0.6312071677045542, 0.3407896055796263, -0.0647764422611253, -0.3158897138395429, -0.535217978322392, 0.2823742237595075, -0.2487725952692543]| 12.1443881988525391|      0.00781250|[815, 268, 10, 77]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | iterate success | actual_k=4
      24|[1.5232150529256703, -0.2884427815431572, 0.2452053811633186, 1.944843487772505, 0.0723650928592475, -0.5223284870301581, 0.2014477459078993, 0.350703873895663, -0.1240295643319791, 0.2430096921738527, -0.0890075289994219, 0.3716030451364222, -0.0955716714747438, 0.0429255736660704, -0.0791909714318255, -0.6312071677045542, 0.3407896055796263, -0.0647764422611253, -0.3158897138395429, -0.535217978322392, 0.2823742237595075, -0.2487725952692543]| 12.1443881988525391|      0.00390625|[852, 280, 11, 81]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[1.5206067552535214, -0.2894679770362518, 0.2455111756912933, 1.9447047687467407, 0.0706079665642777, -0.522845615371668, 0.2018197315428799, 0.3511524495217394, -0.1244970718384898, 0.2423262382185011, -0.0888973229418542, 0.3722945738254835, -0.0959891415825425, 0.0432922611477509, -0.0785068060069266, -0.631108299112496, 0.3410024410650708, -0.0653390980468164, -0.3155609539133293, -0.534749341637965, 0.2826793583532937, -0.2496956153536024]| 12.1443843841552734|      0.00781250|[876, 288, 11, 83]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
      26|[1.5206067552535214, -0.2894679770362518, 0.2455111756912933, 1.9447047687467407, 0.0706079665642777, -0.522845615371668, 0.2018197315428799, 0.3511524495217394, -0.1244970718384898, 0.2423262382185011, -0.0888973229418542, 0.3722945738254835, -0.0959891415825425, 0.0432922611477509, -0.0785068060069266, -0.631108299112496, 0.3410024410650708, -0.0653390980468164, -0.3155609539133293, -0.534749341637965, 0.2826793583532937, -0.2496956153536024]| 12.1443843841552734|      0.00390625|[912, 300, 12, 87]                                                         |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      27|[1.5194561478727784, -0.2912674128675856, 0.2462321877827353, 1.9473513468220403, 0.0712157656443404, -0.5220080098209703, 0.2017383111807016, 0.3514159377393067, -0.1248508422208626, 0.2425301847788144, -0.0890224006797592, 0.3730529899738861, -0.095808262123384, 0.0435802877369172, -0.0778305937143834, -0.6310601130113699, 0.3409573090113227, -0.0655260048742457, -0.3149899968093409, -0.5351768245097275, 0.2829594353261868, -0.249433634947961]| 12.1443777084350586|      0.00781250|[950, 312, 13, 91]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | iterate success | actual_k=4
      28|[1.5194561478727784, -0.2912674128675856, 0.2462321877827353, 1.9473513468220403, 0.0712157656443404, -0.5220080098209703, 0.2017383111807016, 0.3514159377393067, -0.1248508422208626, 0.2425301847788144, -0.0890224006797592, 0.3730529899738861, -0.095808262123384, 0.0435802877369172, -0.0778305937143834, -0.6310601130113699, 0.3409573090113227, -0.0655260048742457, -0.3149899968093409, -0.5351768245097275, 0.2829594353261868, -0.249433634947961]| 12.1443777084350586|      0.00390625|[986, 324, 14, 95]                                                         |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      29|[1.5194561478727784, -0.2912674128675856, 0.2462321877827353, 1.9473513468220403, 0.0712157656443404, -0.5220080098209703, 0.2017383111807016, 0.3514159377393067, -0.1248508422208626, 0.2425301847788144, -0.0890224006797592, 0.3730529899738861, -0.095808262123384, 0.0435802877369172, -0.0778305937143834, -0.6310601130113699, 0.3409573090113227, -0.0655260048742457, -0.3149899968093409, -0.5351768245097275, 0.2829594353261868, -0.249433634947961]| 12.1443777084350586|      0.00195312|[1024, 336, 15, 99]                                                        |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[1.5184078027691958, -0.2912403899085258, 0.2463948204014288, 1.9478996218614688, 0.0712560634979318, -0.5226888404964424, 0.2016122092140908, 0.351042981580154, -0.1246536274732983, 0.2429564946600523, -0.0889825921359234, 0.3725714445183709, -0.0955588449073005, 0.043121837198875, -0.0781721311070376, -0.631247858744673, 0.3410635719470042, -0.0656979233415146, -0.3153628524932142, -0.5345442760975333, 0.2825952564181961, -0.2490132388980896]| 12.1443758010864258|      0.00390625|[1048, 344, 15, 101]                                                       |  | trying linear partial model with 13 points | iterate success | actual_k=4
      31|[1.5151992225220163, -0.2921590157503932, 0.2473122682464697, 1.9483258683371574, 0.0720380749349418, -0.5222254188761393, 0.2017916501534904, 0.3513430013035728, -0.125090819918374, 0.2431069465661044, -0.089173127396866, 0.3725715348508043, -0.0953883608169234, 0.0433313371318276, -0.0776763635705175, -0.631365978455428, 0.3405804683239131, -0.0655794364553752, -0.3155774960174573, -0.5342165935319968, 0.2831781539302766, -0.2481051615284095]| 12.1443700790405273|      0.00781250|[1084, 356, 15, 104]                                                       |  | trying linear partial model with 13 points | trying linear partial model with 25 points | iterate success | actual_k=4
      32|[1.5151992225220163, -0.2921590157503932, 0.2473122682464697, 1.9483258683371574, 0.0720380749349418, -0.5222254188761393, 0.2017916501534904, 0.3513430013035728, -0.125090819918374, 0.2431069465661044, -0.089173127396866, 0.3725715348508043, -0.0953883608169234, 0.0433313371318276, -0.0776763635705175, -0.631365978455428, 0.3405804683239131, -0.0655794364553752, -0.3155774960174573, -0.5342165935319968, 0.2831781539302766, -0.2481051615284095]| 12.1443700790405273|      0.00390625|[1120, 368, 15, 107]                                                       |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
