k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00390625|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[-0.003638191543162, 0.0001526911089684, -0.0010949626876663, 2.82769508044e-05, -9.0217335217e-05, 0.0002827585311504, 0.0005834665599287, -0.000489875170555, 0.0001068308727663, 0.0001331638115255, -0.0002078982483191, -0.0001505067475626, 6.34603785653e-05, -5.46633183213e-05, 1.0001695781503468]|2121.5947844036645620|      0.00781250|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
      10|[-0.003638191543162, 0.0001526911089684, -0.0010949626876663, 2.82769508044e-05, -9.0217335217e-05, 0.0002827585311504, 0.0005834665599287, -0.000489875170555, 0.0001068308727663, 0.0001331638115255, -0.0002078982483191, -0.0001505067475626, 6.34603785653e-05, -5.46633183213e-05, 1.0001695781503468]|2121.5947844036645620|      0.00390625|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      11|[-0.003638191543162, 0.0001526911089684, -0.0010949626876663, 2.82769508044e-05, -9.0217335217e-05, 0.0002827585311504, 0.0005834665599287, -0.000489875170555, 0.0001068308727663, 0.0001331638115255, -0.0002078982483191, -0.0001505067475626, 6.34603785653e-05, -5.46633183213e-05, 1.0001695781503468]|2121.5947844036645620|      0.00195312|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
