k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0194468121174283, 399999.9102666932, 25000.174537615956]                     |1171186847318016.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-0.3231584829468483, 399998.46230978926, 24999.856997341303]                   |119162231848960.0000000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[-0.3231584829468483, 399998.46230978926, 24999.856997341303]                   |119162231848960.0000000000000000|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.3231584829468483, 399998.46230978926, 24999.856997341303]                   |119162231848960.0000000000000000|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.3231584829468483, 399998.46230978926, 24999.856997341303]                   |119162231848960.0000000000000000|      0.50000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.1590761336335592, 399998.5933048747, 24999.83996612993]                      |28076584992768.0000000000000000|      1.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.1590761336335592, 399998.5933048747, 24999.83996612993]                      |28076584992768.0000000000000000|      0.50000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.1590761336335592, 399998.5933048747, 24999.83996612993]                      |28076584992768.0000000000000000|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.0909018277494062, 399998.5964641261, 24999.84098493001]                     |9653316485120.0000000000000000|      0.50000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[-0.0909018277494062, 399998.5964641261, 24999.84098493001]                     |9653316485120.0000000000000000|      0.25000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[-0.0909018277494062, 399998.5964641261, 24999.84098493001]                     |9653316485120.0000000000000000|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.03355136476624, 399998.5927629529, 24999.829907737687]                       |1163265572864.0000000000000000|      0.25000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.03355136476624, 399998.5927629529, 24999.829907737687]                       |1163265572864.0000000000000000|      0.12500000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.03355136476624, 399998.5927629529, 24999.829907737687]                       |1163265572864.0000000000000000|      0.06250000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.005512473901869, 399998.61285294266, 24999.777788039773]                     |19625005056.0000000000000000|      0.12500000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
