k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-3.9754177492264464, -0.0142167270338908, 3.96514066501572, 0.0319075198446479, -1.9938778348202004, -0.0578965199729748]|  5.1685700416564941|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[-3.9754177492264464, -0.0142167270338908, 3.96514066501572, 0.0319075198446479, -1.9938778348202004, -0.0578965199729748]|  5.1685700416564941|      0.12500000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-3.9754177492264464, -0.0142167270338908, 3.96514066501572, 0.0319075198446479, -1.9938778348202004, -0.0578965199729748]|  5.1685700416564941|      0.06250000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-3.964517317345969, -0.0666354957934966, 3.9623058287304147, 0.0613490416629139, -1.9960663491961625, -0.0705485620070629]|  0.9613333940505981|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[-3.964517317345969, -0.0666354957934966, 3.9623058287304147, 0.0613490416629139, -1.9960663491961625, -0.0705485620070629]|  0.9613333940505981|      0.06250000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-3.964517317345969, -0.0666354957934966, 3.9623058287304147, 0.0613490416629139, -1.9960663491961625, -0.0705485620070629]|  0.9613333940505981|      0.03125000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-3.964517317345969, -0.0666354957934966, 3.9623058287304147, 0.0613490416629139, -1.9960663491961625, -0.0705485620070629]|  0.9613333940505981|      0.01562500|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-3.9643215337691453, -0.0569570361942995, 3.9637325652735753, 0.0506622981942627, -1.9934862982577988, -0.0653015640458613]|  0.6422643661499023|      0.03125000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[-3.964669127894653, -0.0809139045401326, 3.9596656365994183, 0.035446080258547, -2.0023751069779334, -0.0566167485720984]|  0.4541252553462982|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[-3.964669127894653, -0.0809139045401326, 3.9596656365994183, 0.035446080258547, -2.0023751069779334, -0.0566167485720984]|  0.4541252553462982|      0.03125000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-3.964669127894653, -0.0809139045401326, 3.9596656365994183, 0.035446080258547, -2.0023751069779334, -0.0566167485720984]|  0.4541252553462982|      0.01562500|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
