k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.733621911426695, 2.9259907346798792, 0.3009303078488885, 40.00041409428496, -0.8561487841494604, -1.3904783978326531, 25.671924694844584, -0.7648032280333796, 0.9712310538650938]|910.7893066406250000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.733621911426695, 2.9259907346798792, 0.3009303078488885, 40.00041409428496, -0.8561487841494604, -1.3904783978326531, 25.671924694844584, -0.7648032280333796, 0.9712310538650938]|910.7893066406250000|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.733621911426695, 2.9259907346798792, 0.3009303078488885, 40.00041409428496, -0.8561487841494604, -1.3904783978326531, 25.671924694844584, -0.7648032280333796, 0.9712310538650938]|910.7893066406250000|      0.50000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.733621911426695, 2.9259907346798792, 0.3009303078488885, 40.00041409428496, -0.8561487841494604, -1.3904783978326531, 25.671924694844584, -0.7648032280333796, 0.9712310538650938]|910.7893066406250000|      0.25000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.717961151801449, 2.9590805467326486, 0.377452615666063, 40.06563596527779, -0.6901432562264418, -1.4065787960865126, 25.81927942432341, -0.802024577898272, 0.9596402995183961]|878.8154907226562500|      0.50000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[10.717961151801449, 2.9590805467326486, 0.377452615666063, 40.06563596527779, -0.6901432562264418, -1.4065787960865126, 25.81927942432341, -0.802024577898272, 0.9596402995183961]|878.8154907226562500|      0.25000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.712698595517784, 3.005179394006737, 0.4682536261863783, 40.15945682608344, -0.5682699463250912, -1.456413135197238, 25.95026645988853, -0.8239715484819155, 0.8684033205970934]|864.3355102539062500|      0.50000000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[10.712698595517784, 3.005179394006737, 0.4682536261863783, 40.15945682608344, -0.5682699463250912, -1.456413135197238, 25.95026645988853, -0.8239715484819155, 0.8684033205970934]|864.3355102539062500|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.578509337592457, 3.0102135557225917, 0.4739200764271578, 40.22234183201539, -0.4529133140562565, -1.4231063814370146, 25.945577536846574, -0.7826296548516193, 1.0243957467632145]|860.0249023437500000|      0.50000000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[10.578509337592457, 3.0102135557225917, 0.4739200764271578, 40.22234183201539, -0.4529133140562565, -1.4231063814370146, 25.945577536846574, -0.7826296548516193, 1.0243957467632145]|860.0249023437500000|      0.25000000|[281, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
