k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.0211729860741723, 0.0197618508833413, 0.0124814815259585, 0.0197101831345884, 0.4301384842955929, 0.02149520504538, 0.8011907973226525, 0.0203798733837984, 0.2200362895428945, 0.0197067590463921, 2.6919122075153754, 0.0220988924207859, 0.8066521288336013, 0.0192376381838051, 2.2687005562518676, 0.0218634011686696, 14.352955748700351, 0.0445247624902789, 12.159770938655445, 0.0382543370521391, 0.2759342673496241, 0.0204428176664189, 0.2449529827271901, 0.0212383940964863, 1.163632850936954, 0.0184644263345897, 0.1779146288495057, 0.0195142842915707, 0.1159664630455211, 0.0205926425714586, 3.7478196976486275, 0.0212675146002389, 0.832976723209499, 0.0208913320110528, 0.159787545637459, 0.0206346888087939, 0.3872751402050129, 0.0206412555110675, 0.9219319314138172, 0.0204520439294274, 0.2604194322628398, 0.0201652968977724, 2.0712345090390647, 0.0198899926295387, 1.9448558586754103, 0.020222727076365, 1.4848322259390558, 0.0193432989074376, 0.4817104745603589, 0.0192170352333025, 0.4928913280976395, 0.019056098450208, 0.327904266158105, 0.0194140463078049, 0.8405118696800559, 0.0194301231118915, 0.4606180701196733, 0.0208104516100454, 0.4909286128748349, 0.020028190118277, 0.9864076057654715, 0.0198403272151311, -0.0172680135202809, 0.0200329604515761, 0.2665630082883625, 0.0195172322070708]|2178721.6874691625125706|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.0211729860741723, 0.0197618508833413, 0.0124814815259585, 0.0197101831345884, 0.4301384842955929, 0.02149520504538, 0.8011907973226525, 0.0203798733837984, 0.2200362895428945, 0.0197067590463921, 2.6919122075153754, 0.0220988924207859, 0.8066521288336013, 0.0192376381838051, 2.2687005562518676, 0.0218634011686696, 14.352955748700351, 0.0445247624902789, 12.159770938655445, 0.0382543370521391, 0.2759342673496241, 0.0204428176664189, 0.2449529827271901, 0.0212383940964863, 1.163632850936954, 0.0184644263345897, 0.1779146288495057, 0.0195142842915707, 0.1159664630455211, 0.0205926425714586, 3.7478196976486275, 0.0212675146002389, 0.832976723209499, 0.0208913320110528, 0.159787545637459, 0.0206346888087939, 0.3872751402050129, 0.0206412555110675, 0.9219319314138172, 0.0204520439294274, 0.2604194322628398, 0.0201652968977724, 2.0712345090390647, 0.0198899926295387, 1.9448558586754103, 0.020222727076365, 1.4848322259390558, 0.0193432989074376, 0.4817104745603589, 0.0192170352333025, 0.4928913280976395, 0.019056098450208, 0.327904266158105, 0.0194140463078049, 0.8405118696800559, 0.0194301231118915, 0.4606180701196733, 0.0208104516100454, 0.4909286128748349, 0.020028190118277, 0.9864076057654715, 0.0198403272151311, -0.0172680135202809, 0.0200329604515761, 0.2665630082883625, 0.0195172322070708]|2178721.6874691625125706|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[1.020961870222392, 0.0204024869768277, 0.0125389417375536, 0.0184325913024232, 0.4307886249868837, 0.0220913667659049, 0.8000850402431382, 0.0201603606376709, 0.2207065162967717, 0.0193627899650593, 2.6906348161829055, 0.0248553086075979, 0.8059117460732423, 0.0175427784663598, 2.269162355270584, 0.0227117880564498, 14.35417077926455, 0.0653155311557407, 12.160657887862, 0.0586797253024951, 0.274699021003378, 0.0211347383021949, 0.2449096423166197, 0.0212093121422839, 1.1639557069672262, 0.0204164087534929, 0.1781661447601801, 0.0173616493074015, 0.1147020973644403, 0.0206409632402366, 3.7493690513760667, 0.0288878336050001, 0.8332993422294964, 0.0210452721187322, 0.1575191061319249, 0.020287270849491, 0.3892986006582564, 0.0189016283347585, 0.9207029468114208, 0.0215099488554555, 0.2595480815181478, 0.0205829903925385, 2.069938206466966, 0.0225291519585557, 1.9456187235721063, 0.0209037293579567, 1.4851560826890648, 0.0198745677047212, 0.482124503309553, 0.0189119009891323, 0.4917378420049915, 0.0199643093333245, 0.3276447721939357, 0.0188188654256409, 0.8400245586160877, 0.0198559501594858, 0.4607658969989097, 0.0207866084139203, 0.4892754597170866, 0.0202945832648698, 0.9865139872495879, 0.0208359917582539, -0.0175778304783859, 0.0205523775476089, 0.2662201304749664, 0.0198884088881883]|1789025.5102676055394113|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[1.0148355489281304, 0.0050592513130721, 0.0036941753484302, 0.014218948725997, 0.4440807429198472, 0.0184922032956656, 0.8067336552499269, 0.0206255305454622, 0.2268170358423759, 0.0194347166015128, 2.6774219451864654, 0.0225764759758772, 0.7952569553423753, 0.0260412745715558, 2.2643013999177173, 0.0321864172868477, 14.351159299950874, 0.0828686028935202, 12.151657556133165, 0.0713209625685955, 0.2617676944150056, 0.026138041393911, 0.2535944396927117, 0.0272762008155352, 1.1617721902091673, 0.0322643135911638, 0.1849566483191875, 0.0176361095149801, 0.1164793735991342, 0.0173678400448279, 3.7415686930347545, 0.0395695351445059, 0.833790554216082, 0.0341287462176445, 0.1509423808506361, 0.0157349047358459, 0.3888486188682007, 0.0213605316202314, 0.9225015401493981, 0.017895263054615, 0.2703080439093059, 0.02304047326632, 2.0713327716584287, 0.0223575514845055, 1.93847637324219, 0.0335782089864371, 1.4898626462281894, 0.0376243743884116, 0.4842730201619799, 0.0237929238381702, 0.4940717036351662, 0.0159185137150108, 0.3209876495124383, 0.0192014321498738, 0.8358699534405574, 0.0166106588364873, 0.4542045148452291, 0.0280489113059006, 0.4893045816292546, 0.0207194184165389, 0.9831290465029965, 0.0192062433646884, -0.0262950049769523, 0.0061600217014529, 0.2733350036098801, 0.013000978729897]|1639735.8790000095032156|      0.12500000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[1.0148355489281304, 0.0050592513130721, 0.0036941753484302, 0.014218948725997, 0.4440807429198472, 0.0184922032956656, 0.8067336552499269, 0.0206255305454622, 0.2268170358423759, 0.0194347166015128, 2.6774219451864654, 0.0225764759758772, 0.7952569553423753, 0.0260412745715558, 2.2643013999177173, 0.0321864172868477, 14.351159299950874, 0.0828686028935202, 12.151657556133165, 0.0713209625685955, 0.2617676944150056, 0.026138041393911, 0.2535944396927117, 0.0272762008155352, 1.1617721902091673, 0.0322643135911638, 0.1849566483191875, 0.0176361095149801, 0.1164793735991342, 0.0173678400448279, 3.7415686930347545, 0.0395695351445059, 0.833790554216082, 0.0341287462176445, 0.1509423808506361, 0.0157349047358459, 0.3888486188682007, 0.0213605316202314, 0.9225015401493981, 0.017895263054615, 0.2703080439093059, 0.02304047326632, 2.0713327716584287, 0.0223575514845055, 1.93847637324219, 0.0335782089864371, 1.4898626462281894, 0.0376243743884116, 0.4842730201619799, 0.0237929238381702, 0.4940717036351662, 0.0159185137150108, 0.3209876495124383, 0.0192014321498738, 0.8358699534405574, 0.0166106588364873, 0.4542045148452291, 0.0280489113059006, 0.4893045816292546, 0.0207194184165389, 0.9831290465029965, 0.0192062433646884, -0.0262950049769523, 0.0061600217014529, 0.2733350036098801, 0.013000978729897]|1639735.8790000095032156|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[1.0148355489281304, 0.0050592513130721, 0.0036941753484302, 0.014218948725997, 0.4440807429198472, 0.0184922032956656, 0.8067336552499269, 0.0206255305454622, 0.2268170358423759, 0.0194347166015128, 2.6774219451864654, 0.0225764759758772, 0.7952569553423753, 0.0260412745715558, 2.2643013999177173, 0.0321864172868477, 14.351159299950874, 0.0828686028935202, 12.151657556133165, 0.0713209625685955, 0.2617676944150056, 0.026138041393911, 0.2535944396927117, 0.0272762008155352, 1.1617721902091673, 0.0322643135911638, 0.1849566483191875, 0.0176361095149801, 0.1164793735991342, 0.0173678400448279, 3.7415686930347545, 0.0395695351445059, 0.833790554216082, 0.0341287462176445, 0.1509423808506361, 0.0157349047358459, 0.3888486188682007, 0.0213605316202314, 0.9225015401493981, 0.017895263054615, 0.2703080439093059, 0.02304047326632, 2.0713327716584287, 0.0223575514845055, 1.93847637324219, 0.0335782089864371, 1.4898626462281894, 0.0376243743884116, 0.4842730201619799, 0.0237929238381702, 0.4940717036351662, 0.0159185137150108, 0.3209876495124383, 0.0192014321498738, 0.8358699534405574, 0.0166106588364873, 0.4542045148452291, 0.0280489113059006, 0.4893045816292546, 0.0207194184165389, 0.9831290465029965, 0.0192062433646884, -0.0262950049769523, 0.0061600217014529, 0.2733350036098801, 0.013000978729897]|1639735.8790000095032156|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
