k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[0.0273401848176449, 0.0888923216741659, 0.0345331674106137, 0.014967893409746, -0.0019272598443056, 0.0227654491330668, -0.0096583047518173, 0.0088027029099161, 0.0199292422300897, 0.0118924420279135, 0.0376352955084307, 0.0539566602170846]| 18.5246927175885681|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       5|[0.0273401848176449, 0.0888923216741659, 0.0345331674106137, 0.014967893409746, -0.0019272598443056, 0.0227654491330668, -0.0096583047518173, 0.0088027029099161, 0.0199292422300897, 0.0118924420279135, 0.0376352955084307, 0.0539566602170846]| 18.5246927175885681|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.0273401848176449, 0.0888923216741659, 0.0345331674106137, 0.014967893409746, -0.0019272598443056, 0.0227654491330668, -0.0096583047518173, 0.0088027029099161, 0.0199292422300897, 0.0118924420279135, 0.0376352955084307, 0.0539566602170846]| 18.5246927175885681|      0.06250000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       7|[0.0087581086698558, 0.1106379689487915, 0.0543490243595219, 0.026758586673543, 0.0149058835903508, 0.0567120123763874, -0.0084825085681239, 0.0124740743079968, 0.023290614862341, 0.0299028876062276, 0.0474759161680708, 0.0280087025521183]| 15.9969781068847290|      0.12500000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       8|[0.0087581086698558, 0.1106379689487915, 0.0543490243595219, 0.026758586673543, 0.0149058835903508, 0.0567120123763874, -0.0084825085681239, 0.0124740743079968, 0.023290614862341, 0.0299028876062276, 0.0474759161680708, 0.0280087025521183]| 15.9969781068847290|      0.06250000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       9|[0.0088328663351353, 0.1429359214099224, 0.0804060167119953, 0.0530712249653635, 0.0352953015288237, 0.0745770053163715, -0.0092165156606522, 0.0170314030253282, 0.0337678028251383, 0.0383508421013943, 0.0323715845307817, 0.0099451948987728]| 13.4683206249180607|      0.12500000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
      10|[0.0088328663351353, 0.1429359214099224, 0.0804060167119953, 0.0530712249653635, 0.0352953015288237, 0.0745770053163715, -0.0092165156606522, 0.0170314030253282, 0.0337678028251383, 0.0383508421013943, 0.0323715845307817, 0.0099451948987728]| 13.4683206249180607|      0.06250000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[-0.0083599808669442, 0.1566150715997393, 0.1007937579275332, 0.0513417174689809, 0.0353710910381405, 0.0636009687866653, -0.0206385293874906, 0.0059769684862527, 0.0199533043930673, -0.0082125067904629, 0.0207676533456876, -0.0018066806413154]| 12.4021183135485327|      0.12500000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      12|[-0.0083599808669442, 0.1566150715997393, 0.1007937579275332, 0.0513417174689809, 0.0353710910381405, 0.0636009687866653, -0.0206385293874906, 0.0059769684862527, 0.0199533043930673, -0.0082125067904629, 0.0207676533456876, -0.0018066806413154]| 12.4021183135485327|      0.06250000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      13|[-0.0232215078984412, 0.1689682663540142, 0.122948894197306, 0.0803895106221489, 0.0327503698482521, 0.089112287502662, -0.0100119923262992, 0.0139511011491046, 0.0490514231069454, -0.0001447151074699, 0.0418434340549396, 0.0010173752717431]| 11.2050618881802926|      0.12500000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      14|[-0.0232215078984412, 0.1689682663540142, 0.122948894197306, 0.0803895106221489, 0.0327503698482521, 0.089112287502662, -0.0100119923262992, 0.0139511011491046, 0.0490514231069454, -0.0001447151074699, 0.0418434340549396, 0.0010173752717431]| 11.2050618881802926|      0.06250000|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      15|[-0.0232215078984412, 0.1689682663540142, 0.122948894197306, 0.0803895106221489, 0.0327503698482521, 0.089112287502662, -0.0100119923262992, 0.0139511011491046, 0.0490514231069454, -0.0001447151074699, 0.0418434340549396, 0.0010173752717431]| 11.2050618881802926|      0.03125000|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[-0.0232836237360824, 0.1879826808813621, 0.1325646165747698, 0.091627528922088, 0.0268957241315734, 0.0843101444967803, -0.0163455364069565, 0.0008079401820847, 0.0450672993035344, -0.0086637406543431, 0.0358487688803484, -0.0002782117020423]|  9.9749847040494846|      0.06250000|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[0.000466475067508, 0.2106931347133813, 0.1235162217060913, 0.1286687953410128, 0.0243397131052953, 0.1011392249236714, -0.0037501422635698, 0.0189853941914346, 0.0581836852846142, -0.0186053611550673, 0.0203915724109302, 0.0088800619123636]|  9.5293874965732339|      0.12500000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      18|[0.000466475067508, 0.2106931347133813, 0.1235162217060913, 0.1286687953410128, 0.0243397131052953, 0.1011392249236714, -0.0037501422635698, 0.0189853941914346, 0.0581836852846142, -0.0186053611550673, 0.0203915724109302, 0.0088800619123636]|  9.5293874965732339|      0.06250000|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[-0.0165513785668836, 0.2337388513125306, 0.1467977957420221, 0.1474755333247026, 0.0119580026767434, 0.0978875351415334, 0.0092676056746901, 0.0038991472512897, 0.0678645466261815, -0.0451049353451806, -0.0082424006723459, 0.0124890437809529]|  7.8059547079257472|      0.12500000|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      20|[-0.0165513785668836, 0.2337388513125306, 0.1467977957420221, 0.1474755333247026, 0.0119580026767434, 0.0978875351415334, 0.0092676056746901, 0.0038991472512897, 0.0678645466261815, -0.0451049353451806, -0.0082424006723459, 0.0124890437809529]|  7.8059547079257472|      0.06250000|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[-0.0234687337629911, 0.2739260721223824, 0.1414834379526351, 0.1449262334839573, -0.0013372633822019, 0.0976466330906669, 0.0109420730125006, -0.0328249600410671, 0.0588019634242825, -0.0677737918799077, -0.0037134604214509, 0.0044989654998775]|  7.2114403785765502|      0.12500000|[210, 63, 21, 84]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      22|[-0.0137760369452961, 0.3514478408870336, 0.1769065319250374, 0.2044780711758792, -0.0058962863538976, 0.078255284882612, 0.0272622157198038, -0.0229269872361473, -0.0021317474668412, -0.0566598242472757, -0.0139975730566025, 0.0003899917439798]|  5.3707192536134301|      0.25000000|[220, 66, 22, 88]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      23|[-0.0137760369452961, 0.3514478408870336, 0.1769065319250374, 0.2044780711758792, -0.0058962863538976, 0.078255284882612, 0.0272622157198038, -0.0229269872361473, -0.0021317474668412, -0.0566598242472757, -0.0139975730566025, 0.0003899917439798]|  5.3707192536134301|      0.12500000|[230, 69, 23, 92]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      24|[-0.0537061283636228, 0.351776230247826, 0.1880120284537401, 0.1978179634185648, 0.0183913078844564, 0.1198993263702075, 0.1007362746145417, -0.0645715641880004, 0.0384174758198714, -0.0828276587701309, 0.0314048399671682, -0.0035590771130699]|  4.5548220421072880|      0.25000000|[240, 72, 24, 96]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      25|[-0.1130715111042267, 0.4729275699700028, 0.1478777488068469, 0.3511987534530152, -0.0098258946891158, 0.1273163239541398, 0.0051763568481339, -0.115026142066426, 0.067855366642757, -0.051216366979957, -0.0373631805448222, -0.0097387651864412]|  2.6899843230002158|      0.50000000|[250, 75, 25, 100]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
      26|[-0.1130715111042267, 0.4729275699700028, 0.1478777488068469, 0.3511987534530152, -0.0098258946891158, 0.1273163239541398, 0.0051763568481339, -0.115026142066426, 0.067855366642757, -0.051216366979957, -0.0373631805448222, -0.0097387651864412]|  2.6899843230002158|      0.25000000|[260, 78, 26, 104]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      27|[-0.1130715111042267, 0.4729275699700028, 0.1478777488068469, 0.3511987534530152, -0.0098258946891158, 0.1273163239541398, 0.0051763568481339, -0.115026142066426, 0.067855366642757, -0.051216366979957, -0.0373631805448222, -0.0097387651864412]|  2.6899843230002158|      0.12500000|[270, 81, 27, 108]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      28|[-0.1130715111042267, 0.4729275699700028, 0.1478777488068469, 0.3511987534530152, -0.0098258946891158, 0.1273163239541398, 0.0051763568481339, -0.115026142066426, 0.067855366642757, -0.051216366979957, -0.0373631805448222, -0.0097387651864412]|  2.6899843230002158|      0.06250000|[280, 84, 28, 112]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      29|[-0.1130715111042267, 0.4729275699700028, 0.1478777488068469, 0.3511987534530152, -0.0098258946891158, 0.1273163239541398, 0.0051763568481339, -0.115026142066426, 0.067855366642757, -0.051216366979957, -0.0373631805448222, -0.0097387651864412]|  2.6899843230002158|      0.03125000|[290, 87, 29, 116]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
      30|[-0.1145197250095051, 0.4823431341068105, 0.1586410872447075, 0.353031321983331, -0.0049231853561289, 0.1343924943429599, 0.013016431250676, -0.1086590211364073, 0.0766100504986575, -0.0440704834550715, -0.021033146409502, 0.0042651867323932]|  2.4814533094102496|      0.06250000|[300, 90, 30, 120]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
