k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[0.0359746229203724, -0.0024078846104581, -0.0036945238054601, -0.0137467064153738, -0.0099864559601594, -0.0260776237434349, -0.004053096915479, 0.0040933374876569, -0.0148056841682298, -0.0023500281524135, 0.0222326312976954, -0.0011134198079935, 0.0029054183145679, 0.0127750370542624, 0.0047674808278507, 0.0275797729013014, -0.0213429970771118, -0.0099400727759291, -0.0205985417002925, 0.0133582673568996, 0.0116325686510781, 0.0195620829746916, 0.0028952687711584, -0.0059625095649152, 0.0060204509490092, -0.0103728217646312, -0.0072128138257968, 0.0121233396033142, -0.0013560737120827, 0.0223022882016537, 0.0174607881790384, 0.019879960548346, -0.0158439766156882, 0.0012730939462389, 0.0498935295901289, 0.0227886399503368, 0.0177933144656892, 0.0304197370620394, -0.0196652126625195, 0.0182218030078238, -0.0084070731430641, -0.0105422190931205, 0.0148970882923396, 0.007877235442769, -0.0018261861227043, -0.009228941862397, -0.0044019534314868, -0.0360578281872195, 0.0180047142868453, -0.0052764231511587, 0.0029965562376952, 0.0182440071903835, 0.0107905720912853, -0.0004727267443654, 0.0127564625976629, 0.0029679860535671, -0.0171780306723836]|99077.5488592820038320|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       5|[0.0359746229203724, -0.0024078846104581, -0.0036945238054601, -0.0137467064153738, -0.0099864559601594, -0.0260776237434349, -0.004053096915479, 0.0040933374876569, -0.0148056841682298, -0.0023500281524135, 0.0222326312976954, -0.0011134198079935, 0.0029054183145679, 0.0127750370542624, 0.0047674808278507, 0.0275797729013014, -0.0213429970771118, -0.0099400727759291, -0.0205985417002925, 0.0133582673568996, 0.0116325686510781, 0.0195620829746916, 0.0028952687711584, -0.0059625095649152, 0.0060204509490092, -0.0103728217646312, -0.0072128138257968, 0.0121233396033142, -0.0013560737120827, 0.0223022882016537, 0.0174607881790384, 0.019879960548346, -0.0158439766156882, 0.0012730939462389, 0.0498935295901289, 0.0227886399503368, 0.0177933144656892, 0.0304197370620394, -0.0196652126625195, 0.0182218030078238, -0.0084070731430641, -0.0105422190931205, 0.0148970882923396, 0.007877235442769, -0.0018261861227043, -0.009228941862397, -0.0044019534314868, -0.0360578281872195, 0.0180047142868453, -0.0052764231511587, 0.0029965562376952, 0.0182440071903835, 0.0107905720912853, -0.0004727267443654, 0.0127564625976629, 0.0029679860535671, -0.0171780306723836]|99077.5488592820038320|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[0.0359746229203724, -0.0024078846104581, -0.0036945238054601, -0.0137467064153738, -0.0099864559601594, -0.0260776237434349, -0.004053096915479, 0.0040933374876569, -0.0148056841682298, -0.0023500281524135, 0.0222326312976954, -0.0011134198079935, 0.0029054183145679, 0.0127750370542624, 0.0047674808278507, 0.0275797729013014, -0.0213429970771118, -0.0099400727759291, -0.0205985417002925, 0.0133582673568996, 0.0116325686510781, 0.0195620829746916, 0.0028952687711584, -0.0059625095649152, 0.0060204509490092, -0.0103728217646312, -0.0072128138257968, 0.0121233396033142, -0.0013560737120827, 0.0223022882016537, 0.0174607881790384, 0.019879960548346, -0.0158439766156882, 0.0012730939462389, 0.0498935295901289, 0.0227886399503368, 0.0177933144656892, 0.0304197370620394, -0.0196652126625195, 0.0182218030078238, -0.0084070731430641, -0.0105422190931205, 0.0148970882923396, 0.007877235442769, -0.0018261861227043, -0.009228941862397, -0.0044019534314868, -0.0360578281872195, 0.0180047142868453, -0.0052764231511587, 0.0029965562376952, 0.0182440071903835, 0.0107905720912853, -0.0004727267443654, 0.0127564625976629, 0.0029679860535671, -0.0171780306723836]|99077.5488592820038320|      0.06250000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[0.0341897960586614, 0.0032838964005691, 0.001101382349862, -0.0208156006663608, -0.003008732167132, -0.0222139158262632, -0.005086383007565, 0.0032405243725641, -0.0148229788145112, 2.63207354889e-05, 0.0292581059849385, -0.0028619533684361, 0.0010418717240202, 0.0110117452898886, 0.0049955152605766, 0.0296808134579175, -0.0262447307708104, -0.0026708651793321, -0.0267162898983354, 0.013299197532811, 0.0200206769712106, 0.0123629974779912, 0.0013269510791044, -0.0057381122275227, 0.0002610687837423, -0.0127552874529795, -0.0110834643012594, 0.0039604926739166, -0.0010648655940916, 0.0252872121511819, 0.0424954097504554, 0.0265245994858268, -0.0135964027607153, -0.0062452395797235, 0.0607876950780185, 0.0297787802970612, 0.013807272988339, 0.0335186468617506, -0.0191649826546618, 0.0455558994236437, -0.00061828327049, -0.016492375449697, 0.0169333784613925, 0.0357892979953656, -0.0037847485677159, -0.0029036133973294, 0.0022206819475216, -0.0392455906416637, 0.039484172741873, -0.0008480696427244, -0.0011197332372887, 0.0194199775005776, 0.0205438241646216, -3.93966321588e-05, 0.0103612099567993, 0.0003433205556927, -0.0232947613658932]|69242.9070954751223326|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       8|[0.0341897960586614, 0.0032838964005691, 0.001101382349862, -0.0208156006663608, -0.003008732167132, -0.0222139158262632, -0.005086383007565, 0.0032405243725641, -0.0148229788145112, 2.63207354889e-05, 0.0292581059849385, -0.0028619533684361, 0.0010418717240202, 0.0110117452898886, 0.0049955152605766, 0.0296808134579175, -0.0262447307708104, -0.0026708651793321, -0.0267162898983354, 0.013299197532811, 0.0200206769712106, 0.0123629974779912, 0.0013269510791044, -0.0057381122275227, 0.0002610687837423, -0.0127552874529795, -0.0110834643012594, 0.0039604926739166, -0.0010648655940916, 0.0252872121511819, 0.0424954097504554, 0.0265245994858268, -0.0135964027607153, -0.0062452395797235, 0.0607876950780185, 0.0297787802970612, 0.013807272988339, 0.0335186468617506, -0.0191649826546618, 0.0455558994236437, -0.00061828327049, -0.016492375449697, 0.0169333784613925, 0.0357892979953656, -0.0037847485677159, -0.0029036133973294, 0.0022206819475216, -0.0392455906416637, 0.039484172741873, -0.0008480696427244, -0.0011197332372887, 0.0194199775005776, 0.0205438241646216, -3.93966321588e-05, 0.0103612099567993, 0.0003433205556927, -0.0232947613658932]|69242.9070954751223326|      0.06250000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[0.0278758470511653, -0.0033948193507124, -0.0055061293882012, -0.0215775845217455, 0.0031900482202043, -0.0200895780523184, 0.0054320304612812, 0.0038727701359427, -0.0279867568432275, 0.0087804390741405, 0.0329019460238486, 0.005326860475479, 0.0012212983593545, 0.0116673923032501, 0.0002844878136762, 0.0248566722466596, -0.036179929524406, -0.0091560058056654, -0.0282217295776289, 0.0203642234455499, 0.0217351978583586, 0.0069092008790453, 0.0013556791772307, 0.0086500075809541, 0.0024909198287606, -0.0045809750366015, -0.021537069152581, -0.0067268016327845, 0.0024193531121509, 0.0178413235996122, 0.0517574695669834, 0.0246370388169225, -0.0150584190511697, 0.0048480375991343, 0.0762134720112697, 0.0326607606036932, 0.0134941394718193, 0.0290817079927918, -0.0196987516081922, 0.0510179689175204, 0.0090400629738765, -0.0149028840284172, 0.0129439588105042, 0.0546246534513436, 6.96559099263e-05, -0.0069638218061371, 0.0044581702347528, -0.0313219355269715, 0.0553051058718815, 0.0216014832196635, 0.0075919720032038, 0.0299810220443789, 0.0339817586753445, 0.00100251241816, 0.0150950389830465, 0.0072827970745357, -0.0367700257066141]|51221.6401679545379011|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[0.0278758470511653, -0.0033948193507124, -0.0055061293882012, -0.0215775845217455, 0.0031900482202043, -0.0200895780523184, 0.0054320304612812, 0.0038727701359427, -0.0279867568432275, 0.0087804390741405, 0.0329019460238486, 0.005326860475479, 0.0012212983593545, 0.0116673923032501, 0.0002844878136762, 0.0248566722466596, -0.036179929524406, -0.0091560058056654, -0.0282217295776289, 0.0203642234455499, 0.0217351978583586, 0.0069092008790453, 0.0013556791772307, 0.0086500075809541, 0.0024909198287606, -0.0045809750366015, -0.021537069152581, -0.0067268016327845, 0.0024193531121509, 0.0178413235996122, 0.0517574695669834, 0.0246370388169225, -0.0150584190511697, 0.0048480375991343, 0.0762134720112697, 0.0326607606036932, 0.0134941394718193, 0.0290817079927918, -0.0196987516081922, 0.0510179689175204, 0.0090400629738765, -0.0149028840284172, 0.0129439588105042, 0.0546246534513436, 6.96559099263e-05, -0.0069638218061371, 0.0044581702347528, -0.0313219355269715, 0.0553051058718815, 0.0216014832196635, 0.0075919720032038, 0.0299810220443789, 0.0339817586753445, 0.00100251241816, 0.0150950389830465, 0.0072827970745357, -0.0367700257066141]|51221.6401679545379011|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[0.027243382619, 0.0115513464884115, -0.0060367723062879, -0.0250769103109132, 0.0076901085296285, -0.0487636402278758, 0.0046249250936466, 0.0134111490032851, -0.0320712953409499, 0.0151207609360732, 0.0457082398409886, 0.0186567139903946, -0.0090601567171337, 0.0208169087424087, 0.0083814200488592, 0.0186895203323105, -0.047674529085081, -0.0149097814849479, -0.0350907755517419, 0.0165161552270534, 0.0151353282589322, 0.0139143023201539, -0.004968987649026, 0.0090445002650327, -0.0006684367811436, 0.0011883169092556, -0.0200590980938494, -0.0131678233585899, -0.0037600670162117, 0.0110473667343672, 0.0508088925940031, 0.0147241154443256, -0.025251062069614, 0.011611145893143, 0.074245318904199, 0.0338919091148477, 0.0187600972641964, 0.0306099675229332, -0.0262051083505961, 0.056540190460153, 0.0134460834213786, -0.0215066913762029, 0.0037770660307796, 0.0649789027122321, -0.0050766139511483, -0.005406990689305, 0.0109508309202613, -0.0366186328182596, 0.0642885567183965, 0.0380232575235321, 0.0011582160741969, 0.020208701897242, 0.0454740691130459, 0.0004492692830656, 0.0264661313444157, 7.01206895611e-05, -0.0380115206612701]|42117.9078390606591711|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
