k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      0.12500000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0715091471301516, 0.156687389117005, 0.3788787659608511, 0.7845410483714166, 0.1283025754614041, 1.1115884920704506, 0.2258989300745746, 0.3759199130110804, 1.0836381511864115, 0.9293025067241889]| 26.4964106723979711|      0.06250000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.1214971714021893, 0.1554640413006174, 0.3623217365807949, 0.7827031774315193, 0.1468568999482685, 1.094112848976423, 0.2400579335927361, 0.3672351781237515, 1.0708677317870159, 0.9229944811239003]| 12.3695852707531877|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[0.1214971714021893, 0.1554640413006174, 0.3623217365807949, 0.7827031774315193, 0.1468568999482685, 1.094112848976423, 0.2400579335927361, 0.3672351781237515, 1.0708677317870159, 0.9229944811239003]| 12.3695852707531877|      0.06250000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.1214971714021893, 0.1554640413006174, 0.3623217365807949, 0.7827031774315193, 0.1468568999482685, 1.094112848976423, 0.2400579335927361, 0.3672351781237515, 1.0708677317870159, 0.9229944811239003]| 12.3695852707531877|      0.03125000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.1363533088052863, 0.1569203281527214, 0.3476548069421116, 0.7822947602842716, 0.1520495860230482, 1.0933866854607028, 0.2563631019867312, 0.3554392893409066, 1.0645282811102794, 0.9148846207716435]| 11.1850811613823744|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[0.1094372129887417, 0.1501001120930651, 0.3443149343838229, 0.7824009917979279, 0.135465475691938, 1.0493813920252597, 0.2512144198092535, 0.335074321024854, 1.048896178077416, 0.9299508190755167]|  8.9217409574035926|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
