k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.7311437652804778, -1.0616604750487597, 20.140253052037426]                   |301.7478637695312500|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.7311437652804778, -1.0616604750487597, 20.140253052037426]                   |301.7478637695312500|      0.50000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.7311437652804778, -1.0616604750487597, 20.140253052037426]                   |301.7478637695312500|      0.25000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.7311437652804778, -1.0616604750487597, 20.140253052037426]                   |301.7478637695312500|      0.12500000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.801275525765251, -1.162076606238752, 20.1652157595857]                       |264.5604553222656250|      0.25000000|[30, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.801275525765251, -1.162076606238752, 20.1652157595857]                       |264.5604553222656250|      0.12500000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.801275525765251, -1.162076606238752, 20.1652157595857]                       |264.5604553222656250|      0.06250000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.7460399357070916, -1.1523081906379251, 20.19278127513641]                    |243.1087341308593750|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.7460399357070916, -1.1523081906379251, 20.19278127513641]                    |243.1087341308593750|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.7460399357070916, -1.1523081906379251, 20.19278127513641]                    |243.1087341308593750|      0.03125000|[52, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.7676600272406141, -1.1383033927018504, 20.210473074842824]                   |229.0459442138671875|      0.06250000|[57, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.7676600272406141, -1.1383033927018504, 20.210473074842824]                   |229.0459442138671875|      0.03125000|[61, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.7552248776634455, -1.1229733065212568, 20.186246684011977]                   |224.8936157226562500|      0.06250000|[66, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.7552248776634455, -1.1229733065212568, 20.186246684011977]                   |224.8936157226562500|      0.03125000|[71, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
