k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.64162090178558, -0.1892765523910733, 0.0729787831964664, -0.0231059152375542, -0.3395848843248699, -0.2013638764127503, -0.2973558788502069]|54997.8125000000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      2.00000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.977580625191662, 0.0950257307359029, 0.0380952833315982, -1.8754012816955856, -0.2999592930880322, 0.4052619946628042, -0.2301014518290951]|16563.7558593750000000|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[9.976099443711385, 0.0912139529201579, 0.0385171466053682, -1.8892116362190952, -0.2999383077187127, 0.4025627707427836, -0.1059640829973732]|14073.0097656250000000|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[9.976099443711385, 0.0912139529201579, 0.0385171466053682, -1.8892116362190952, -0.2999383077187127, 0.4025627707427836, -0.1059640829973732]|14073.0097656250000000|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.976099443711385, 0.0912139529201579, 0.0385171466053682, -1.8892116362190952, -0.2999383077187127, 0.4025627707427836, -0.1059640829973732]|14073.0097656250000000|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[9.976099443711385, 0.0912139529201579, 0.0385171466053682, -1.8892116362190952, -0.2999383077187127, 0.4025627707427836, -0.1059640829973732]|14073.0097656250000000|      0.03125000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[9.974686765200252, 0.0896565445083358, 0.0392794218891054, -1.8852897880817037, -0.30269261567124, 0.3998975057319581, -0.1366477840806311]|8998.5507812500000000|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[9.974686765200252, 0.0896565445083358, 0.0392794218891054, -1.8852897880817037, -0.30269261567124, 0.3998975057319581, -0.1366477840806311]|8998.5507812500000000|      0.03125000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[9.974686765200252, 0.0896565445083358, 0.0392794218891054, -1.8852897880817037, -0.30269261567124, 0.3998975057319581, -0.1366477840806311]|8998.5507812500000000|      0.01562500|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[9.974686765200252, 0.0896565445083358, 0.0392794218891054, -1.8852897880817037, -0.30269261567124, 0.3998975057319581, -0.1366477840806311]|8998.5507812500000000|      0.00781250|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[9.974686765200252, 0.0896565445083358, 0.0392794218891054, -1.8852897880817037, -0.30269261567124, 0.3998975057319581, -0.1366477840806311]|8998.5507812500000000|      0.00390625|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[9.975150988285021, 0.0899211483625059, 0.0388984931184857, -1.8849986509113767, -0.3028942936103852, 0.3985279296865602, -0.1402292629197321]|8976.3642578125000000|      0.00781250|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[9.975150988285021, 0.0899211483625059, 0.0388984931184857, -1.8849986509113767, -0.3028942936103852, 0.3985279296865602, -0.1402292629197321]|8976.3642578125000000|      0.00390625|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[9.974791539752964, 0.0903573850423637, 0.0395830451137724, -1.8871671005854782, -0.3038997262549699, 0.3958853079975541, -0.1415612365520104]|8975.0878906250000000|      0.00781250|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[9.974791539752964, 0.0903573850423637, 0.0395830451137724, -1.8871671005854782, -0.3038997262549699, 0.3958853079975541, -0.1415612365520104]|8975.0878906250000000|      0.00390625|[530, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[9.97461970654815, 0.0904806407770535, 0.0396959513770677, -1.8879549184609028, -0.304312836254772, 0.3949663260579832, -0.1378781022984478]|8967.2871093750000000|      0.00781250|[557, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[9.97461970654815, 0.0904806407770535, 0.0396959513770677, -1.8879549184609028, -0.304312836254772, 0.3949663260579832, -0.1378781022984478]|8967.2871093750000000|      0.00390625|[583, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[9.97461970654815, 0.0904806407770535, 0.0396959513770677, -1.8879549184609028, -0.304312836254772, 0.3949663260579832, -0.1378781022984478]|8967.2871093750000000|      0.00195312|[610, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[9.974719869799074, 0.0905227182590203, 0.0395864555031098, -1.88781519148927, -0.304341785394696, 0.39419103744528, -0.1396584030077651]|8958.3037109375000000|      0.00390625|[636, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      25|[9.974719869799074, 0.0905227182590203, 0.0395864555031098, -1.88781519148927, -0.304341785394696, 0.39419103744528, -0.1396584030077651]|8958.3037109375000000|      0.00195312|[662, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[9.974101612021736, 0.0907743302324092, 0.0398494447022635, -1.888198535602555, -0.3036389320403486, 0.3929526118659177, -0.1385975876516193]|8955.9062500000000000|      0.00390625|[689, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[9.973784699871876, 0.0919024648650134, 0.0405333939683693, -1.8876250754851356, -0.3031298244407428, 0.3897051770924827, -0.1401088790669067]|8945.1757812500000000|      0.00781250|[716, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      28|[9.973784699871876, 0.0919024648650134, 0.0405333939683693, -1.8876250754851356, -0.3031298244407428, 0.3897051770924827, -0.1401088790669067]|8945.1757812500000000|      0.00390625|[742, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[9.973784699871876, 0.0919024648650134, 0.0405333939683693, -1.8876250754851356, -0.3031298244407428, 0.3897051770924827, -0.1401088790669067]|8945.1757812500000000|      0.00195312|[769, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[9.974005200194258, 0.0917203485091197, 0.0405406897994618, -1.8879521336816332, -0.3032992802737034, 0.388190351727932, -0.1389676170247306]|8939.0400390625000000|      0.00390625|[795, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[9.974005200194258, 0.0917203485091197, 0.0405406897994618, -1.8879521336816332, -0.3032992802737034, 0.388190351727932, -0.1389676170247306]|8939.0400390625000000|      0.00195312|[821, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[9.973985235704845, 0.091899913772485, 0.0405280705677755, -1.8887662589796343, -0.3031134328169486, 0.3869068470503541, -0.1401664382042981]|8935.5458984375000000|      0.00390625|[848, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      33|[9.972880706418518, 0.0918451740631884, 0.0417927155983992, -1.889799486592008, -0.3027500209801786, 0.3842265820324317, -0.1381532237098839]|8928.5625000000000000|      0.00781250|[874, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      34|[9.972880706418518, 0.0918451740631884, 0.0417927155983992, -1.889799486592008, -0.3027500209801786, 0.3842265820324317, -0.1381532237098839]|8928.5625000000000000|      0.00390625|[901, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[9.972880706418518, 0.0918451740631884, 0.0417927155983992, -1.889799486592008, -0.3027500209801786, 0.3842265820324317, -0.1381532237098839]|8928.5625000000000000|      0.00195312|[927, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
