k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0, 2.0]                                                                 | 29.5000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6191821402761233, 1.6635733629871343, 1.138724854867192]                     | 11.0080308887955951|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[-0.0658223858396154, 0.7944137875882512, 1.7753734074155414]                   |  5.5567075259117606|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[-0.0658223858396154, 0.7944137875882512, 1.7753734074155414]                   |  5.5567075259117606|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0658223858396154, 0.7944137875882512, 1.7753734074155414]                   |  5.5567075259117606|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.1371569073898347, 0.2857855641589261, 0.9386555715525777]                    |  2.0055935593022700|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.1371569073898347, 0.2857855641589261, 0.9386555715525777]                    |  2.0055935593022700|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.2401837800667678, 0.4514221087146962, -0.042134925247853]                    |  1.2622800379512535|      2.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[0.2401837800667678, 0.4514221087146962, -0.042134925247853]                    |  1.2622800379512535|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.2401837800667678, 0.4514221087146962, -0.042134925247853]                    |  1.2622800379512535|      0.50000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0428494716837663, 0.0641870329447876, 0.0990782982724387]                   |  1.0152419335411849|      1.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[-0.0428494716837663, 0.0641870329447876, 0.0990782982724387]                   |  1.0152419335411849|      0.50000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0428494716837663, 0.0641870329447876, 0.0990782982724387]                   |  1.0152419335411849|      0.25000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0428494716837663, 0.0641870329447876, 0.0990782982724387]                   |  1.0152419335411849|      0.12500000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-0.0428494716837663, 0.0641870329447876, 0.0990782982724387]                   |  1.0152419335411849|      0.06250000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[-0.0084455357365034, 0.0418304223328859, 0.0519317061020131]                   |  1.0044631911382544|      0.12500000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
