k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[49, 0, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[98, 0, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[147, 0, 3, 12]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       4|[119.99722080457953, 0.0051415827401576, 0.8751079617420795, 109.98518108393631, 0.1864042790584241, 0.8535552071573043, 100.00516244427062, 0.2667746681773558, 0.7147588130294861, 87.99161302102294, 0.3248837169792778, 0.7009994315668987, 86.0019520387916, 0.3582921157371913, 0.6664021507537773, 84.02795319166702, 0.4452226971403889, 0.5118397888124031, 79.99732293314972, 0.6720849585332116, 0.3267965868236047, 76.0129694969196, 0.8614247215002436, 0.1270701986543081, 886.3865014522914, 910.0245779793239, 922.527590941026, 926.4795982700305, 935.5694421959322, 952.8100050132041, 975.7172055871786]|2152.0527260368776297|      0.25000000|[196, 0, 4, 16]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
       5|[119.99722080457953, 0.0051415827401576, 0.8751079617420795, 109.98518108393631, 0.1864042790584241, 0.8535552071573043, 100.00516244427062, 0.2667746681773558, 0.7147588130294861, 87.99161302102294, 0.3248837169792778, 0.7009994315668987, 86.0019520387916, 0.3582921157371913, 0.6664021507537773, 84.02795319166702, 0.4452226971403889, 0.5118397888124031, 79.99732293314972, 0.6720849585332116, 0.3267965868236047, 76.0129694969196, 0.8614247215002436, 0.1270701986543081, 886.3865014522914, 910.0245779793239, 922.527590941026, 926.4795982700305, 935.5694421959322, 952.8100050132041, 975.7172055871786]|2152.0527260368776297|      0.12500000|[245, 0, 5, 20]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       6|[119.99722080457953, 0.0051415827401576, 0.8751079617420795, 109.98518108393631, 0.1864042790584241, 0.8535552071573043, 100.00516244427062, 0.2667746681773558, 0.7147588130294861, 87.99161302102294, 0.3248837169792778, 0.7009994315668987, 86.0019520387916, 0.3582921157371913, 0.6664021507537773, 84.02795319166702, 0.4452226971403889, 0.5118397888124031, 79.99732293314972, 0.6720849585332116, 0.3267965868236047, 76.0129694969196, 0.8614247215002436, 0.1270701986543081, 886.3865014522914, 910.0245779793239, 922.527590941026, 926.4795982700305, 935.5694421959322, 952.8100050132041, 975.7172055871786]|2152.0527260368776297|      0.06250000|[294, 0, 6, 24]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       7|[119.99711890282977, 0.0237285192552463, 0.879418836990668, 109.98111620800994, 0.1372448600663733, 0.8418410916388794, 100.00437560083822, 0.2593546150450895, 0.7162608817456526, 87.9882158272673, 0.3297314469214171, 0.7100350419982057, 86.0128094239409, 0.3541893717323802, 0.6689805689270935, 84.0322612203393, 0.4471817594045232, 0.5054494217614588, 79.99270437725488, 0.6675046120767051, 0.3302115166351905, 76.01523273521452, 0.8594241021991754, 0.1225333270911376, 886.373619984901, 910.012893790806, 922.5225672239269, 926.470771498142, 935.5762506864721, 952.8027430513716, 975.7151557207511]|1372.7059358022504512|      0.12500000|[343, 0, 7, 28]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
       8|[119.99711890282977, 0.0237285192552463, 0.879418836990668, 109.98111620800994, 0.1372448600663733, 0.8418410916388794, 100.00437560083822, 0.2593546150450895, 0.7162608817456526, 87.9882158272673, 0.3297314469214171, 0.7100350419982057, 86.0128094239409, 0.3541893717323802, 0.6689805689270935, 84.0322612203393, 0.4471817594045232, 0.5054494217614588, 79.99270437725488, 0.6675046120767051, 0.3302115166351905, 76.01523273521452, 0.8594241021991754, 0.1225333270911376, 886.373619984901, 910.012893790806, 922.5225672239269, 926.470771498142, 935.5762506864721, 952.8027430513716, 975.7151557207511]|1372.7059358022504512|      0.06250000|[392, 0, 8, 32]                                                            |  | used linear model with 49 points | iterate failure | actual_k=0
       9|[119.99732098413917, -0.0186691494972912, 0.8684087803443633, 109.9780451106764, 0.128061179383959, 0.8424189983033791, 100.00486468034988, 0.2417074970451886, 0.7128375595798421, 87.99312410949113, 0.3541136628150712, 0.717398636175718, 85.99934737075816, 0.3520596042247748, 0.6718811558002938, 84.03515907503339, 0.4443479922211162, 0.504365806952176, 79.99089127877625, 0.6599700620013671, 0.3228514940568565, 76.00755843240785, 0.8669284592857092, 0.1132514740461372, 886.3736232625639, 910.0161832711149, 922.5238022852153, 926.4712022634208, 935.5808898682366, 952.7880707029477, 975.7041814265925]|859.0085491509161102|      0.12500000|[441, 0, 9, 36]                                                            |  | used linear model with 49 points | iterate success | actual_k=0
      10|[119.99732098413917, -0.0186691494972912, 0.8684087803443633, 109.9780451106764, 0.128061179383959, 0.8424189983033791, 100.00486468034988, 0.2417074970451886, 0.7128375595798421, 87.99312410949113, 0.3541136628150712, 0.717398636175718, 85.99934737075816, 0.3520596042247748, 0.6718811558002938, 84.03515907503339, 0.4443479922211162, 0.504365806952176, 79.99089127877625, 0.6599700620013671, 0.3228514940568565, 76.00755843240785, 0.8669284592857092, 0.1132514740461372, 886.3736232625639, 910.0161832711149, 922.5238022852153, 926.4712022634208, 935.5808898682366, 952.7880707029477, 975.7041814265925]|859.0085491509161102|      0.06250000|[490, 0, 10, 40]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      11|[119.99732098413917, -0.0186691494972912, 0.8684087803443633, 109.9780451106764, 0.128061179383959, 0.8424189983033791, 100.00486468034988, 0.2417074970451886, 0.7128375595798421, 87.99312410949113, 0.3541136628150712, 0.717398636175718, 85.99934737075816, 0.3520596042247748, 0.6718811558002938, 84.03515907503339, 0.4443479922211162, 0.504365806952176, 79.99089127877625, 0.6599700620013671, 0.3228514940568565, 76.00755843240785, 0.8669284592857092, 0.1132514740461372, 886.3736232625639, 910.0161832711149, 922.5238022852153, 926.4712022634208, 935.5808898682366, 952.7880707029477, 975.7041814265925]|859.0085491509161102|      0.03125000|[539, 0, 11, 44]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      12|[119.9967831984002, -0.0090841201792515, 0.869192388053077, 109.97745761993643, 0.1019550802953006, 0.8382605032270466, 100.00163252478688, 0.2398098540589639, 0.7156662433973479, 87.99309302120754, 0.3582140307648182, 0.7151111067600338, 86.00352958510241, 0.3527078717000058, 0.6772686009002271, 84.03751693456265, 0.4481769088929188, 0.5054069772741225, 79.99052467560709, 0.6562016003252971, 0.3238910649557024, 76.00663097163688, 0.8659194649938331, 0.1110315058988438, 886.3712188022286, 910.0197451243922, 922.5262551571743, 926.46954553899, 935.5814730858716, 952.7858723753868, 975.7083836393713]|559.1956529497028896|      0.06250000|[588, 0, 12, 48]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      13|[120.00187431840016, -0.0456074531668423, 0.8461398977952345, 109.97089570329406, 0.0740708250006062, 0.8269974834296046, 99.99677281380961, 0.2339302265648296, 0.7158196766001097, 87.98767868260418, 0.3758975573121727, 0.7249268119243762, 85.99922032814203, 0.3611300502595735, 0.6730442263075179, 84.04011025689623, 0.4555845909236607, 0.5066608532918023, 79.98828946699479, 0.646836626744842, 0.3151625932128816, 76.00570458488177, 0.873151306623281, 0.1123512267541424, 886.3649037491092, 910.0182545501, 922.5204573518297, 926.4782854254119, 935.5849434022331, 952.7830039074248, 975.7063207021203]|352.1615252278513708|      0.12500000|[637, 0, 13, 52]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      14|[120.00187431840016, -0.0456074531668423, 0.8461398977952345, 109.97089570329406, 0.0740708250006062, 0.8269974834296046, 99.99677281380961, 0.2339302265648296, 0.7158196766001097, 87.98767868260418, 0.3758975573121727, 0.7249268119243762, 85.99922032814203, 0.3611300502595735, 0.6730442263075179, 84.04011025689623, 0.4555845909236607, 0.5066608532918023, 79.98828946699479, 0.646836626744842, 0.3151625932128816, 76.00570458488177, 0.873151306623281, 0.1123512267541424, 886.3649037491092, 910.0182545501, 922.5204573518297, 926.4782854254119, 935.5849434022331, 952.7830039074248, 975.7063207021203]|352.1615252278513708|      0.06250000|[686, 0, 14, 56]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      15|[120.00187431840016, -0.0456074531668423, 0.8461398977952345, 109.97089570329406, 0.0740708250006062, 0.8269974834296046, 99.99677281380961, 0.2339302265648296, 0.7158196766001097, 87.98767868260418, 0.3758975573121727, 0.7249268119243762, 85.99922032814203, 0.3611300502595735, 0.6730442263075179, 84.04011025689623, 0.4555845909236607, 0.5066608532918023, 79.98828946699479, 0.646836626744842, 0.3151625932128816, 76.00570458488177, 0.873151306623281, 0.1123512267541424, 886.3649037491092, 910.0182545501, 922.5204573518297, 926.4782854254119, 935.5849434022331, 952.7830039074248, 975.7063207021203]|352.1615252278513708|      0.03125000|[735, 0, 15, 60]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      16|[119.99621288497445, -0.0254958524644969, 0.8503153085896505, 109.97012418871599, 0.0606606805824554, 0.8221980865018478, 99.99915748130039, 0.2299116171226279, 0.7086293196670241, 87.98535916444166, 0.3786812546450377, 0.7274914282779473, 85.997972947899, 0.3610043299393687, 0.6723044836418083, 84.04243255499303, 0.456661625217948, 0.5101147806397235, 79.98674905946972, 0.64341666395789, 0.3136567772478535, 76.00267011188517, 0.8775214195009989, 0.1047395924288906, 886.359273555719, 910.0238551179625, 922.5204105067291, 926.4731022040313, 935.5877349882402, 952.7852316005888, 975.7061619490803]|272.1937320994891820|      0.06250000|[784, 0, 16, 64]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      17|[119.99621288497445, -0.0254958524644969, 0.8503153085896505, 109.97012418871599, 0.0606606805824554, 0.8221980865018478, 99.99915748130039, 0.2299116171226279, 0.7086293196670241, 87.98535916444166, 0.3786812546450377, 0.7274914282779473, 85.997972947899, 0.3610043299393687, 0.6723044836418083, 84.04243255499303, 0.456661625217948, 0.5101147806397235, 79.98674905946972, 0.64341666395789, 0.3136567772478535, 76.00267011188517, 0.8775214195009989, 0.1047395924288906, 886.359273555719, 910.0238551179625, 922.5204105067291, 926.4731022040313, 935.5877349882402, 952.7852316005888, 975.7061619490803]|272.1937320994891820|      0.03125000|[833, 0, 17, 68]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
      18|[119.99144294207971, -0.0417647722210179, 0.8486165858257227, 109.96971091694093, 0.0728033753807226, 0.8280129303599202, 99.9996590789494, 0.2205037704834669, 0.7022146343904968, 87.98879213110648, 0.3826314300163531, 0.7245581438164524, 85.99619698816427, 0.3699167873939009, 0.6804249522330015, 84.043918072556, 0.4614359643280296, 0.5032991194856522, 79.99020754047761, 0.64339161702099, 0.3068411651753006, 76.00517833617826, 0.8769999589139926, 0.1033936796376381, 886.3616987632788, 910.0221891158062, 922.5171167152681, 926.4730431460905, 935.5903788498434, 952.7837865018817, 975.7110156729741]|246.7369758596190366|      0.06250000|[882, 0, 18, 72]                                                           |  | used linear model with 49 points | iterate success | actual_k=0
      19|[119.99144294207971, -0.0417647722210179, 0.8486165858257227, 109.96971091694093, 0.0728033753807226, 0.8280129303599202, 99.9996590789494, 0.2205037704834669, 0.7022146343904968, 87.98879213110648, 0.3826314300163531, 0.7245581438164524, 85.99619698816427, 0.3699167873939009, 0.6804249522330015, 84.043918072556, 0.4614359643280296, 0.5032991194856522, 79.99020754047761, 0.64339161702099, 0.3068411651753006, 76.00517833617826, 0.8769999589139926, 0.1033936796376381, 886.3616987632788, 910.0221891158062, 922.5171167152681, 926.4730431460905, 935.5903788498434, 952.7837865018817, 975.7110156729741]|246.7369758596190366|      0.03125000|[931, 0, 19, 76]                                                           |  | used linear model with 49 points | iterate failure | actual_k=0
