k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.02570851319115, 149.93409562548146, -99.96548541662436, 1.2095621214750645, 2.0361271771439244]|84601.4000264366914053|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[49.02570851319115, 149.93409562548146, -99.96548541662436, 1.2095621214750645, 2.0361271771439244]|84601.4000264366914053|      1.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[48.029186535514114, 149.87635095738676, -100.02551385701119, 1.2096696915772034, 2.03366220520108]|81328.7553766832716065|      2.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[48.029186535514114, 149.87635095738676, -100.02551385701119, 1.2096696915772034, 2.03366220520108]|81328.7553766832716065|      1.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[47.032525812559165, 149.82126248940597, -100.08528905092628, 1.217385412982346, 2.033421684812973]|78122.2634417273948202|      2.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[45.039386333396564, 149.6994294304522, -100.19698283034607, 1.2220039078746836, 2.02601280546149]|71907.2602951821318129|      4.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[45.039386333396564, 149.6994294304522, -100.19698283034607, 1.2220039078746836, 2.02601280546149]|71907.2602951821318129|      2.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[45.039386333396564, 149.6994294304522, -100.19698283034607, 1.2220039078746836, 2.02601280546149]|71907.2602951821318129|      1.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[44.04319346248325, 149.6369664440465, -100.25778960940525, 1.221981815740933, 2.0268340259964797]|68898.7336940491368296|      2.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[42.20693193870083, 149.47161150544665, -99.91202200061772, 1.868942152710844, 1.7764574223409981]|63600.0823644429765409|      4.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[42.20693193870083, 149.47161150544665, -99.91202200061772, 1.868942152710844, 1.7764574223409981]|63600.0823644429765409|      2.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[40.214782743444765, 149.34425090817163, -100.0347468061829, 1.8612684193338331, 1.7756841064835056]|58022.6658519531047205|      4.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[40.214782743444765, 149.34425090817163, -100.0347468061829, 1.8612684193338331, 1.7756841064835056]|58022.6658519531047205|      2.00000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[38.231186245740574, 149.19149002026387, -100.20285543067246, 1.9506614421665835, 1.6998064202882142]|52719.1267517505402793|      4.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[38.231186245740574, 149.19149002026387, -100.20285543067246, 1.9506614421665835, 1.6998064202882142]|52719.1267517505402793|      2.00000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[36.240064139282154, 149.0643415296285, -100.33132342270231, 1.9776079390001824, 1.6546856951837758]|47670.5807140874385368|      4.00000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[36.240064139282154, 149.0643415296285, -100.33132342270231, 1.9776079390001824, 1.6546856951837758]|47670.5807140874385368|      2.00000000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[34.246170322757564, 148.9876457586628, -100.3981787199361, 2.095286317579401, 1.6683742154733612]|42897.8088309857776039|      4.00000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[34.246170322757564, 148.9876457586628, -100.3981787199361, 2.095286317579401, 1.6683742154733612]|42897.8088309857776039|      2.00000000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[32.25479636489191, 148.87793625999134, -100.52070642693214, 2.0494453830272814, 1.5957164177265706]|38379.9599217229115311|      4.00000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[32.25479636489191, 148.87793625999134, -100.52070642693214, 2.0494453830272814, 1.5957164177265706]|38379.9599217229115311|      2.00000000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[30.267355732097062, 148.71800446978617, -100.67675888541658, 2.0526277598223537, 1.6075086302707915]|34120.8867039634787943|      4.00000000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[30.267355732097062, 148.71800446978617, -100.67675888541658, 2.0526277598223537, 1.6075086302707915]|34120.8867039634787943|      2.00000000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
