k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0410206785699002, 0.3834760326191009]                                        |  0.0653779134154320|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.0410206785699002, 0.3834760326191009]                                        |  0.0653779134154320|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0410206785699002, 0.3834760326191009]                                        |  0.0653779134154320|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0410206785699002, 0.3834760326191009]                                        |  0.0653779134154320|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0232651789283597, 0.1341073452654573]                                        |  0.0009907050989568|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0232651789283597, 0.1341073452654573]                                        |  0.0009907050989568|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0232651789283597, 0.1341073452654573]                                        |  0.0009907050989568|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.0102204363359539, 0.0097898698619651]                                        |  0.0000000803135123|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.0102204363359539, 0.0097898698619651]                                        |  0.0000000803135123|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.0102204363359539, 0.0097898698619651]                                        |  0.0000000803135123|      0.06250000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
